tds_mgl,oil_grease_mgl,tss_mgl,barium_mgl,sulfate_mgl,h2s_mgl,bacteria_cfu,routing
96732.0,7.8,18.4,23.7,60.4,2.51,7.0,direct_reuse
16216.0,34.7,107.6,4.2,201.9,0.75,4.0,treat_then_reuse
67014.0,66.6,14.5,1.0,25.7,1.34,5.0,treat_then_reuse
108993.0,6.3,46.2,7.3,143.4,3.04,7.0,direct_reuse
113765.0,11.3,64.0,177.6,136.3,0.69,21.0,direct_reuse
36366.0,19.1,24.3,186.1,18.2,2.44,40.0,direct_reuse
110798.0,6.2,27.0,14.7,99.1,10.8,0.0,direct_reuse
93847.0,17.2,6.2,6.4,45.6,5.77,18.0,direct_reuse
296785.0,11.0,13.8,28.0,142.3,1.83,25.0,disposal
28998.0,10.8,50.7,34.0,188.1,2.24,16.0,direct_reuse
34366.0,14.1,25.8,41.3,139.6,0.82,7.0,direct_reuse
39566.0,14.4,32.9,1.0,97.5,0.85,102.0,direct_reuse
34782.0,15.6,27.3,888.3,123.7,0.22,92.0,direct_reuse
26291.0,7.9,141.7,78.2,24.7,2.29,7.0,treat_then_reuse
7088.0,8.2,17.4,15.8,87.0,4.0,11.0,direct_reuse
36160.0,12.1,88.6,8.5,37.5,1.5,39.0,direct_reuse
63484.0,12.9,27.3,65.7,280.0,0.53,83.0,direct_reuse
34709.0,9.1,95.1,36.4,190.9,1.8,4.0,direct_reuse
189998.0,18.0,9.2,22.4,190.3,9.43,3.0,disposal
49482.0,2.6,28.4,34.8,592.8,5.3,18.0,direct_reuse
121021.0,7.0,17.9,17.5,62.6,1.59,2.0,direct_reuse
58865.0,10.5,27.4,32.5,49.2,23.61,1.0,treat_then_reuse
87421.0,6.2,65.2,48.0,61.0,55.05,4.0,treat_then_reuse
59603.0,58.3,33.2,30.3,15.4,0.88,23.0,treat_then_reuse
127791.0,13.7,65.1,28.5,16.8,1.2,125.0,direct_reuse
50978.0,15.8,14.4,106.9,178.3,4.06,4.0,direct_reuse
69375.0,8.7,12.7,3.0,19.4,0.5,10.0,direct_reuse
63350.0,13.3,24.9,7.7,27.6,4.97,15.0,direct_reuse
40063.0,4.5,23.8,20.7,80.5,1.88,5.0,direct_reuse
65087.0,11.6,21.1,8.4,57.2,2.67,4.0,direct_reuse
234233.0,5.8,11.4,12.5,238.5,0.78,20.0,disposal
40567.0,10.5,64.0,94.2,96.2,0.59,2.0,direct_reuse
65751.0,1.3,18.4,16.8,37.4,0.12,4.0,direct_reuse
118237.0,4.9,76.8,2.2,262.1,11.36,9.0,direct_reuse
108899.0,50.3,24.8,12.1,200.7,5.61,20.0,treat_then_reuse
49424.0,28.4,41.2,21.5,19.1,3.96,1.0,direct_reuse
9243.0,44.1,38.3,21.1,118.8,2.59,10.0,treat_then_reuse
70382.0,46.9,12.7,39.1,41.0,0.08,2.0,treat_then_reuse
10367.0,24.7,32.9,35.5,39.8,0.62,4.0,direct_reuse
137167.0,9.0,114.7,17.0,703.8,1.18,40.0,treat_then_reuse
55195.0,5.3,30.0,4.8,103.2,0.4,11.0,direct_reuse
98693.0,37.8,50.5,11.8,70.9,0.18,149.0,direct_reuse
26070.0,14.3,42.7,9.5,98.8,0.46,11.0,direct_reuse
16535.0,127.1,31.4,14.3,235.5,1.76,52.0,treat_then_reuse
58837.0,9.7,28.5,46.0,41.6,1.76,40.0,direct_reuse
47881.0,79.5,38.0,32.6,50.2,5.36,12.0,treat_then_reuse
34750.0,11.7,45.2,54.0,185.4,24.1,2.0,treat_then_reuse
52014.0,44.8,8.3,12.7,17.0,4.02,10.0,treat_then_reuse
300000.0,62.0,29.9,122.7,267.7,1.31,5.0,disposal
87919.0,5.4,21.2,45.0,15.4,17.12,5.0,direct_reuse
102196.0,8.7,17.9,23.0,68.7,0.21,15.0,direct_reuse
88500.0,5.3,69.2,41.4,15.5,0.11,1.0,direct_reuse
138085.0,4.5,13.6,8.9,28.2,0.52,3.0,direct_reuse
42914.0,24.5,8.0,1.6,375.2,4.74,3.0,direct_reuse
11634.0,11.3,46.4,9.7,284.0,2.05,8.0,direct_reuse
42958.0,14.1,7.9,49.3,319.4,0.38,4.0,direct_reuse
86527.0,22.2,5.2,22.1,18.3,0.64,4.0,direct_reuse
24863.0,2.5,50.7,17.0,28.3,0.33,15.0,direct_reuse
43328.0,42.9,27.9,7.3,130.8,0.33,6.0,treat_then_reuse
30205.0,9.8,35.8,1.9,197.7,12.38,12.0,direct_reuse
140283.0,21.7,17.2,111.0,37.4,1.37,2.0,direct_reuse
82836.0,23.5,8.1,15.7,47.6,16.45,4.0,direct_reuse
77349.0,46.2,9.5,12.0,25.9,0.52,260.0,treat_then_reuse
75744.0,12.3,19.7,9.0,557.8,3.12,4.0,direct_reuse
47759.0,2.0,8.9,90.5,53.4,2.21,1.0,direct_reuse
56291.0,14.2,31.4,57.8,93.2,5.17,20.0,direct_reuse
21383.0,16.1,16.9,6.3,98.7,2.3,4.0,direct_reuse
10609.0,5.3,28.4,81.2,303.7,5.93,18.0,direct_reuse
54451.0,15.4,27.8,16.9,31.6,3.39,11.0,direct_reuse
61500.0,9.7,33.4,9.7,325.4,0.4,28.0,direct_reuse
114289.0,4.0,36.6,14.1,22.1,4.27,10.0,direct_reuse
147257.0,24.6,18.6,7.8,324.5,1.44,9.0,direct_reuse
147119.0,8.1,28.4,4.1,13.6,0.6,68.0,direct_reuse
24377.0,9.3,29.6,51.0,80.2,4.06,0.0,direct_reuse
38308.0,8.9,3.5,15.4,538.1,5.46,2.0,direct_reuse
68613.0,40.9,41.1,42.1,193.8,0.88,4.0,treat_then_reuse
288466.0,13.0,27.7,28.4,143.1,1.05,1.0,disposal
138146.0,14.5,38.5,38.8,28.4,0.27,6.0,direct_reuse
107321.0,9.1,8.8,1.7,40.1,0.16,5.0,direct_reuse
37367.0,20.4,19.1,7.1,395.0,1.2,53.0,direct_reuse
26417.0,45.3,10.2,39.8,151.3,4.62,11.0,treat_then_reuse
85156.0,24.1,44.5,4.4,239.7,0.78,9.0,disposal
22687.0,25.0,8.0,31.4,97.6,10.55,7.0,direct_reuse
41485.0,23.2,11.7,3.8,66.0,1.26,3.0,direct_reuse
45236.0,3.9,37.6,20.5,209.2,1.27,46.0,direct_reuse
149498.0,6.1,14.8,138.7,119.7,1.13,75.0,direct_reuse
38243.0,11.2,11.7,50.9,74.7,5.91,2.0,direct_reuse
8889.0,7.0,50.7,2.2,19.0,0.47,138.0,direct_reuse
69781.0,5.2,52.4,55.6,257.1,1.39,4.0,direct_reuse
30052.0,2.5,43.7,178.9,146.1,0.81,4.0,direct_reuse
50506.0,4.0,48.4,576.2,46.2,0.79,25.0,direct_reuse
46134.0,10.7,20.4,35.5,329.4,1.73,28.0,direct_reuse
40474.0,12.6,20.8,3.9,117.7,1.42,11.0,direct_reuse
85241.0,6.6,14.6,33.8,120.3,6.47,7.0,direct_reuse
16764.0,14.5,28.1,136.4,238.0,1.63,71.0,direct_reuse
34135.0,9.1,16.1,16.0,187.8,3.39,5.0,direct_reuse
79128.0,35.9,17.3,70.2,124.3,2.06,11.0,direct_reuse
31893.0,11.6,39.6,7.3,73.2,10.23,155.0,direct_reuse
15896.0,25.2,63.3,31.4,797.9,1.11,2.0,direct_reuse
78275.0,16.2,33.7,1.0,40.2,1.12,6.0,direct_reuse
107599.0,3.8,103.1,6.4,204.5,4.34,57.0,treat_then_reuse
47501.0,12.4,14.0,19.9,82.1,1.09,27.0,direct_reuse
12424.0,4.4,5.6,13.0,148.4,3.15,47.0,direct_reuse
80353.0,12.2,43.5,4.2,349.6,34.44,2.0,treat_then_reuse
15338.0,6.9,13.2,11.0,63.9,0.46,20.0,direct_reuse
60850.0,19.0,19.7,29.8,174.5,12.08,8.0,direct_reuse
26338.0,4.0,6.0,18.1,120.6,0.87,368.0,direct_reuse
21766.0,13.6,11.9,21.6,44.5,9.38,41.0,direct_reuse
35978.0,22.5,7.4,48.3,359.2,4.02,12.0,direct_reuse
43118.0,30.5,17.3,13.3,196.8,3.6,19.0,direct_reuse
31227.0,6.8,17.9,102.6,55.8,1.35,13.0,direct_reuse
74020.0,13.7,26.4,6.1,303.1,1.19,35.0,direct_reuse
35873.0,15.9,66.1,203.1,36.1,0.64,3.0,direct_reuse
97356.0,54.2,42.2,76.4,87.2,1.66,94.0,treat_then_reuse
59684.0,3.5,6.7,13.1,56.1,1.3,2.0,direct_reuse
30083.0,5.9,39.9,14.2,205.7,2.11,17.0,direct_reuse
26738.0,168.0,26.8,25.7,53.1,0.26,4.0,treat_then_reuse
15471.0,10.5,22.7,41.2,207.3,1.7,13.0,direct_reuse
60085.0,2.5,24.1,74.7,173.1,8.51,54.0,direct_reuse
38246.0,8.0,28.9,4.0,59.6,5.63,1.0,direct_reuse
9316.0,1.1,14.1,34.0,673.6,1.7,9.0,direct_reuse
33691.0,16.7,21.2,1.6,39.7,46.12,1.0,treat_then_reuse
26089.0,27.9,63.3,16.2,19.1,0.78,8.0,direct_reuse
147705.0,5.9,14.0,115.0,230.8,1.47,1.0,direct_reuse
14884.0,8.8,10.8,3.7,8.5,0.25,16.0,direct_reuse
17873.0,30.9,23.4,2.9,464.5,0.98,6.0,treat_then_reuse
106615.0,2.8,9.9,26.2,100.7,16.85,37.0,direct_reuse
126720.0,4.1,6.2,106.2,18.7,1.03,77.0,direct_reuse
29101.0,11.0,18.6,29.7,31.7,0.23,12.0,direct_reuse
31494.0,6.8,78.2,2.0,14.9,5.12,47.0,disposal
75461.0,10.3,23.8,2.7,137.2,2.73,97.0,direct_reuse
9615.0,4.3,28.3,22.6,20.9,4.85,3.0,direct_reuse
13322.0,16.3,4.5,4.9,156.4,1.12,105.0,direct_reuse
40275.0,11.8,34.8,23.7,64.4,0.45,12.0,direct_reuse
145063.0,22.1,26.4,25.4,53.4,1.3,3.0,direct_reuse
36134.0,16.1,14.4,11.2,157.6,3.39,19.0,direct_reuse
52610.0,16.2,28.3,177.3,178.7,1.5,11.0,direct_reuse
108407.0,3.7,28.1,40.8,317.5,2.73,1.0,direct_reuse
214233.0,21.0,10.5,86.0,44.8,0.82,2.0,disposal
32735.0,10.0,32.0,60.6,87.1,2.87,142.0,treat_then_reuse
48446.0,11.6,63.9,16.8,44.8,1.64,19.0,direct_reuse
175508.0,34.6,20.4,15.9,107.7,0.66,112.0,direct_reuse
16890.0,7.0,12.3,14.1,38.2,1.98,7.0,direct_reuse
100640.0,45.4,21.3,45.5,56.5,1.0,4.0,treat_then_reuse
24033.0,49.4,48.6,9.2,56.8,3.68,1.0,treat_then_reuse
52666.0,26.5,9.2,159.2,124.3,5.13,52.0,direct_reuse
41364.0,5.6,39.0,8.2,90.3,3.16,23.0,direct_reuse
25069.0,1.9,14.3,26.0,157.1,0.2,7.0,treat_then_reuse
24633.0,35.6,29.8,15.3,80.0,0.47,4.0,direct_reuse
59486.0,14.9,15.6,11.7,47.6,0.72,66.0,direct_reuse
98408.0,6.9,15.6,272.3,111.1,0.59,9.0,direct_reuse
44765.0,38.7,83.0,11.9,32.8,0.81,9.0,direct_reuse
51487.0,6.2,7.9,13.9,168.4,5.49,5.0,direct_reuse
73117.0,9.2,36.2,9.1,65.8,4.09,7.0,direct_reuse
24831.0,21.6,98.0,21.1,112.7,0.95,28.0,direct_reuse
82272.0,4.9,42.5,17.8,114.7,3.56,1.0,direct_reuse
86989.0,12.2,8.5,5.2,524.1,2.53,14.0,direct_reuse
300000.0,35.9,8.8,12.1,137.0,1.58,51.0,disposal
37674.0,16.3,13.4,41.7,97.6,7.34,11.0,direct_reuse
35573.0,41.4,27.8,68.9,42.0,0.7,59.0,treat_then_reuse
83975.0,37.3,29.4,20.7,217.6,1.77,91.0,direct_reuse
86975.0,13.6,8.9,21.6,66.9,0.42,47.0,direct_reuse
33706.0,1.6,12.2,13.0,16.8,0.45,5.0,direct_reuse
36967.0,5.0,12.8,11.0,72.6,0.28,12.0,direct_reuse
71596.0,26.8,21.2,6.7,111.1,0.46,20.0,direct_reuse
27466.0,3.3,120.0,3.1,36.6,1.84,6.0,treat_then_reuse
36777.0,10.0,11.6,8.6,79.0,1.11,6.0,direct_reuse
52194.0,18.3,11.2,59.4,83.2,1.16,5.0,direct_reuse
98436.0,50.5,9.9,12.1,84.6,1.12,553.0,treat_then_reuse
32105.0,8.0,40.8,13.3,350.1,16.52,8.0,direct_reuse
13498.0,7.5,23.7,13.0,21.3,0.38,61.0,direct_reuse
12815.0,12.8,12.0,89.4,843.2,0.33,3.0,direct_reuse
20301.0,18.5,18.4,6.6,86.8,0.55,156.0,direct_reuse
19551.0,11.7,13.0,28.0,170.4,1.5,7.0,direct_reuse
43992.0,34.6,31.1,18.5,103.6,3.22,13.0,direct_reuse
21328.0,6.6,210.1,21.8,13.5,3.68,1.0,treat_then_reuse
29974.0,15.0,38.1,26.9,28.2,5.63,65.0,direct_reuse
28514.0,20.1,22.8,21.5,50.6,1.43,90.0,direct_reuse
36013.0,9.4,14.4,52.0,268.6,0.98,2.0,direct_reuse
123717.0,28.7,8.4,19.4,19.6,13.78,71.0,direct_reuse
77914.0,15.4,44.1,162.9,35.1,0.04,2.0,direct_reuse
49577.0,27.4,42.2,21.2,107.9,1.79,31.0,direct_reuse
35500.0,16.0,16.9,2.6,151.4,2.88,8.0,direct_reuse
36197.0,18.9,64.8,43.2,146.5,18.84,90.0,direct_reuse
61662.0,7.6,25.0,32.2,30.5,0.19,18.0,direct_reuse
73786.0,7.6,45.6,20.9,15.5,0.95,49.0,direct_reuse
25969.0,40.5,31.1,14.7,162.9,0.28,78.0,disposal
50289.0,23.9,21.3,1.6,435.5,0.16,8.0,direct_reuse
11824.0,5.4,11.4,1.9,61.6,1.26,12.0,direct_reuse
56852.0,15.8,21.8,145.0,25.6,4.87,2.0,direct_reuse
83575.0,1.6,48.1,9.9,56.1,7.91,8.0,direct_reuse
40294.0,8.0,16.3,64.0,138.9,0.83,219.0,direct_reuse
174830.0,32.0,34.9,2.9,69.7,3.92,38.0,direct_reuse
26453.0,12.0,10.3,5.7,423.2,1.28,3.0,direct_reuse
57080.0,15.0,45.8,45.3,249.0,3.4,141.0,direct_reuse
47807.0,1.0,31.5,17.8,110.3,7.4,22.0,direct_reuse
45697.0,9.5,9.4,38.3,10.5,1.28,42.0,direct_reuse
45251.0,18.3,20.5,19.8,42.0,6.69,25.0,direct_reuse
52837.0,20.5,51.7,15.7,49.3,0.34,23.0,direct_reuse
88749.0,32.0,9.0,8.9,39.6,3.87,1.0,direct_reuse
128594.0,11.1,10.4,4.8,111.0,6.32,64.0,direct_reuse
48944.0,11.6,23.2,108.1,113.6,5.52,0.0,direct_reuse
86744.0,4.1,135.2,131.7,14.3,0.35,56.0,direct_reuse
29994.0,11.2,14.3,5.8,218.1,1.26,14.0,direct_reuse
83798.0,4.3,36.5,5.3,91.6,2.44,43.0,direct_reuse
28756.0,2.6,30.2,13.2,133.4,2.93,15.0,direct_reuse
105184.0,5.1,15.3,30.2,204.2,1.92,58.0,direct_reuse
230372.0,52.3,27.9,16.1,38.7,10.57,12.0,disposal
45006.0,10.6,17.1,36.6,359.5,0.31,19.0,direct_reuse
10564.0,16.4,18.4,18.9,77.0,1.21,22.0,direct_reuse
33401.0,8.5,6.5,17.5,475.2,0.18,204.0,direct_reuse
116112.0,2.7,24.1,363.5,33.7,3.7,30.0,direct_reuse
72197.0,31.3,50.4,10.7,437.9,3.39,2.0,direct_reuse
58351.0,1.9,25.7,143.7,33.3,128.15,5.0,treat_then_reuse
99317.0,8.2,58.7,114.0,1485.7,6.26,30.0,treat_then_reuse
68811.0,12.8,39.0,36.8,31.6,2.54,81.0,direct_reuse
114968.0,16.6,23.4,2.0,287.8,2.3,4.0,direct_reuse
93302.0,7.0,14.8,20.8,60.4,1.09,351.0,direct_reuse
142229.0,2.6,16.6,10.8,197.7,1.95,16.0,disposal
63017.0,6.5,7.6,20.6,86.1,2.36,23.0,direct_reuse
92381.0,6.9,19.8,5.6,27.1,0.13,2.0,direct_reuse
39538.0,6.7,27.6,49.8,4.2,2.13,65.0,direct_reuse
32176.0,32.2,96.8,65.5,1419.9,1.88,6.0,direct_reuse
161901.0,4.5,37.4,81.8,97.5,16.12,4.0,direct_reuse
57031.0,17.7,12.3,12.7,3.5,1.39,8.0,direct_reuse
86113.0,15.5,7.8,5.6,125.6,0.61,97.0,direct_reuse
53456.0,32.0,20.8,30.6,192.2,2.34,24.0,direct_reuse
32514.0,11.9,47.0,165.2,41.0,1.82,3.0,direct_reuse
49399.0,27.4,20.6,21.8,41.3,1.39,5.0,direct_reuse
133947.0,11.5,37.8,34.6,88.1,0.31,101.0,direct_reuse
72306.0,19.9,21.2,15.2,337.9,1.35,9.0,direct_reuse
14794.0,3.5,43.5,11.0,100.5,0.78,28.0,direct_reuse
42164.0,1.3,6.8,44.3,450.1,1.24,41.0,direct_reuse
170690.0,18.9,88.5,17.7,312.4,4.27,0.0,direct_reuse
42207.0,19.8,10.1,32.6,70.0,0.69,81.0,direct_reuse
13900.0,20.7,46.3,36.9,16.0,1.24,3.0,direct_reuse
184450.0,8.4,19.7,30.5,70.2,3.33,7.0,disposal
79037.0,51.5,22.4,39.2,160.6,1.16,123.0,treat_then_reuse
46676.0,8.9,20.2,7.2,96.1,49.01,107.0,treat_then_reuse
37798.0,19.7,30.1,6.7,180.9,2.28,26.0,direct_reuse
104574.0,23.0,35.4,19.1,232.7,0.33,36.0,treat_then_reuse
33544.0,63.2,57.2,19.6,161.4,0.55,53.0,treat_then_reuse
109511.0,10.1,75.7,10.7,66.5,0.49,104.0,direct_reuse
71649.0,7.5,32.0,26.8,159.5,0.56,126.0,direct_reuse
58179.0,3.5,96.6,59.7,1052.6,3.31,14.0,direct_reuse
54277.0,54.4,26.4,83.5,17.5,0.39,4.0,treat_then_reuse
43370.0,19.7,58.1,109.4,153.9,1.07,8.0,direct_reuse
101920.0,20.2,34.6,4.1,675.3,7.28,15.0,direct_reuse
26749.0,222.5,15.8,5.0,24.7,0.84,11.0,treat_then_reuse
15751.0,18.0,28.4,14.2,270.8,3.95,3.0,direct_reuse
75366.0,4.2,36.7,22.1,313.6,0.18,23.0,direct_reuse
76257.0,11.3,23.9,15.1,17.7,1.02,1.0,direct_reuse
68608.0,5.6,34.1,10.3,197.1,0.52,14.0,direct_reuse
65213.0,9.4,49.0,13.9,66.8,2.43,15.0,direct_reuse
39168.0,9.4,24.1,35.9,84.2,0.43,14.0,direct_reuse
85071.0,7.9,2.3,4.1,63.0,24.3,44.0,treat_then_reuse
47482.0,3.8,93.9,334.3,381.4,0.2,36.0,direct_reuse
34857.0,56.4,19.3,20.6,79.6,7.22,342.0,treat_then_reuse
39406.0,17.6,12.7,70.9,54.1,5.16,6.0,direct_reuse
201682.0,11.0,10.0,10.0,55.1,2.47,19.0,direct_reuse
14552.0,26.6,18.7,40.0,61.9,1.77,17.0,direct_reuse
69554.0,20.6,15.6,22.6,27.5,18.38,16.0,direct_reuse
15133.0,17.3,13.6,56.2,53.6,40.95,2.0,treat_then_reuse
45444.0,24.9,14.2,15.8,102.5,1.26,2.0,direct_reuse
36187.0,15.2,37.5,129.3,140.4,2.02,12.0,direct_reuse
11390.0,24.6,124.5,3.4,338.5,0.8,1.0,disposal
64365.0,26.5,47.3,62.8,117.3,0.36,7.0,direct_reuse
37570.0,15.6,60.2,23.2,53.4,3.01,5.0,direct_reuse
11277.0,11.0,18.1,5.9,29.6,2.28,8.0,direct_reuse
88230.0,53.4,26.7,209.0,124.5,0.2,67.0,treat_then_reuse
133854.0,8.8,34.5,184.6,79.1,2.98,2.0,direct_reuse
139119.0,19.1,14.5,1.7,82.0,2.38,45.0,direct_reuse
63024.0,19.5,17.5,24.8,120.2,0.75,5.0,direct_reuse
50627.0,7.8,48.6,46.8,159.4,0.69,6.0,direct_reuse
124208.0,6.5,58.7,34.1,121.1,2.86,24.0,direct_reuse
159161.0,9.8,25.9,123.8,74.6,13.35,8.0,direct_reuse
108391.0,8.6,9.4,96.5,37.3,2.77,3.0,direct_reuse
25360.0,3.6,19.4,27.6,45.9,4.55,7.0,direct_reuse
56440.0,7.5,7.7,308.7,228.9,0.56,1.0,direct_reuse
66680.0,17.1,26.1,61.8,56.5,0.96,22.0,direct_reuse
13812.0,42.1,30.1,13.2,20.5,3.63,0.0,treat_then_reuse
68088.0,22.2,19.8,10.4,322.3,0.28,46.0,direct_reuse
240649.0,1.3,29.8,89.3,31.9,2.16,31.0,disposal
76723.0,24.0,34.2,7.8,93.6,3.13,135.0,direct_reuse
137501.0,8.1,30.1,12.3,154.5,1.57,322.0,direct_reuse
55717.0,20.2,9.4,15.1,90.3,2.5,50.0,direct_reuse
46572.0,13.3,20.0,30.8,5.9,1.78,5.0,direct_reuse
64016.0,11.3,34.1,15.9,138.3,0.73,317.0,direct_reuse
27693.0,12.3,86.7,4.1,387.3,0.36,2.0,direct_reuse
24968.0,13.2,19.7,81.0,213.8,1.47,1.0,direct_reuse
118945.0,45.1,38.1,12.4,8.7,8.99,196.0,treat_then_reuse
128109.0,13.2,49.5,226.8,934.5,6.24,30.0,disposal
24495.0,35.8,21.0,28.9,20.9,1.05,1.0,direct_reuse
96529.0,31.4,61.5,91.9,27.5,1.02,2.0,disposal
46126.0,24.5,64.2,42.8,212.7,0.93,28.0,direct_reuse
62185.0,2.7,74.0,97.3,148.1,0.93,3.0,direct_reuse
67653.0,36.8,35.4,39.8,98.3,2.4,4.0,direct_reuse
98326.0,8.9,162.1,26.6,48.1,6.52,233.0,treat_then_reuse
51943.0,25.6,15.0,74.6,389.1,31.24,306.0,treat_then_reuse
131546.0,5.6,134.2,396.7,86.2,0.56,15.0,treat_then_reuse
60876.0,4.6,45.4,14.5,16.1,3.84,10.0,direct_reuse
75882.0,79.7,71.7,52.1,349.2,3.34,47.0,direct_reuse
27357.0,5.7,19.0,20.0,114.6,1.07,5.0,direct_reuse
222140.0,37.8,48.2,36.9,306.9,0.43,0.0,disposal
68110.0,15.0,76.8,21.1,169.0,2.36,0.0,direct_reuse
80749.0,9.2,10.3,1.5,1249.9,25.94,11.0,treat_then_reuse
15903.0,12.9,21.5,15.8,64.0,2.34,46.0,direct_reuse
27560.0,4.2,4.4,66.7,91.6,0.59,12.0,direct_reuse
116602.0,13.3,21.3,8.0,198.7,1.34,41.0,direct_reuse
59923.0,5.1,12.8,60.7,64.4,0.37,48.0,direct_reuse
12840.0,9.4,20.6,25.0,217.7,1.69,97.0,direct_reuse
101397.0,31.0,254.4,16.0,3.5,4.01,16.0,treat_then_reuse
33502.0,16.9,97.0,59.6,83.1,0.67,18.0,direct_reuse
131653.0,3.5,7.8,45.5,80.4,0.02,12.0,direct_reuse
46098.0,29.0,38.3,33.3,77.2,2.36,8.0,direct_reuse
56573.0,13.4,46.5,68.0,34.3,0.86,1.0,direct_reuse
111890.0,8.3,18.7,25.6,243.9,0.62,71.0,direct_reuse
26154.0,26.4,28.3,2.8,51.7,0.61,7.0,direct_reuse
24465.0,11.6,30.6,12.8,112.2,2.77,6.0,direct_reuse
42721.0,4.7,8.4,2.3,86.4,0.97,5.0,direct_reuse
87467.0,71.0,10.8,44.2,156.1,5.53,2.0,treat_then_reuse
19310.0,13.3,28.2,58.9,434.4,5.69,11.0,direct_reuse
15251.0,12.5,26.6,62.2,111.6,1.16,26.0,direct_reuse
87256.0,9.4,13.9,36.1,227.1,0.84,4.0,direct_reuse
32142.0,38.9,13.0,64.2,105.6,1.95,58.0,direct_reuse
37251.0,8.4,22.8,3.0,51.6,1.36,7.0,direct_reuse
13363.0,3.4,49.8,17.7,77.0,0.17,1.0,direct_reuse
30477.0,7.3,23.1,3.7,65.9,19.85,96.0,direct_reuse
48762.0,44.4,89.9,13.1,168.2,4.17,16.0,treat_then_reuse
94020.0,28.5,14.1,139.7,101.2,0.9,44.0,direct_reuse
28571.0,10.7,28.6,74.6,37.6,0.14,46.0,direct_reuse
156399.0,46.3,18.5,44.5,70.5,1.3,3.0,treat_then_reuse
30358.0,26.4,39.3,16.2,16.8,0.77,6.0,direct_reuse
30389.0,10.6,13.1,6.1,73.5,1.52,57.0,direct_reuse
143796.0,11.6,114.7,25.1,90.1,0.1,191.0,treat_then_reuse
56842.0,18.1,6.3,76.2,658.1,0.89,13.0,direct_reuse
33309.0,6.4,96.8,32.8,396.7,0.97,5.0,direct_reuse
43976.0,13.5,26.4,3.0,28.9,1.28,152.0,direct_reuse
126393.0,17.8,38.2,22.8,112.4,1.21,5.0,direct_reuse
136809.0,2.9,71.4,2.0,114.6,1.76,20.0,direct_reuse
27674.0,11.4,48.7,52.7,69.9,11.91,6.0,direct_reuse
47586.0,10.2,13.7,8.7,74.9,0.84,18.0,direct_reuse
52214.0,34.0,39.6,4.6,61.0,0.5,3.0,direct_reuse
24579.0,2.6,109.3,53.6,706.3,0.17,7.0,treat_then_reuse
47147.0,9.6,12.1,39.3,57.0,0.85,5.0,direct_reuse
49204.0,8.7,133.6,26.5,131.0,0.27,33.0,treat_then_reuse
108896.0,31.9,33.4,278.7,5.6,5.74,16.0,direct_reuse
114142.0,12.9,17.3,43.0,222.7,1.46,46.0,direct_reuse
38931.0,67.8,12.0,9.3,331.2,5.59,4.0,treat_then_reuse
42202.0,24.4,20.5,37.5,28.3,11.08,9.0,direct_reuse
78042.0,9.3,5.1,14.2,51.3,0.54,31.0,direct_reuse
32545.0,16.7,17.6,91.8,147.9,1.05,44.0,direct_reuse
74017.0,9.8,19.9,28.1,92.0,9.31,1.0,direct_reuse
46095.0,29.2,10.4,31.7,150.4,2.11,20.0,direct_reuse
24870.0,4.1,44.6,3.6,65.6,3.25,4.0,direct_reuse
25090.0,6.4,20.6,21.6,699.0,6.31,48.0,direct_reuse
134988.0,20.3,14.8,18.8,43.1,5.29,198.0,direct_reuse
43937.0,40.6,18.9,5.9,1738.4,2.81,0.0,treat_then_reuse
154546.0,1.9,32.6,15.4,352.9,10.13,5.0,direct_reuse
34216.0,46.4,26.0,33.9,224.8,1.51,18.0,treat_then_reuse
60105.0,11.9,14.0,20.0,28.7,3.24,12.0,direct_reuse
261679.0,2.5,27.1,3.7,244.9,1.31,50.0,disposal
23385.0,1.0,23.6,14.5,174.9,6.21,14.0,treat_then_reuse
12985.0,3.4,9.9,11.5,8.7,0.66,6.0,direct_reuse
120646.0,13.2,19.5,25.3,19.2,0.18,3.0,direct_reuse
27481.0,12.7,39.0,22.3,133.4,3.86,2.0,direct_reuse
48315.0,23.8,38.8,12.3,77.7,0.44,4.0,direct_reuse
32528.0,8.2,20.4,11.7,51.0,0.38,5.0,direct_reuse
59143.0,5.0,42.2,21.8,295.0,8.54,22.0,direct_reuse
25201.0,9.3,11.2,63.8,34.1,5.79,10.0,direct_reuse
43219.0,13.9,11.5,28.1,54.6,1.06,5.0,direct_reuse
67163.0,16.6,20.1,110.8,44.2,0.03,3.0,direct_reuse
24202.0,6.6,81.3,78.2,157.8,3.3,4.0,direct_reuse
30030.0,30.3,28.0,121.0,13.6,3.9,5.0,direct_reuse
38439.0,7.7,19.7,103.8,52.1,3.23,4.0,direct_reuse
18031.0,6.2,84.4,131.0,13.5,3.04,33.0,direct_reuse
36469.0,8.3,19.5,5.0,63.8,1.3,95.0,direct_reuse
53272.0,35.4,146.6,43.7,199.4,0.97,2.0,disposal
37061.0,11.9,16.3,86.7,203.4,0.39,65.0,direct_reuse
40540.0,7.2,10.9,107.6,40.4,0.67,34.0,direct_reuse
48343.0,31.0,21.5,8.0,161.8,2.5,16.0,direct_reuse
30976.0,92.6,20.1,44.2,73.4,2.56,120.0,treat_then_reuse
79518.0,16.3,12.9,22.0,402.3,4.6,9.0,direct_reuse
133945.0,40.9,196.7,184.3,78.0,0.26,22.0,treat_then_reuse
35417.0,34.2,31.7,3.8,3.4,0.19,15.0,direct_reuse
