hour,gas_mmscfd,liq_bpd,press_psig,level_pct,foam_idx,antifoam_ppm,inlet_momentum,carryover
2202,48.1,14645.0,188.9,54.4,0.38,12,0.268,0
2203,49.4,14324.0,175.1,54.6,0.39,12,0.315,0
2204,50.7,14048.0,175.7,55.2,0.23,12,0.33,0
2205,47.3,14675.0,173.2,56.1,0.4,12,0.293,0
2206,47.0,14552.0,171.1,57.2,0.51,0,0.294,0
2207,49.3,14175.0,181.8,58.4,0.43,12,0.297,0
2208,49.8,14805.0,181.2,60.1,0.41,0,0.304,0
2209,47.2,12277.0,187.7,61.8,0.32,12,0.261,0
2210,50.4,13719.0,186.2,63.1,0.24,12,0.3,0
2211,50.9,13711.0,194.4,64.2,0.27,12,0.289,0
2212,51.7,14735.0,179.6,65.3,0.32,0,0.333,0
2213,53.0,15031.0,178.4,65.9,0.15,0,0.353,0
2214,46.5,12919.0,172.2,66.2,0.19,12,0.285,0
2215,48.7,14925.0,184.2,66.0,0.12,12,0.285,0
2216,48.8,13120.0,180.7,65.3,0.28,0,0.293,0
2217,48.6,13144.0,183.9,64.3,0.26,12,0.284,0
2218,47.3,13782.0,173.2,62.8,0.19,12,0.292,0
2219,45.2,13726.0,182.1,61.2,0.33,0,0.249,0
2220,49.2,12860.0,181.2,59.7,0.14,12,0.298,0
2221,47.1,14408.0,180.8,58.3,0.17,0,0.274,0
2222,49.3,14432.0,175.9,57.1,0.31,12,0.312,0
2223,47.2,14696.0,187.1,55.9,0.33,0,0.262,0
2224,46.5,13657.0,192.3,54.6,0.15,0,0.244,0
2225,49.9,13935.0,173.3,54.0,0.25,12,0.325,0
2226,49.7,13944.0,184.3,53.9,0.15,12,0.297,0
2227,50.9,15149.0,162.7,54.3,0.2,12,0.37,0
2228,54.9,11985.0,184.0,55.1,0.23,0,0.363,0
2229,50.2,13302.0,168.8,56.0,0.27,12,0.342,0
2230,50.8,13977.0,176.9,57.1,0.24,12,0.328,0
2231,47.0,13215.0,172.1,58.5,0.23,0,0.291,0
2232,46.5,13796.0,178.7,60.1,0.1,12,0.271,0
2233,53.7,13890.0,185.0,61.8,0.24,12,0.344,0
2234,47.5,13520.0,168.9,63.3,0.25,12,0.306,0
2235,47.3,14027.0,177.8,64.6,0.27,0,0.282,0
2236,49.8,14423.0,176.9,65.5,0.12,12,0.315,0
2237,49.8,13820.0,189.5,66.2,0.28,0,0.286,0
2238,47.8,13669.0,182.6,66.4,0.06,12,0.277,0
2239,49.3,13872.0,172.9,66.2,0.14,0,0.319,0
2240,53.2,13984.0,177.2,65.4,0.16,12,0.359,0
2241,48.2,12772.0,189.3,64.6,0.05,12,0.268,0
2242,46.8,14314.0,184.3,63.2,0.15,0,0.262,0
2243,52.7,13677.0,174.5,61.9,0.2,0,0.359,0
2244,51.6,14876.0,178.4,60.2,0.0,12,0.334,0
2245,48.9,14408.0,178.6,58.5,0.13,12,0.299,0
2246,46.5,14814.0,176.8,57.2,0.0,12,0.275,0
2247,48.6,13288.0,169.7,56.0,0.37,12,0.319,0
2248,50.4,13737.0,175.9,54.9,0.19,0,0.325,0
2249,53.5,13127.0,188.3,54.3,0.18,0,0.333,0
2250,48.1,13504.0,177.7,54.1,0.19,12,0.292,0
2251,50.5,14875.0,179.4,54.3,0.22,12,0.318,0
2252,52.4,15040.0,180.8,54.8,0.26,12,0.339,0
2253,44.8,13195.0,193.3,55.8,0.0,12,0.226,0
2254,53.4,13679.0,180.1,56.9,0.29,12,0.354,0
2255,47.9,13946.0,186.6,58.7,0.28,0,0.271,0
2256,51.8,14410.0,176.4,60.2,0.15,12,0.342,0
2257,51.6,12768.0,178.4,61.7,0.14,12,0.334,0
2258,53.7,12878.0,180.1,63.1,0.0,0,0.358,0
2259,52.5,14343.0,175.4,64.5,0.03,12,0.354,0
2260,45.2,12636.0,178.8,65.3,0.2,12,0.256,0
2261,49.2,13687.0,185.3,65.9,0.27,12,0.288,0
2262,51.6,14113.0,175.2,66.1,0.22,12,0.342,0
2263,50.8,14290.0,180.0,65.7,0.14,12,0.32,0
2264,52.5,13900.0,184.3,65.1,0.34,12,0.331,0
2265,53.3,13742.0,175.1,64.1,0.25,12,0.367,0
2266,52.9,14589.0,186.6,62.8,0.11,12,0.33,0
2267,50.9,14197.0,180.4,61.4,0.37,12,0.32,0
2268,46.9,13544.0,179.0,60.0,0.04,12,0.274,0
2269,50.4,14022.0,168.0,58.5,0.0,12,0.347,0
2270,52.6,14263.0,177.8,56.9,0.11,12,0.349,0
2271,48.9,15197.0,182.2,55.5,0.07,12,0.291,0
2272,53.2,14544.0,190.5,54.5,0.11,12,0.324,0
2273,53.9,14843.0,183.4,53.9,0.23,12,0.351,0
2274,52.0,13564.0,186.8,53.7,0.15,0,0.319,0
2275,44.1,13623.0,172.7,54.0,0.15,12,0.255,0
2276,48.6,13824.0,179.2,54.8,0.16,12,0.294,0
2277,56.5,13887.0,187.3,55.7,0.0,12,0.375,0
2278,50.5,13281.0,174.7,56.8,0.0,12,0.33,0
2279,46.9,14871.0,185.8,58.4,0.12,0,0.261,0
2280,55.0,14602.0,184.4,60.1,0.07,0,0.363,0
2281,52.0,13768.0,181.6,61.7,0.13,0,0.331,0
2282,54.8,14430.0,178.0,63.1,0.3,12,0.378,0
2283,52.7,14135.0,174.1,64.4,0.15,12,0.361,0
2284,53.2,14481.0,190.7,65.4,0.03,0,0.324,0
2285,53.0,13035.0,183.8,65.7,0.08,12,0.338,0
2286,53.9,13872.0,182.0,66.0,0.34,12,0.354,0
2287,57.9,13931.0,177.5,65.9,0.32,12,0.423,0
2288,54.6,14406.0,180.2,65.5,0.23,12,0.369,0
2289,48.3,13528.0,181.0,64.4,0.01,0,0.287,0
2290,53.4,12216.0,182.4,63.2,0.2,0,0.347,0
2291,55.1,13206.0,184.4,61.8,0.21,12,0.364,0
2292,55.3,13919.0,175.3,60.2,0.18,12,0.394,0
2293,51.3,14004.0,171.2,58.7,0.12,0,0.35,0
2294,55.3,15135.0,180.5,57.3,0.14,12,0.377,0
2295,54.7,14362.0,169.5,56.0,0.12,0,0.404,0
2296,58.8,14009.0,178.1,55.2,0.07,12,0.436,0
2297,50.6,13926.0,176.9,54.7,0.32,0,0.325,0
2298,51.2,14719.0,183.0,54.4,0.28,12,0.318,0
2299,51.7,13531.0,191.9,54.6,0.16,12,0.303,0
2300,51.3,13843.0,168.3,55.2,0.23,0,0.358,0
2301,50.3,13176.0,193.6,56.0,0.24,0,0.284,0
2302,45.7,14928.0,178.6,57.1,0.43,0,0.261,1
2303,51.5,14207.0,182.1,58.5,0.29,12,0.324,0
2304,53.5,13434.0,171.5,60.2,0.29,12,0.38,0
2305,51.4,13846.0,186.0,61.7,0.21,12,0.313,0
2306,57.5,14280.0,180.2,63.1,0.17,12,0.409,0
2307,52.7,13744.0,179.6,64.4,0.35,12,0.345,0
2308,55.9,13542.0,168.4,65.5,0.28,12,0.426,0
2309,53.4,13455.0,180.4,66.1,0.14,0,0.352,0
2310,54.8,14147.0,185.1,66.2,0.27,0,0.358,0
2311,53.4,13655.0,178.6,65.9,0.31,12,0.358,0
2312,56.2,13585.0,187.0,65.6,0.02,12,0.371,0
2313,52.9,12964.0,186.8,64.5,0.14,12,0.33,0
2314,54.0,13950.0,176.2,63.3,0.27,12,0.373,0
2315,53.7,13765.0,189.6,62.0,0.05,12,0.333,0
2316,52.1,13662.0,180.3,60.2,0.07,0,0.336,0
2317,53.9,14023.0,180.3,58.7,0.22,12,0.359,0
2318,58.4,14403.0,180.6,57.3,0.3,12,0.421,0
2319,52.2,14367.0,180.4,56.0,0.31,0,0.337,0
2320,53.9,14259.0,164.2,55.0,0.42,12,0.41,0
2321,56.0,13699.0,178.9,54.3,0.27,12,0.393,0
2322,55.8,13467.0,171.8,54.1,0.23,12,0.411,0
2323,52.9,13128.0,189.8,54.2,0.14,12,0.323,0
2324,47.0,13440.0,189.5,54.8,0.24,12,0.254,0
2325,54.2,13864.0,185.1,55.7,0.35,0,0.351,0
2326,47.4,13296.0,178.6,57.1,0.36,12,0.282,0
2327,56.6,13909.0,174.0,58.4,0.31,0,0.417,1
2328,53.4,13161.0,176.1,59.7,0.35,0,0.364,0
2329,55.5,12670.0,191.7,61.4,0.42,0,0.349,0
2330,50.7,14401.0,175.8,62.8,0.31,0,0.329,0
2331,49.1,13491.0,165.9,64.0,0.44,0,0.335,0
2332,53.6,13232.0,186.2,65.0,0.24,0,0.34,0
2333,52.9,13047.0,189.0,65.6,0.31,12,0.324,0
2334,51.8,14104.0,190.0,65.7,0.27,12,0.308,0
2335,53.2,14766.0,186.2,65.6,0.4,0,0.335,0
2336,59.9,13516.0,187.2,64.9,0.22,0,0.421,0
2337,55.1,13642.0,180.3,63.9,0.3,0,0.375,0
2338,55.6,14538.0,167.5,62.4,0.15,12,0.424,0
2339,55.1,12515.0,180.2,61.1,0.4,0,0.376,0
2340,56.7,15154.0,183.7,59.5,0.47,0,0.387,1
2341,52.5,15483.0,179.2,58.0,0.44,12,0.344,0
2342,47.9,11872.0,178.9,56.6,0.43,12,0.286,0
2343,52.5,13693.0,174.2,55.5,0.44,12,0.358,0
2344,55.0,13252.0,174.0,54.5,0.43,12,0.394,0
2345,50.6,13565.0,191.0,54.0,0.43,12,0.292,0
2346,52.5,13451.0,191.2,53.6,0.44,12,0.315,0
2347,51.3,14307.0,180.0,53.7,0.31,12,0.326,0
2348,56.7,13654.0,181.7,54.3,0.36,0,0.394,0
2349,54.8,13089.0,174.1,55.2,0.39,12,0.391,0
2350,54.6,13600.0,183.9,56.6,0.36,12,0.359,1
2351,54.5,14075.0,190.6,58.1,0.24,12,0.34,0
2352,52.9,12880.0,170.8,59.5,0.28,0,0.373,0
2353,53.4,12551.0,182.8,61.1,0.43,12,0.347,0
2354,50.0,15092.0,183.2,62.5,0.5,12,0.302,0
2355,47.5,13241.0,183.2,63.8,0.41,12,0.273,0
2356,53.3,13588.0,189.9,64.7,0.7,12,0.327,0
2357,53.7,13400.0,192.2,65.4,0.33,12,0.327,0
2358,55.9,14055.0,178.6,65.4,0.47,0,0.392,0
2359,56.8,14906.0,184.0,64.9,0.56,0,0.388,0
2360,56.8,14065.0,180.5,64.3,0.54,12,0.398,0
2361,50.4,12589.0,176.2,63.4,0.51,0,0.324,0
2362,52.0,12677.0,181.6,62.1,0.55,12,0.331,0
2363,54.0,13360.0,184.0,60.8,0.46,12,0.351,0
2364,59.2,13445.0,181.3,59.3,0.62,12,0.429,0
2365,56.5,12420.0,174.7,57.9,0.59,12,0.413,1
2366,55.6,14192.0,177.2,56.6,0.38,12,0.392,0
2367,51.8,12852.0,177.3,55.4,0.5,0,0.34,0
2368,50.6,14650.0,174.9,54.3,0.32,12,0.33,0
2369,54.7,14873.0,181.9,53.7,0.63,0,0.366,0
2370,50.0,13417.0,182.5,53.7,0.5,12,0.304,0
2371,52.1,13891.0,185.9,53.9,0.62,12,0.322,0
2372,52.4,12714.0,174.9,54.6,0.48,12,0.355,0
2373,56.7,14006.0,176.5,55.4,0.31,12,0.409,0
2374,51.8,13214.0,189.3,56.8,0.76,12,0.31,0
2375,46.5,12794.0,179.0,58.2,0.52,12,0.27,0
2376,53.9,13345.0,180.2,59.5,0.41,0,0.359,0
2377,50.8,13214.0,178.9,61.0,0.63,12,0.323,0
2378,52.7,13305.0,186.8,62.2,0.72,12,0.327,0
2379,52.3,14190.0,187.0,63.3,0.5,12,0.322,0
2380,51.8,12968.0,186.7,64.6,0.52,12,0.317,0
2381,54.5,14725.0,180.2,65.1,0.55,12,0.367,0
2382,48.6,12575.0,174.8,65.1,0.42,12,0.306,0
2383,51.2,14626.0,191.6,64.9,0.47,0,0.297,0
2384,54.1,12776.0,185.1,64.2,0.72,0,0.349,0
2385,50.9,13479.0,177.3,63.4,0.53,12,0.328,0
2386,48.3,13128.0,188.5,62.0,0.46,0,0.272,0
2387,54.0,13223.0,176.8,60.6,0.51,0,0.371,0
2388,55.1,14017.0,188.5,58.9,0.66,12,0.353,0
2389,52.2,14498.0,188.9,57.7,0.36,0,0.315,0
2390,47.3,14273.0,174.5,56.3,0.59,12,0.29,0
2391,54.0,13148.0,183.5,55.0,0.81,0,0.352,1
2392,48.0,13552.0,184.7,54.0,0.77,0,0.276,1
2393,52.9,12868.0,195.7,53.4,0.63,0,0.309,1
2394,49.9,12713.0,175.5,53.1,0.71,0,0.32,0
2395,49.2,12596.0,188.6,53.2,0.71,0,0.281,0
2396,51.0,13084.0,180.1,54.0,0.57,12,0.322,0
2397,51.6,13557.0,172.6,54.9,0.68,0,0.35,0
2398,50.4,12035.0,179.3,55.9,0.77,12,0.316,0
2399,53.4,13333.0,180.0,57.2,0.47,0,0.354,0
2400,50.8,14418.0,173.6,58.8,0.65,0,0.337,0
2401,54.3,14133.0,181.9,60.4,0.63,12,0.361,0
2402,52.6,12930.0,185.7,61.8,0.61,12,0.328,0
2403,50.1,12353.0,181.4,63.2,0.61,0,0.307,0
2404,49.6,13644.0,176.7,64.0,0.63,0,0.313,1
2405,47.6,11691.0,179.1,64.7,0.64,0,0.283,0
2406,52.4,14081.0,180.0,64.8,0.72,12,0.341,0
2407,50.8,13146.0,181.3,64.7,0.66,12,0.317,0
2408,45.7,14568.0,186.7,64.1,0.6,12,0.246,0
2409,50.3,12069.0,181.6,63.1,0.53,12,0.309,0
2410,49.3,13911.0,171.6,61.9,0.57,0,0.322,0
2411,55.5,13189.0,176.6,60.6,0.65,12,0.391,0
2412,47.2,13019.0,181.0,59.0,0.55,12,0.274,0
2413,47.8,12283.0,186.7,57.4,0.72,12,0.269,0
2414,54.2,13649.0,187.8,56.1,0.67,0,0.343,0
2415,54.7,13696.0,190.6,55.0,0.75,12,0.343,0
2416,49.4,14464.0,180.8,54.0,0.57,12,0.301,0
2417,49.7,13910.0,184.6,53.3,0.55,12,0.295,0
2418,52.8,12780.0,171.3,53.2,0.75,12,0.37,0
2419,45.4,12483.0,182.6,53.4,0.65,12,0.25,0
2420,46.5,12219.0,173.5,54.0,0.62,0,0.282,0
2421,50.4,14198.0,179.6,55.0,0.71,12,0.316,0
2422,54.9,12613.0,198.2,56.3,0.71,12,0.327,0
2423,49.9,14184.0,181.8,57.7,0.52,12,0.304,0
2424,51.2,13506.0,174.8,59.4,0.78,12,0.339,0
2425,53.7,13360.0,182.4,61.1,0.6,12,0.351,0
2426,56.1,12905.0,176.9,62.6,0.82,12,0.4,0
2427,49.4,13572.0,174.2,64.0,0.51,12,0.316,0
2428,50.7,13089.0,192.6,65.0,0.68,12,0.29,0
2429,55.3,12832.0,186.4,65.6,0.63,0,0.361,1
2430,46.9,13568.0,182.1,66.0,0.45,0,0.268,0
2431,53.2,12970.0,177.6,65.9,0.71,12,0.357,0
2432,48.0,12502.0,178.1,65.4,0.46,12,0.29,0
2433,50.8,13471.0,189.3,64.5,0.62,0,0.298,0
2434,49.8,12996.0,181.8,63.5,0.76,12,0.304,0
2435,48.0,13373.0,161.5,62.0,0.6,0,0.333,0
2436,47.9,12704.0,194.5,60.4,0.56,0,0.255,0
2437,51.0,12165.0,181.1,58.9,0.73,12,0.32,0
2438,52.7,14216.0,182.1,57.4,0.62,12,0.339,0
2439,49.9,14074.0,186.5,55.9,0.61,0,0.293,0
2440,50.3,13600.0,182.8,55.1,0.78,12,0.307,0
2441,51.5,12699.0,184.5,54.4,0.53,12,0.318,0
2442,47.6,12750.0,177.5,54.2,0.6,12,0.287,0
2443,51.8,13918.0,172.6,54.2,0.73,12,0.353,0
2444,52.0,12692.0,181.7,54.9,0.52,0,0.331,0
2445,56.4,12487.0,188.6,55.8,0.82,12,0.369,0
2446,48.9,14230.0,176.1,56.9,0.62,12,0.305,0
2447,48.6,12876.0,175.6,58.3,0.73,12,0.303,0
2448,51.6,14137.0,187.3,59.8,0.73,12,0.312,0
2449,51.7,11909.0,177.3,61.3,0.63,12,0.338,0
2450,48.3,13241.0,177.5,62.8,0.59,0,0.294,0
2451,48.5,14317.0,177.8,64.1,0.64,12,0.297,0
2452,50.8,12878.0,179.6,64.9,0.71,12,0.321,0
2453,47.3,12662.0,170.6,65.4,0.54,0,0.3,0
2454,48.3,12018.0,176.8,65.6,0.52,12,0.297,0
2455,49.5,13583.0,181.4,65.5,0.78,12,0.301,0
2456,51.7,12276.0,181.3,65.1,0.56,12,0.328,0
2457,47.7,12738.0,186.9,64.0,0.67,12,0.267,0
2458,44.5,11929.0,191.0,62.7,0.61,12,0.226,0
2459,44.3,13872.0,189.1,61.4,0.61,12,0.227,0
2460,45.9,13580.0,185.5,60.1,0.77,0,0.25,0
2461,45.7,12739.0,179.1,58.4,0.61,12,0.26,0
2462,48.5,11943.0,176.3,56.9,0.59,12,0.3,0
2463,45.8,13815.0,180.1,55.7,0.59,0,0.26,1
2464,47.0,12473.0,183.5,54.7,0.57,0,0.267,0
2465,46.8,11944.0,184.9,54.0,0.55,12,0.261,0
2466,47.5,11474.0,183.7,53.8,0.56,0,0.272,0
2467,51.9,12244.0,179.3,54.2,0.78,12,0.336,0
2468,50.2,11667.0,184.7,54.6,0.68,12,0.301,0
2469,48.5,12238.0,187.6,55.8,0.57,12,0.275,0
2470,47.2,13184.0,185.3,56.9,0.7,12,0.266,0
2471,47.2,12390.0,179.8,58.4,0.44,12,0.277,0
2472,49.1,12890.0,175.0,60.2,0.73,12,0.311,0
2473,49.7,12124.0,174.9,61.8,0.72,12,0.318,0
2474,45.9,12665.0,175.9,63.2,0.81,0,0.269,0
2475,48.2,13953.0,181.5,64.5,0.69,0,0.284,0
2476,42.9,12353.0,183.1,65.4,0.63,12,0.223,0
2477,48.5,12855.0,171.5,66.1,0.71,12,0.312,0
2478,49.8,11479.0,177.0,66.3,0.51,0,0.314,0
2479,47.1,13628.0,181.5,66.2,0.53,12,0.272,0
2480,52.3,12218.0,174.6,65.4,0.56,12,0.354,0
2481,45.5,13277.0,182.6,64.3,0.7,12,0.251,0
2482,48.1,12444.0,178.2,62.9,0.48,12,0.292,0
2483,47.4,12947.0,175.7,61.5,0.46,12,0.289,0
2484,47.2,12977.0,180.3,59.7,0.58,12,0.276,0
2485,47.1,12180.0,182.4,58.1,0.62,12,0.27,0
2486,47.6,13249.0,174.9,56.5,0.48,12,0.293,0
2487,49.4,11943.0,178.5,55.4,0.61,0,0.306,0
2488,50.6,13007.0,182.8,54.4,0.68,12,0.311,0
2489,47.1,12178.0,175.4,53.6,0.66,12,0.286,0
2490,49.1,12685.0,170.1,53.4,0.57,12,0.324,0
2491,45.2,12105.0,170.8,53.9,0.52,12,0.273,0
2492,48.9,12452.0,177.5,54.4,0.7,0,0.302,0
2493,45.0,11653.0,172.1,55.4,0.52,12,0.267,0
2494,49.5,12568.0,177.9,56.8,0.61,12,0.309,0
2495,52.3,12414.0,190.0,58.3,0.71,0,0.314,0
2496,46.4,11993.0,171.7,59.9,0.59,12,0.285,0
2497,41.1,12322.0,178.3,61.4,0.4,12,0.212,0
2498,45.2,12442.0,192.8,62.9,0.38,12,0.23,0
2499,49.5,11906.0,182.4,64.0,0.47,12,0.299,0
2500,47.8,12236.0,177.8,64.9,0.56,12,0.288,0
2501,46.9,11610.0,179.1,65.7,0.53,12,0.275,0
2502,48.8,13945.0,182.6,66.0,0.7,12,0.289,0
2503,47.4,13033.0,190.2,65.9,0.52,12,0.258,0
2504,49.2,12471.0,176.8,65.0,0.44,12,0.307,0
2505,48.3,13089.0,175.5,63.9,0.36,12,0.3,0
2506,49.8,10871.0,171.7,62.6,0.58,12,0.328,0
2507,46.8,10455.0,180.6,61.1,0.46,12,0.27,0
2508,48.1,11954.0,171.6,59.4,0.31,12,0.307,0
2509,45.0,11257.0,177.2,57.9,0.45,12,0.257,0
2510,44.2,12045.0,174.5,56.6,0.35,12,0.253,0
2511,49.9,12343.0,186.4,55.4,0.4,0,0.294,0
2512,46.1,12831.0,176.9,54.5,0.44,0,0.27,0
2513,47.5,11379.0,182.4,53.8,0.34,12,0.275,0
2514,45.7,12444.0,170.4,53.4,0.38,0,0.28,0
2515,43.9,12162.0,180.8,53.4,0.35,12,0.237,0
2516,45.3,12384.0,172.8,53.8,0.35,12,0.27,0
2517,48.8,11765.0,177.4,54.8,0.31,12,0.301,0
2518,46.5,13086.0,193.3,56.1,0.36,12,0.243,0
2519,40.8,12034.0,185.6,57.4,0.32,0,0.198,0
2520,44.5,13336.0,179.2,59.0,0.46,12,0.247,0
2521,49.4,11529.0,199.2,60.7,0.42,12,0.263,0
2522,44.3,12591.0,174.5,62.4,0.51,0,0.254,0
2523,40.3,12018.0,187.0,63.7,0.57,12,0.191,0
2524,49.5,11818.0,170.8,64.7,0.45,12,0.326,0
2525,46.4,12479.0,178.5,65.4,0.42,12,0.269,0
2526,44.4,11815.0,171.9,65.7,0.45,0,0.261,0
2527,43.6,10150.0,181.5,65.3,0.41,12,0.233,0
2528,47.1,9857.0,180.3,64.9,0.37,0,0.275,0
2529,43.0,12880.0,178.2,63.8,0.36,12,0.233,0
2530,47.2,12839.0,186.6,62.5,0.25,0,0.262,0
2531,45.6,13288.0,176.6,61.0,0.43,0,0.265,0
2532,44.8,11943.0,182.0,59.5,0.34,0,0.245,0
2533,44.5,11038.0,184.9,57.8,0.48,12,0.236,0
2534,43.6,11638.0,171.1,56.4,0.43,12,0.253,1
2535,46.6,11928.0,175.5,55.2,0.27,0,0.279,0
2536,41.7,11203.0,180.3,54.2,0.45,12,0.215,0
2537,39.8,13051.0,183.8,53.7,0.07,0,0.19,0
2538,45.3,13453.0,188.5,53.4,0.51,0,0.238,0
2539,45.3,12208.0,178.7,53.7,0.18,12,0.256,0
2540,44.8,11854.0,178.1,54.5,0.36,12,0.253,0
2541,44.6,10944.0,174.8,55.5,0.35,12,0.257,0
2542,42.7,12921.0,182.0,56.8,0.41,12,0.222,0
2543,45.4,11880.0,178.2,58.4,0.26,12,0.259,0
2544,43.2,11613.0,178.4,60.0,0.08,12,0.235,0
2545,42.1,12141.0,179.4,61.9,0.25,0,0.22,0
2546,42.4,11382.0,183.3,63.5,0.26,12,0.217,0
2547,48.2,11883.0,176.6,64.7,0.07,12,0.296,0
2548,38.7,10759.0,175.4,65.6,0.28,12,0.193,0
2549,44.2,12519.0,182.6,66.2,0.16,12,0.238,0
2550,38.7,11673.0,161.8,66.3,0.33,12,0.216,0
2551,42.6,12546.0,176.4,66.2,0.24,0,0.231,0
2552,41.7,11582.0,173.1,65.5,0.46,0,0.228,0
2553,37.5,11616.0,187.2,64.7,0.23,12,0.165,0
2554,43.6,10851.0,177.4,63.3,0.29,0,0.241,0
2555,41.6,12220.0,176.6,61.6,0.23,12,0.221,0
2556,37.3,11064.0,179.7,60.1,0.08,12,0.173,0
2557,44.6,11325.0,176.4,58.4,0.22,12,0.253,0
2558,46.0,11655.0,177.6,56.8,0.31,0,0.267,0
2559,46.1,11727.0,180.6,55.5,0.29,12,0.262,0
2560,43.2,10437.0,177.5,54.4,0.2,0,0.236,0
2561,42.3,11458.0,177.4,53.9,0.08,12,0.226,0
2562,45.5,12165.0,173.9,53.6,0.29,0,0.269,0
2563,46.3,11332.0,173.1,53.7,0.26,12,0.28,0
2564,44.8,11428.0,180.4,54.3,0.3,0,0.249,0
2565,39.6,11688.0,181.8,55.4,0.19,12,0.192,0
2566,42.4,11475.0,171.4,56.8,0.04,12,0.238,0
2567,42.9,10830.0,184.6,58.3,0.26,0,0.22,0
2568,37.2,11515.0,184.6,59.8,0.2,12,0.166,0
2569,42.9,12225.0,185.8,61.4,0.34,0,0.218,0
2570,47.3,10782.0,181.8,62.9,0.2,0,0.274,0
2571,43.2,11244.0,183.8,64.2,0.19,0,0.224,0
2572,45.2,10528.0,193.1,65.3,0.24,12,0.229,0
2573,41.9,12143.0,178.2,65.7,0.13,12,0.221,0
2574,41.2,11408.0,173.7,65.8,0.12,12,0.221,0
2575,42.3,10866.0,170.8,65.7,0.18,12,0.238,0
2576,39.2,11515.0,190.5,65.1,0.09,12,0.176,0
2577,38.8,10596.0,190.6,64.0,0.16,0,0.172,0
2578,44.3,10704.0,174.5,62.6,0.37,0,0.254,0
2579,44.5,10394.0,175.6,61.3,0.28,12,0.254,0
2580,38.5,10659.0,178.1,59.6,0.21,0,0.187,0
2581,43.4,12344.0,187.3,57.8,0.33,12,0.22,0
2582,40.7,10870.0,172.3,56.5,0.09,12,0.218,0
2583,41.7,11699.0,168.2,55.3,0.42,12,0.237,0
2584,41.9,10776.0,193.0,54.3,0.12,0,0.198,0
2585,43.2,11882.0,181.9,53.6,0.37,0,0.228,0
2586,40.8,10621.0,182.7,53.4,0.36,12,0.203,0
2587,44.1,11356.0,178.8,53.8,0.0,12,0.244,0
2588,41.3,11354.0,182.8,54.2,0.31,12,0.207,0
2589,42.0,12936.0,170.9,54.9,0.13,12,0.236,0
2590,38.3,11737.0,175.0,56.1,0.1,12,0.19,0
2591,45.8,10869.0,180.6,57.6,0.21,0,0.258,0
2592,41.5,11753.0,166.4,59.0,0.06,0,0.238,0
2593,42.0,12760.0,178.2,60.7,0.21,12,0.222,0
2594,36.2,10111.0,177.8,62.3,0.06,0,0.165,0
2595,38.1,10651.0,178.2,63.5,0.17,12,0.182,0
2596,43.2,11065.0,176.7,64.6,0.29,12,0.237,0
2597,40.7,10928.0,174.0,65.2,0.19,0,0.216,0
2598,35.2,10976.0,169.1,65.4,0.12,12,0.168,0
2599,42.5,10285.0,180.9,65.0,0.21,12,0.222,0
2600,38.5,12170.0,178.2,64.3,0.01,12,0.186,0
2601,43.3,10181.0,171.7,63.2,0.07,0,0.249,0
2602,39.5,11026.0,180.4,61.9,0.11,12,0.193,0
2603,40.2,11888.0,178.2,60.5,0.23,12,0.203,0
2604,42.6,11124.0,177.2,58.8,0.19,12,0.23,0
2605,37.4,10449.0,167.1,57.2,0.2,12,0.192,0
2606,37.1,10180.0,184.1,55.7,0.15,12,0.165,0
2607,39.0,10953.0,172.6,54.3,0.07,12,0.2,0
2608,41.5,10574.0,180.4,53.3,0.3,0,0.213,0
2609,36.1,11237.0,175.2,52.6,0.08,12,0.168,0
2610,35.2,10102.0,177.7,52.4,0.19,12,0.156,0
2611,41.4,11642.0,186.9,52.6,0.14,0,0.201,0
2612,37.7,11143.0,183.2,53.3,0.21,0,0.172,0
2613,38.2,11185.0,186.8,54.2,0.09,12,0.172,0
2614,34.5,12050.0,182.0,55.4,0.26,12,0.145,0
2615,37.4,10725.0,182.4,57.1,0.29,12,0.17,0
2616,39.0,10513.0,169.3,58.4,0.26,12,0.206,0
2617,41.3,10628.0,178.1,60.1,0.17,0,0.215,0
2618,37.0,10866.0,178.7,61.8,0.12,12,0.172,0
2619,43.1,10927.0,187.3,63.1,0.44,12,0.217,0
2620,37.2,10400.0,177.0,64.0,0.06,12,0.175,0
2621,37.1,9555.0,181.6,64.8,0.25,12,0.169,0
2622,42.6,10568.0,181.4,65.0,0.2,12,0.223,0
2623,39.3,11203.0,186.9,64.7,0.16,0,0.181,0
2624,37.3,11037.0,179.2,64.0,0.19,12,0.174,0
2625,38.3,11771.0,185.0,63.0,0.12,12,0.175,0
2626,42.0,12290.0,169.8,61.7,0.21,0,0.237,0
2627,42.2,11443.0,170.3,60.3,0.2,12,0.239,0
2628,36.5,11870.0,166.3,58.7,0.44,12,0.185,0
2629,38.4,11429.0,184.7,57.1,0.28,12,0.176,0
2630,38.7,12080.0,184.0,55.5,0.23,12,0.18,0
2631,35.9,12169.0,185.4,54.3,0.24,12,0.154,0
2632,38.2,11529.0,175.9,53.2,0.37,12,0.187,0
2633,38.3,11348.0,176.6,52.4,0.09,0,0.187,0
2634,41.1,10701.0,179.3,52.2,0.17,0,0.211,0
2635,41.3,10806.0,188.7,52.6,0.0,12,0.198,0
2636,37.4,10589.0,190.2,53.2,0.25,12,0.161,0
