Sample_ID,Porosity_frac,Permeability_md,Pc_psi,Sw_frac,IFT_dynes_cm,Contact_Angle_deg
11632,0.1204,8.19,8.44,0.845,30,0
11633,0.25,223.95,20.77,0.2308,30,0
11634,0.1617,18.95,4.81,1.0,30,0
11635,0.2106,39.36,18.14,0.4891,30,0
11636,0.1363,15.11,3.49,1.0,30,0
11637,0.1577,11.48,4.17,1.0,30,0
11638,0.1262,9.01,64.39,0.2031,30,0
11639,0.133,9.47,6.91,1.0,30,0
11640,0.1832,25.28,19.62,0.4556,30,0
11641,0.2013,18.93,27.49,0.3892,30,0
11642,0.1342,11.73,6.39,1.0,30,0
11643,0.2209,74.55,6.63,0.6537,30,0
11644,0.02,0.35,22.25,0.8111,30,0
11645,0.16,22.46,14.01,0.507,30,0
11646,0.1627,28.83,6.74,0.8438,30,0
11647,0.2099,48.25,20.77,0.3561,30,0
11648,0.1554,11.27,29.89,0.4542,30,0
11649,0.1737,15.63,4.02,1.0,30,0
11650,0.1823,39.77,0.5,1.0,30,0
11651,0.2317,72.92,4.81,0.8551,30,0
11652,0.1378,8.49,16.84,0.5935,30,0
11653,0.1617,16.78,37.02,0.2932,30,0
11654,0.2057,91.31,29.82,0.1827,30,0
11655,0.0511,0.95,3.77,1.0,30,0
11656,0.1206,5.32,31.93,0.4571,30,0
11657,0.2224,70.74,24.97,0.3251,30,0
11658,0.2104,45.2,19.89,0.3683,30,0
11659,0.189,22.8,17.48,0.4953,30,0
11660,0.1065,7.11,24.68,0.4666,30,0
11661,0.1033,4.23,29.68,0.4757,30,0
11662,0.1319,5.99,25.65,0.5097,30,0
11663,0.2189,78.07,1.95,1.0,30,0
11664,0.139,5.73,19.21,0.6776,30,0
11665,0.1567,13.76,27.61,0.4818,30,0
11666,0.0747,4.93,3.08,1.0,30,0
11667,0.2072,33.49,3.61,1.0,30,0
11668,0.1218,6.38,23.13,0.5572,30,0
11669,0.1099,10.84,6.32,1.0,30,0
11670,0.0642,1.62,7.65,1.0,30,0
11671,0.0472,1.76,7.1,1.0,30,0
11672,0.1654,12.3,3.59,1.0,30,0
11673,0.0857,2.48,41.9,0.496,30,0
11674,0.2326,152.34,24.59,0.2484,30,0
11675,0.0673,1.03,4.33,1.0,30,0
11676,0.1208,4.66,1.68,1.0,30,0
11677,0.1461,12.43,6.99,1.0,30,0
11678,0.1076,7.86,8.05,1.0,30,0
11679,0.0802,3.24,0.5,1.0,30,0
11680,0.0869,3.86,32.73,0.4179,30,0
11681,0.1174,3.71,28.59,0.5222,30,0
11682,0.1026,8.64,28.47,0.3582,30,0
11683,0.2427,126.76,24.58,0.2517,30,0
11684,0.1487,13.38,19.81,0.479,30,0
11685,0.2275,50.37,15.1,0.4993,30,0
11686,0.179,22.38,48.39,0.2254,30,0
11687,0.2142,46.37,18.66,0.3829,30,0
11688,0.02,0.42,14.92,1.0,30,0
11689,0.1108,8.45,23.33,0.4631,30,0
11690,0.2062,58.47,4.24,0.9344,30,0
11691,0.1381,6.13,51.24,0.2545,30,0
11692,0.2501,100.98,0.5,1.0,30,0
11693,0.2126,72.29,15.68,0.3396,30,0
11694,0.1103,6.94,1.2,1.0,30,0
11695,0.1047,6.66,28.79,0.4312,30,0
11696,0.0986,3.61,51.46,0.264,30,0
11697,0.1225,5.72,7.88,1.0,30,0
11698,0.1203,2.78,29.19,0.6951,30,0
11699,0.173,20.38,6.14,1.0,30,0
11700,0.0924,2.12,2.6,1.0,30,0
11701,0.1634,25.14,4.86,1.0,30,0
11702,0.181,25.89,5.39,0.9623,30,0
11703,0.0731,1.66,14.94,1.0,30,0
11704,0.2216,78.24,23.86,0.2514,30,0
11705,0.1742,22.56,3.45,1.0,30,0
11706,0.1885,29.95,1.39,1.0,30,0
11707,0.1232,4.9,3.76,1.0,30,0
11708,0.2033,25.71,5.28,1.0,30,0
11709,0.1588,47.07,4.92,0.8739,30,0
11710,0.1675,10.82,3.73,1.0,30,0
11711,0.2119,134.6,9.41,0.4,30,0
11712,0.1583,12.84,29.07,0.3535,30,0
11713,0.2519,47.89,1.59,1.0,30,0
11714,0.1632,17.32,29.71,0.368,30,0
11715,0.1817,24.6,10.31,0.7221,30,0
11716,0.0636,1.64,16.2,0.9191,30,0
11717,0.1812,19.02,25.34,0.4498,30,0
11718,0.122,5.04,5.44,1.0,30,0
11719,0.0959,4.41,46.26,0.3751,30,0
11720,0.2314,98.78,1.31,1.0,30,0
11721,0.1174,9.43,11.25,0.7398,30,0
11722,0.0995,3.65,4.41,1.0,30,0
11723,0.1244,7.92,7.86,1.0,30,0
11724,0.0903,2.56,8.94,1.0,30,0
11725,0.2046,68.08,36.89,0.2126,30,0
11726,0.1123,5.29,8.74,1.0,30,0
11727,0.1756,22.99,17.96,0.5727,30,0
11728,0.2167,62.01,45.47,0.2224,30,0
11729,0.1315,6.68,10.23,0.9972,30,0
11730,0.1721,23.07,7.87,0.8097,30,0
11731,0.0848,3.54,54.16,0.4237,30,0
11732,0.269,229.28,26.38,0.1689,30,0
11733,0.1914,37.47,42.14,0.2999,30,0
11734,0.1612,9.67,7.59,1.0,30,0
11735,0.1359,4.82,17.88,0.7828,30,0
11736,0.1171,10.62,4.31,1.0,30,0
11737,0.146,8.1,30.13,0.5021,30,0
11738,0.2601,126.92,40.56,0.1581,30,0
11739,0.0643,2.8,4.68,1.0,30,0
11740,0.1681,14.32,1.66,1.0,30,0
11741,0.167,11.92,3.36,1.0,30,0
11742,0.1254,10.58,15.03,0.6077,30,0
11743,0.1401,10.69,4.77,1.0,30,0
11744,0.1482,10.6,15.27,0.657,30,0
11745,0.2033,34.73,6.47,0.8729,30,0
11746,0.1595,25.3,37.3,0.371,30,0
11747,0.1932,20.14,9.04,0.7936,30,0
11748,0.02,0.32,10.33,1.0,30,0
11749,0.1909,17.46,6.42,1.0,30,0
11750,0.0815,1.67,1.14,1.0,30,0
11751,0.1686,26.46,10.21,0.6255,30,0
11752,0.2381,71.48,22.33,0.3579,30,0
11753,0.0846,4.01,45.87,0.3644,30,0
11754,0.1397,8.9,1.19,1.0,30,0
11755,0.126,5.93,23.95,0.5619,30,0
11756,0.214,53.65,4.66,0.9063,30,0
11757,0.1378,13.65,25.96,0.3748,30,0
11758,0.223,96.93,6.28,0.5751,30,0
11759,0.1724,20.02,1.82,1.0,30,0
11760,0.1471,16.3,14.2,0.5988,30,0
11761,0.1587,13.22,33.65,0.4202,30,0
11762,0.177,32.51,3.01,1.0,30,0
11763,0.0866,1.51,0.5,1.0,30,0
11764,0.1854,13.5,32.29,0.3174,30,0
11765,0.1407,11.2,17.95,0.6204,30,0
11766,0.2032,29.09,24.81,0.3751,30,0
11767,0.1367,9.73,0.93,1.0,30,0
11768,0.0814,3.5,33.17,0.325,30,0
11769,0.1418,12.29,8.15,0.9662,30,0
11770,0.0997,3.32,34.19,0.5471,30,0
11771,0.0218,1.21,1.01,1.0,30,0
11772,0.1974,29.15,32.42,0.344,30,0
11773,0.1795,24.41,16.78,0.5226,30,0
11774,0.1924,21.34,12.12,0.668,30,0
11775,0.2247,58.18,0.96,1.0,30,0
11776,0.1205,5.48,17.49,0.627,30,0
11777,0.0742,2.19,13.66,0.9602,30,0
11778,0.1771,11.2,19.44,0.6197,30,0
11779,0.1767,8.03,18.92,0.6433,30,0
11780,0.1028,4.43,8.8,1.0,30,0
11781,0.167,11.07,3.44,1.0,30,0
11782,0.1065,5.85,37.69,0.3985,30,0
11783,0.0501,1.35,38.97,0.4539,30,0
11784,0.1211,7.17,3.57,1.0,30,0
11785,0.1091,3.12,14.94,0.9383,30,0
11786,0.1396,16.09,3.4,1.0,30,0
11787,0.1495,5.54,29.62,0.4737,30,0
11788,0.2221,46.25,1.55,1.0,30,0
11789,0.2402,83.48,69.38,0.1342,30,0
11790,0.1767,27.53,14.16,0.4988,30,0
11791,0.0921,1.89,0.5,1.0,30,0
11792,0.1639,74.16,32.04,0.1624,30,0
11793,0.2345,80.71,17.3,0.3027,30,0
11794,0.1541,12.46,17.93,0.559,30,0
11795,0.1758,59.59,4.82,0.8401,30,0
11796,0.1316,6.28,6.16,1.0,30,0
11797,0.0722,1.3,36.87,0.568,30,0
11798,0.0764,4.89,15.12,0.7562,30,0
11799,0.2093,97.04,0.5,1.0,30,0
11800,0.1197,2.04,5.95,1.0,30,0
11801,0.1462,12.18,13.69,0.6761,30,0
11802,0.1712,12.69,2.4,1.0,30,0
11803,0.1479,6.58,1.55,1.0,30,0
11804,0.1366,7.15,0.92,1.0,30,0
11805,0.1738,13.29,14.94,0.6655,30,0
11806,0.0808,6.21,5.8,1.0,30,0
11807,0.0771,2.21,7.02,1.0,30,0
11808,0.0987,15.77,0.93,1.0,30,0
11809,0.1666,44.17,20.09,0.4581,30,0
11810,0.1808,34.59,21.84,0.3372,30,0
11811,0.0978,4.61,26.53,0.5604,30,0
11812,0.0908,2.71,15.82,0.8128,30,0
11813,0.1359,8.66,22.26,0.5996,30,0
11814,0.2279,79.95,12.91,0.4977,30,0
11815,0.1845,26.44,10.15,0.738,30,0
11816,0.1904,28.35,4.51,1.0,30,0
11817,0.1735,35.44,0.82,1.0,30,0
11818,0.1557,20.18,5.18,1.0,30,0
11819,0.1551,14.08,17.26,0.5319,30,0
11820,0.1814,26.97,39.23,0.3421,30,0
11821,0.1021,6.33,4.44,1.0,30,0
11822,0.1037,2.23,16.62,0.9504,30,0
11823,0.1992,29.01,9.76,0.7391,30,0
11824,0.1922,53.8,14.81,0.3923,30,0
11825,0.0922,3.18,0.5,1.0,30,0
11826,0.2296,32.67,1.96,1.0,30,0
11827,0.2339,91.55,3.67,0.9554,30,0
11828,0.1578,12.15,33.59,0.4351,30,0
11829,0.0986,4.56,0.62,1.0,30,0
11830,0.1496,14.12,12.65,0.7369,30,0
11831,0.1538,6.29,39.6,0.4278,30,0
11832,0.1227,5.81,15.84,0.7234,30,0
11833,0.1694,20.49,9.94,0.7266,30,0
11834,0.0732,1.78,7.32,1.0,30,0
11835,0.1316,2.15,14.68,1.0,30,0
11836,0.1517,12.47,9.82,0.7898,30,0
11837,0.1323,11.86,18.33,0.5552,30,0
11838,0.1534,18.4,14.43,0.622,30,0
11839,0.2556,115.62,12.57,0.4292,30,0
11840,0.1264,13.81,47.13,0.2347,30,0
11841,0.1877,24.97,27.09,0.353,30,0
11842,0.0887,3.78,14.08,0.8419,30,0
11843,0.1497,30.62,11.6,0.5749,30,0
11844,0.1051,6.48,19.31,0.6751,30,0
11845,0.154,13.27,24.44,0.4845,30,0
11846,0.1727,10.69,5.25,1.0,30,0
11847,0.2178,42.08,16.49,0.4555,30,0
11848,0.0812,2.53,2.18,1.0,30,0
11849,0.0598,0.79,8.44,1.0,30,0
11850,0.1326,9.43,41.82,0.3737,30,0
11851,0.1432,21.38,5.92,0.9355,30,0
11852,0.1577,14.62,2.51,1.0,30,0
11853,0.179,53.44,2.37,1.0,30,0
11854,0.1868,20.59,7.51,1.0,30,0
11855,0.1391,6.19,3.83,1.0,30,0
11856,0.0208,0.75,8.35,1.0,30,0
11857,0.1415,9.16,19.03,0.5463,30,0
11858,0.2021,41.83,32.86,0.3511,30,0
11859,0.1486,7.61,1.75,1.0,30,0
11860,0.1265,12.6,21.94,0.5323,30,0
11861,0.1822,20.2,1.64,1.0,30,0
11862,0.0749,3.6,7.16,1.0,30,0
11863,0.1955,25.74,85.03,0.1029,30,0
11864,0.2498,86.88,1.07,1.0,30,0
11865,0.1283,9.9,0.5,1.0,30,0
11866,0.1202,3.14,6.09,1.0,30,0
11867,0.1153,11.25,45.28,0.2709,30,0
11868,0.0652,0.84,0.5,1.0,30,0
11869,0.1949,18.25,3.78,1.0,30,0
11870,0.1786,20.96,13.86,0.6134,30,0
11871,0.2265,90.99,3.99,0.8913,30,0
11872,0.1469,9.65,0.83,1.0,30,0
11873,0.1575,19.89,0.81,1.0,30,0
11874,0.1612,4.33,12.29,1.0,30,0
11875,0.1212,7.94,12.38,0.7505,30,0
11876,0.1031,1.95,18.39,0.8088,30,0
11877,0.1258,9.64,2.12,1.0,30,0
11878,0.1673,8.45,10.39,0.9593,30,0
11879,0.2046,17.44,13.78,0.6509,30,0
11880,0.1278,5.76,3.77,1.0,30,0
11881,0.1597,13.46,11.89,0.7247,30,0
11882,0.1149,8.17,18.48,0.5165,30,0
11883,0.1126,8.18,70.39,0.3259,30,0
11884,0.1598,13.42,13.61,0.6879,30,0
11885,0.1811,12.79,29.62,0.4321,30,0
11886,0.1756,30.37,26.91,0.3896,30,0
11887,0.1884,10.54,42.27,0.4988,30,0
11888,0.121,8.01,19.26,0.5602,30,0
11889,0.1459,9.81,3.59,1.0,30,0
11890,0.1203,5.17,5.31,1.0,30,0
11891,0.1307,7.91,23.03,0.5651,30,0
11892,0.2066,139.41,11.04,0.4331,30,0
11893,0.0938,4.07,4.34,1.0,30,0
11894,0.1406,8.72,16.04,0.6494,30,0
11895,0.1295,7.65,35.55,0.4602,30,0
11896,0.1509,9.06,6.64,1.0,30,0
11897,0.1492,8.19,13.6,0.7928,30,0
11898,0.1586,17.03,13.07,0.6703,30,0
11899,0.0487,1.56,2.04,1.0,30,0
11900,0.2308,42.29,1.42,1.0,30,0
11901,0.1533,26.03,33.03,0.3268,30,0
11902,0.0784,2.74,40.67,0.3415,30,0
11903,0.0241,0.8,35.19,0.5586,30,0
11904,0.118,3.77,7.58,1.0,30,0
11905,0.1647,9.1,5.09,1.0,30,0
11906,0.2704,269.44,42.75,0.2145,30,0
11907,0.1807,23.38,32.16,0.3624,30,0
11908,0.0718,1.39,25.71,0.7727,30,0
11909,0.153,5.33,6.1,1.0,30,0
11910,0.112,11.43,15.27,0.5616,30,0
11911,0.1771,16.52,20.82,0.4395,30,0
11912,0.0944,2.52,12.88,1.0,30,0
11913,0.1361,10.36,13.82,0.7266,30,0
11914,0.1221,5.15,21.2,0.6876,30,0
11915,0.1118,3.24,21.84,0.7418,30,0
11916,0.1741,16.64,4.12,1.0,30,0
11917,0.2303,30.84,7.43,0.9096,30,0
11918,0.1929,33.42,22.79,0.2712,30,0
11919,0.1781,24.27,4.55,1.0,30,0
11920,0.1225,6.71,37.08,0.3549,30,0
11921,0.1954,28.72,27.39,0.3062,30,0
11922,0.1642,17.65,33.87,0.4632,30,0
11923,0.1567,14.31,5.29,1.0,30,0
11924,0.121,5.85,1.67,1.0,30,0
11925,0.1235,6.71,1.59,1.0,30,0
11926,0.1414,13.31,12.18,0.7225,30,0
11927,0.2755,227.66,5.47,0.6185,30,0
11928,0.1588,17.49,4.59,1.0,30,0
11929,0.1329,5.85,3.77,1.0,30,0
11930,0.1123,4.49,12.39,1.0,30,0
11931,0.1187,6.75,11.91,0.826,30,0
11932,0.2858,166.13,8.23,0.4801,30,0
11933,0.1288,7.55,2.24,1.0,30,0
11934,0.206,36.17,39.63,0.2188,30,0
11935,0.118,7.76,8.38,1.0,30,0
11936,0.122,16.67,1.98,1.0,30,0
11937,0.1767,31.5,0.57,1.0,30,0
11938,0.0798,6.13,2.48,1.0,30,0
11939,0.1145,5.64,5.29,1.0,30,0
11940,0.259,89.18,14.92,0.4609,30,0
11941,0.1792,39.71,53.07,0.0861,30,0
11942,0.1458,31.46,4.76,1.0,30,0
11943,0.2178,31.33,23.4,0.5063,30,0
11944,0.1626,21.15,36.35,0.2508,30,0
11945,0.2465,137.19,7.45,0.6195,30,0
11946,0.1679,12.84,4.38,1.0,30,0
11947,0.1882,24.35,10.13,0.8159,30,0
11948,0.0954,2.14,34.05,0.5464,30,0
11949,0.1284,4.53,0.5,1.0,30,0
11950,0.0574,2.88,10.0,0.958,30,0
11951,0.1829,56.2,21.26,0.3272,30,0
11952,0.0509,0.57,13.79,1.0,30,0
11953,0.1151,7.52,10.32,0.8808,30,0
11954,0.02,0.34,12.1,1.0,30,0
11955,0.0848,4.49,14.48,0.7678,30,0
11956,0.1183,6.76,17.19,0.6578,30,0
11957,0.2095,64.19,6.61,0.6884,30,0
11958,0.1503,19.61,10.93,0.6966,30,0
11959,0.0889,4.48,4.79,1.0,30,0
11960,0.2075,43.78,62.02,0.1973,30,0
11961,0.1347,12.45,3.11,1.0,30,0
11962,0.1397,12.74,2.45,1.0,30,0
11963,0.0485,2.88,4.7,1.0,30,0
11964,0.1412,3.71,37.9,0.4888,30,0
11965,0.1292,4.53,16.13,0.704,30,0
11966,0.1423,12.88,9.13,0.9098,30,0
11967,0.1358,13.38,38.93,0.3308,30,0
11968,0.2243,77.7,34.56,0.2253,30,0
11969,0.1682,19.34,7.7,0.9154,30,0
11970,0.02,0.47,12.44,1.0,30,0
11971,0.1116,16.7,35.37,0.3628,30,0
11972,0.0699,2.14,5.77,1.0,30,0
11973,0.0724,3.82,7.85,1.0,30,0
11974,0.1144,4.6,23.63,0.5664,30,0
11975,0.1217,5.5,17.99,0.7235,30,0
11976,0.0645,2.34,0.75,1.0,30,0
11977,0.1491,15.55,1.87,1.0,30,0
11978,0.1175,2.24,28.09,0.7051,30,0
11979,0.1826,18.69,0.5,1.0,30,0
11980,0.2483,178.46,37.87,0.1209,30,0
11981,0.132,2.47,4.76,1.0,30,0
11982,0.1124,8.66,13.68,0.7309,30,0
11983,0.02,0.59,12.47,0.9073,30,0
11984,0.1333,8.49,7.57,1.0,30,0
11985,0.1502,26.34,0.5,1.0,30,0
11986,0.2204,28.93,3.21,1.0,30,0
11987,0.1574,13.37,14.32,0.6911,30,0
11988,0.1769,35.41,8.87,0.7577,30,0
11989,0.2812,258.6,8.01,0.3744,30,0
11990,0.2351,95.08,1.54,1.0,30,0
11991,0.1188,6.51,6.4,1.0,30,0
11992,0.0562,2.14,11.21,1.0,30,0
11993,0.1018,7.48,1.21,1.0,30,0
11994,0.1483,3.91,1.04,1.0,30,0
11995,0.1446,20.94,10.15,0.7465,30,0
11996,0.1273,2.95,12.36,1.0,30,0
11997,0.1296,11.16,4.47,1.0,30,0
11998,0.206,33.3,5.91,1.0,30,0
11999,0.1545,10.8,23.91,0.4857,30,0
12000,0.1179,3.91,30.52,0.4599,30,0
12001,0.221,49.89,5.9,0.8555,30,0
12002,0.0276,1.28,6.59,1.0,30,0
12003,0.1207,8.22,26.61,0.488,30,0
12004,0.1206,11.59,54.65,0.1869,30,0
12005,0.1545,12.42,5.8,1.0,30,0
12006,0.1322,15.13,23.32,0.4653,30,0
12007,0.1397,25.34,9.8,0.7004,30,0
12008,0.1436,11.68,4.59,1.0,30,0
12009,0.0882,7.83,17.18,0.5406,30,0
12010,0.1356,7.47,9.31,1.0,30,0
12011,0.0955,5.85,4.68,1.0,30,0
12012,0.171,31.34,1.7,1.0,30,0
12013,0.0734,5.61,30.26,0.3678,30,0
12014,0.2236,33.65,31.64,0.3516,30,0
12015,0.1217,12.46,1.17,1.0,30,0
12016,0.1177,6.52,16.33,0.7611,30,0
12017,0.1438,25.59,2.66,1.0,30,0
12018,0.0984,5.09,15.59,0.7589,30,0
12019,0.2157,26.2,35.73,0.3829,30,0
12020,0.1662,15.73,4.52,1.0,30,0
12021,0.1069,5.96,6.41,1.0,30,0
12022,0.1747,22.97,23.78,0.4297,30,0
12023,0.165,23.47,19.94,0.3756,30,0
12024,0.2037,48.86,7.88,0.6494,30,0
12025,0.2113,38.84,28.31,0.3113,30,0
12026,0.167,21.97,38.0,0.284,30,0
12027,0.1003,3.15,9.04,1.0,30,0
12028,0.2723,230.05,0.6,1.0,30,0
12029,0.0761,2.26,10.68,1.0,30,0
12030,0.1808,38.06,20.19,0.3207,30,0
12031,0.1602,20.44,3.73,1.0,30,0
12032,0.1076,2.98,1.57,1.0,30,0
12033,0.1597,10.49,5.04,1.0,30,0
12034,0.1235,11.08,0.5,1.0,30,0
12035,0.2074,58.36,18.85,0.4473,30,0
12036,0.1007,5.18,2.37,1.0,30,0
12037,0.1534,8.9,19.29,0.5996,30,0
12038,0.0284,0.74,4.01,1.0,30,0
12039,0.2773,97.68,72.54,0.1138,30,0
12040,0.103,3.37,11.38,1.0,30,0
12041,0.1893,18.03,0.63,1.0,30,0
12042,0.1248,10.79,22.22,0.5318,30,0
12043,0.1455,10.83,7.92,0.9594,30,0
12044,0.2012,32.2,14.02,0.5005,30,0
12045,0.2096,90.51,45.3,0.2164,30,0
12046,0.1625,16.47,10.92,0.7333,30,0
12047,0.2025,26.74,24.47,0.3898,30,0
12048,0.1592,18.08,5.41,1.0,30,0
12049,0.1818,41.31,18.8,0.4407,30,0
12050,0.1638,6.99,1.57,1.0,30,0
12051,0.1782,44.28,33.57,0.2526,30,0
12052,0.2064,46.18,3.34,1.0,30,0
12053,0.1878,44.66,5.39,0.8368,30,0
12054,0.0996,5.52,47.63,0.3517,30,0
12055,0.1568,9.95,2.53,1.0,30,0
12056,0.1574,16.24,4.4,1.0,30,0
12057,0.0923,2.35,13.02,1.0,30,0
12058,0.1815,82.59,59.21,0.1577,30,0
12059,0.1595,12.0,17.64,0.5451,30,0
12060,0.1492,17.13,1.82,1.0,30,0
12061,0.0847,6.1,20.68,0.5451,30,0
12062,0.124,2.48,8.33,1.0,30,0
12063,0.133,5.9,73.05,0.2294,30,0
12064,0.1651,15.85,14.86,0.617,30,0
12065,0.2073,27.33,11.39,0.5847,30,0
12066,0.1627,14.79,12.22,0.6534,30,0
12067,0.1507,18.47,15.39,0.4845,30,0
12068,0.1303,8.13,19.74,0.5215,30,0
12069,0.1603,22.1,1.22,1.0,30,0
12070,0.2112,72.2,2.1,1.0,30,0
12071,0.1587,28.38,5.36,1.0,30,0
12072,0.1695,32.18,9.75,0.699,30,0
12073,0.182,17.34,5.59,1.0,30,0
12074,0.0845,2.01,3.61,1.0,30,0
12075,0.0898,3.48,38.86,0.4046,30,0
12076,0.1513,21.03,0.5,1.0,30,0
12077,0.1414,12.02,41.88,0.2983,30,0
12078,0.1374,20.65,35.67,0.2917,30,0
12079,0.233,91.08,17.27,0.3345,30,0
12080,0.2038,29.11,0.5,1.0,30,0
12081,0.2578,55.18,3.83,1.0,30,0
12082,0.1325,13.65,58.02,0.1626,30,0
12083,0.1293,4.62,35.46,0.3528,30,0
12084,0.1331,11.37,50.1,0.3145,30,0
12085,0.0888,4.64,83.29,0.2259,30,0
12086,0.2022,79.04,0.99,1.0,30,0
12087,0.1908,31.45,12.69,0.5513,30,0
12088,0.1564,22.75,26.95,0.3827,30,0
12089,0.1972,53.68,5.78,0.8013,30,0
12090,0.0442,1.08,8.58,1.0,30,0
12091,0.1634,24.67,5.01,1.0,30,0
12092,0.0708,2.53,0.58,1.0,30,0
12093,0.1011,12.08,1.13,1.0,30,0
12094,0.1368,8.38,0.5,1.0,30,0
12095,0.1831,26.95,11.24,0.583,30,0
12096,0.145,16.02,14.45,0.6756,30,0
12097,0.2218,61.2,5.52,0.8453,30,0
12098,0.149,5.92,26.24,0.6278,30,0
12099,0.1845,28.53,32.84,0.2518,30,0
12100,0.1844,14.8,2.26,1.0,30,0
12101,0.1163,1.71,0.8,1.0,30,0
12102,0.1565,4.05,5.77,1.0,30,0
12103,0.119,10.18,18.72,0.4485,30,0
12104,0.1797,46.28,10.62,0.4557,30,0
12105,0.1634,21.25,10.04,0.6819,30,0
12106,0.0965,3.0,2.48,1.0,30,0
12107,0.175,10.29,6.5,1.0,30,0
12108,0.2594,137.19,47.87,0.1518,30,0
12109,0.1313,13.92,6.25,1.0,30,0
12110,0.1221,8.23,13.43,0.6922,30,0
12111,0.1728,21.98,0.9,1.0,30,0
12112,0.1569,30.45,0.99,1.0,30,0
12113,0.1284,7.05,8.28,0.9808,30,0
12114,0.1504,22.27,13.9,0.5023,30,0
12115,0.1012,8.21,6.99,1.0,30,0
12116,0.1656,28.88,2.96,1.0,30,0
12117,0.1664,14.93,19.97,0.5229,30,0
12118,0.1812,21.72,2.26,1.0,30,0
12119,0.1155,4.9,16.54,0.8389,30,0
12120,0.1304,4.55,47.11,0.3972,30,0
12121,0.2131,37.89,9.54,0.709,30,0
12122,0.1503,11.08,3.36,1.0,30,0
12123,0.165,17.15,27.68,0.4065,30,0
12124,0.1379,8.43,10.56,0.8716,30,0
12125,0.1902,35.82,38.5,0.2506,30,0
12126,0.0773,5.87,19.13,0.5651,30,0
12127,0.1662,10.35,8.45,1.0,30,0
12128,0.1957,31.29,14.41,0.522,30,0
12129,0.182,49.78,2.79,1.0,30,0
12130,0.1534,6.5,7.35,1.0,30,0
12131,0.2323,127.95,13.52,0.4065,30,0
12132,0.1629,17.74,13.38,0.5563,30,0
12133,0.1204,3.49,13.27,0.992,30,0
12134,0.1721,18.97,20.41,0.4044,30,0
12135,0.1583,7.69,1.67,1.0,30,0
12136,0.1638,20.51,1.15,1.0,30,0
12137,0.1818,11.57,2.4,1.0,30,0
12138,0.138,13.32,23.58,0.3638,30,0
12139,0.1326,4.08,1.01,1.0,30,0
12140,0.1522,39.97,3.83,1.0,30,0
12141,0.0725,3.04,4.41,1.0,30,0
12142,0.1027,3.22,15.63,0.8731,30,0
12143,0.1596,18.93,7.7,0.8586,30,0
12144,0.2254,83.38,3.33,1.0,30,0
12145,0.1339,7.98,8.95,0.9491,30,0
12146,0.1598,28.25,17.35,0.5215,30,0
12147,0.1792,44.17,23.13,0.3639,30,0
12148,0.1937,32.38,1.98,1.0,30,0
12149,0.1217,8.39,18.81,0.6088,30,0
12150,0.1245,3.29,0.5,1.0,30,0
12151,0.0402,0.86,19.33,0.8279,30,0
12152,0.1518,8.89,16.23,0.6398,30,0
12153,0.2154,50.08,9.49,0.5751,30,0
12154,0.084,3.16,2.21,1.0,30,0
12155,0.144,28.23,21.69,0.4256,30,0
12156,0.1281,3.9,1.12,1.0,30,0
12157,0.1355,13.84,33.89,0.3049,30,0
12158,0.1759,28.48,22.27,0.4385,30,0
12159,0.1153,5.52,20.26,0.6288,30,0
12160,0.1572,14.95,21.06,0.3728,30,0
12161,0.1493,7.4,1.05,1.0,30,0
12162,0.184,28.39,69.0,0.2103,30,0
12163,0.1587,16.16,29.34,0.3402,30,0
12164,0.1731,13.04,10.64,0.8281,30,0
12165,0.2368,79.05,19.06,0.2785,30,0
12166,0.1671,26.97,20.16,0.3975,30,0
12167,0.0939,5.32,26.56,0.4389,30,0
12168,0.1294,10.99,4.42,1.0,30,0
12169,0.1454,11.12,6.98,1.0,30,0
12170,0.1289,13.42,24.12,0.4732,30,0
12171,0.273,252.0,21.98,0.2416,30,0
12172,0.1652,19.01,11.09,0.7997,30,0
12173,0.02,1.06,7.57,1.0,30,0
12174,0.0958,6.35,51.84,0.3507,30,0
12175,0.02,1.2,8.04,1.0,30,0
12176,0.1273,8.2,21.66,0.5973,30,0
12177,0.0761,1.12,7.98,1.0,30,0
12178,0.0704,4.28,5.56,1.0,30,0
12179,0.0506,1.96,15.37,0.8172,30,0
12180,0.1652,19.32,24.72,0.3603,30,0
12181,0.1288,12.19,59.75,0.1085,30,0
12182,0.1432,17.52,2.42,1.0,30,0
12183,0.1558,10.75,31.33,0.3658,30,0
12184,0.0732,2.29,11.14,1.0,30,0
12185,0.1449,22.56,1.71,1.0,30,0
12186,0.2005,122.32,23.73,0.257,30,0
12187,0.2138,19.91,6.04,1.0,30,0
12188,0.1521,7.31,30.4,0.5391,30,0
12189,0.0724,2.2,2.58,1.0,30,0
12190,0.1082,4.1,18.62,0.7237,30,0
12191,0.162,20.98,5.37,1.0,30,0
12192,0.2117,44.16,4.46,1.0,30,0
12193,0.1454,16.66,0.77,1.0,30,0
12194,0.1775,31.81,9.86,0.7264,30,0
12195,0.1931,28.48,7.45,0.8788,30,0
12196,0.2034,22.37,0.96,1.0,30,0
12197,0.1332,5.53,3.86,1.0,30,0
12198,0.183,15.01,10.02,0.796,30,0
12199,0.103,4.4,24.78,0.5734,30,0
12200,0.1384,12.44,39.77,0.2473,30,0
12201,0.1271,18.12,10.86,0.6473,30,0
