p_psia,t_f,meg_wt_pct,hydrate_event
2692.0,36.6,0.0,1
1870.0,53.1,0.0,1
3097.0,74.0,0.0,0
1601.0,38.3,16.2,1
1590.0,54.8,8.4,1
858.0,51.4,15.8,0
1079.0,47.1,27.7,0
3462.0,73.8,15.1,0
2007.0,71.3,0.0,0
1220.0,64.5,24.1,0
3134.0,85.1,31.4,0
2394.0,40.7,34.1,0
476.0,43.2,0.0,1
1539.0,56.1,0.0,1
1037.0,71.1,34.2,0
2761.0,67.1,0.0,0
1390.0,39.1,0.0,1
634.0,87.7,0.0,0
598.0,51.8,15.2,0
2494.0,54.7,0.0,1
478.0,69.3,18.8,0
3456.0,87.0,38.3,0
959.0,71.4,12.3,0
2584.0,87.5,0.0,0
2001.0,45.3,39.7,0
1994.0,69.0,0.0,0
658.0,80.6,0.0,0
3290.0,63.0,0.0,1
3615.0,54.9,0.0,1
440.0,89.2,6.7,0
1043.0,42.8,0.0,1
3654.0,57.6,13.4,1
2378.0,83.0,0.0,0
940.0,84.5,12.7,0
1130.0,88.9,33.7,0
2776.0,83.7,0.0,0
3009.0,37.8,37.5,1
2558.0,86.1,0.0,0
3831.0,58.5,37.8,0
2179.0,70.8,7.6,0
1481.0,56.7,35.5,0
2118.0,79.8,0.0,0
1695.0,66.7,25.8,0
1208.0,81.5,6.3,0
565.0,45.7,26.7,0
1668.0,45.2,0.0,1
2961.0,59.2,0.0,1
466.0,35.3,27.1,0
1981.0,73.1,38.9,0
2718.0,51.3,39.8,0
2597.0,65.7,23.2,0
3196.0,38.9,8.2,1
3318.0,44.4,0.0,1
2962.0,69.3,30.2,0
770.0,51.8,0.0,1
2110.0,46.8,20.3,1
2572.0,47.6,0.0,1
1284.0,46.8,17.4,0
553.0,69.3,18.5,0
1205.0,44.2,39.9,0
2038.0,54.9,0.0,1
1890.0,72.8,9.1,0
1036.0,63.3,0.0,0
3368.0,67.9,0.0,0
3732.0,48.8,27.9,1
1125.0,86.3,28.5,0
3746.0,57.8,0.0,1
464.0,50.8,16.7,0
3730.0,84.7,0.0,0
3827.0,71.0,33.9,0
443.0,68.8,25.1,0
3147.0,83.8,22.0,0
3893.0,38.2,39.7,1
3661.0,81.1,30.3,0
3895.0,72.3,38.3,0
2381.0,54.8,0.0,1
681.0,49.1,0.0,1
3459.0,40.8,6.1,1
2610.0,86.8,0.0,0
2613.0,42.8,29.3,1
1902.0,49.3,0.0,1
2459.0,73.0,39.1,0
953.0,74.1,0.0,0
3063.0,43.8,12.9,1
670.0,79.8,27.6,0
3027.0,63.1,0.0,1
3456.0,81.7,5.1,0
2101.0,39.8,0.0,1
2235.0,37.4,12.7,1
1524.0,70.0,36.5,0
3890.0,43.3,0.0,1
3039.0,63.9,0.0,1
1728.0,35.8,0.0,1
1029.0,77.9,0.0,0
1190.0,84.5,17.6,0
2070.0,81.1,0.0,0
3793.0,87.7,16.3,0
3043.0,84.7,29.9,0
1175.0,59.4,16.8,0
3494.0,56.9,11.2,1
1762.0,84.3,0.0,0
3466.0,86.0,29.0,0
1270.0,88.5,23.1,0
2627.0,77.3,27.5,0
3736.0,46.1,0.0,1
1328.0,87.0,0.0,0
2895.0,87.1,27.7,0
3954.0,71.6,25.1,0
942.0,82.2,0.0,0
718.0,65.9,23.8,0
2827.0,86.9,0.0,0
1623.0,40.2,28.3,1
656.0,82.5,0.0,0
2111.0,38.1,0.0,1
3114.0,53.7,0.0,1
1426.0,42.4,0.0,1
1606.0,61.4,0.0,1
3445.0,47.8,0.0,1
2272.0,87.4,0.0,0
3434.0,65.8,30.9,0
2007.0,84.4,39.9,0
3831.0,50.3,6.4,1
2743.0,36.4,0.0,1
817.0,77.7,0.0,0
3586.0,73.6,19.5,0
2161.0,65.0,27.3,0
910.0,79.8,25.5,0
950.0,81.2,32.6,0
2875.0,67.3,7.5,0
571.0,88.1,20.4,0
1432.0,74.6,0.0,0
903.0,72.2,17.7,0
1988.0,54.9,22.6,0
1892.0,35.1,5.8,1
2279.0,48.3,0.0,1
1407.0,77.0,0.0,0
515.0,74.0,0.0,0
2612.0,53.2,0.0,1
1745.0,69.4,26.4,0
2745.0,45.7,35.8,0
791.0,49.5,0.0,1
450.0,87.1,13.4,0
1294.0,57.7,0.0,1
2044.0,48.5,34.9,0
1819.0,61.8,0.0,0
3317.0,56.3,17.1,0
1760.0,75.1,10.5,0
2310.0,87.9,29.3,0
2537.0,67.5,14.8,0
479.0,67.5,0.0,0
2254.0,55.1,22.6,0
1641.0,66.1,0.0,0
1917.0,52.6,0.0,1
761.0,35.1,30.3,1
3218.0,82.6,21.2,0
3793.0,58.6,19.1,0
480.0,62.1,0.0,0
2565.0,39.6,10.1,1
3150.0,81.0,0.0,0
1425.0,44.4,35.8,0
3235.0,57.6,8.6,1
2676.0,81.2,38.5,0
3745.0,60.2,8.8,0
3932.0,86.2,17.7,0
552.0,46.5,0.0,1
2002.0,74.3,34.3,0
2369.0,88.8,10.0,0
928.0,65.2,0.0,0
1611.0,73.1,0.0,0
3956.0,56.6,0.0,1
458.0,76.3,27.6,0
2029.0,85.0,33.7,0
3434.0,73.7,7.7,0
1566.0,86.5,0.0,0
2127.0,67.4,0.0,0
3921.0,66.7,36.5,0
2110.0,51.8,0.0,1
871.0,74.0,0.0,0
586.0,83.5,0.0,0
3803.0,70.5,0.0,0
1357.0,47.8,0.0,1
2215.0,64.9,5.1,0
727.0,76.6,0.0,0
1925.0,86.7,0.0,0
3748.0,43.6,26.8,1
2209.0,42.0,21.9,1
3896.0,57.7,28.7,0
1332.0,41.9,20.7,1
2216.0,88.9,6.5,0
3494.0,58.3,12.9,0
2014.0,64.3,39.7,0
1406.0,47.5,0.0,1
3480.0,59.7,16.4,0
1804.0,89.2,0.0,0
2311.0,61.9,0.0,1
3915.0,35.5,0.0,1
1071.0,48.3,0.0,1
1485.0,88.8,0.0,0
512.0,89.4,7.3,0
1811.0,46.6,0.0,1
1121.0,68.8,0.0,0
2848.0,39.2,0.0,1
1053.0,66.8,0.0,0
2829.0,41.9,39.5,0
1349.0,80.0,0.0,0
1679.0,86.7,0.0,0
1656.0,44.5,0.0,1
2980.0,60.4,0.0,1
2079.0,40.6,0.0,1
1701.0,53.7,0.0,1
3469.0,38.6,31.2,1
2459.0,49.6,22.0,0
1170.0,89.5,5.6,0
3640.0,37.5,0.0,1
1634.0,82.2,0.0,0
540.0,39.3,34.6,0
2181.0,64.1,0.0,0
846.0,59.9,9.1,0
1258.0,86.2,17.4,0
3090.0,45.9,0.0,1
871.0,44.9,0.0,1
3305.0,76.2,16.0,0
3773.0,74.9,37.7,0
2584.0,73.5,28.9,0
2957.0,36.4,0.0,1
2969.0,49.3,21.6,1
3974.0,81.2,0.0,0
1630.0,68.0,0.0,0
986.0,68.1,5.4,0
2269.0,51.3,36.8,0
2320.0,49.3,0.0,1
1040.0,87.1,0.0,0
2607.0,75.0,0.0,0
451.0,42.0,0.0,1
3740.0,86.6,0.0,0
1352.0,67.0,18.1,0
542.0,53.3,0.0,0
790.0,56.8,19.6,0
1265.0,74.9,0.0,0
1386.0,55.7,0.0,1
518.0,66.8,0.0,0
1406.0,74.1,0.0,0
1095.0,45.7,29.0,0
1763.0,86.9,31.5,0
1787.0,54.6,38.2,0
1620.0,58.1,0.0,1
1581.0,73.4,24.9,0
723.0,68.5,6.4,0
491.0,59.2,0.0,0
1128.0,70.7,17.8,0
3124.0,84.7,28.9,0
3967.0,79.0,34.1,0
3743.0,80.3,14.0,0
2215.0,49.2,31.2,0
2315.0,58.1,0.0,1
1532.0,65.5,5.2,0
3186.0,37.4,6.9,1
3153.0,77.3,0.0,0
3439.0,52.8,22.4,0
3624.0,50.5,14.5,1
1964.0,49.3,0.0,1
3161.0,50.6,24.9,1
3303.0,53.6,33.6,0
1510.0,68.3,7.4,0
3745.0,67.1,30.8,0
740.0,49.1,0.0,1
3979.0,46.4,21.8,1
3172.0,80.4,6.7,0
736.0,40.1,37.3,0
2762.0,63.2,0.0,1
523.0,63.6,0.0,0
3173.0,66.6,35.2,0
3277.0,83.7,0.0,0
2569.0,69.3,0.0,0
3485.0,88.5,34.0,0
752.0,82.9,9.4,0
1393.0,46.8,31.6,0
1891.0,48.3,16.5,1
553.0,54.0,35.4,0
2014.0,56.5,0.0,1
1355.0,65.4,6.9,0
1814.0,47.8,19.5,1
1930.0,47.2,31.5,0
3566.0,56.0,0.0,1
1373.0,72.0,0.0,0
3617.0,72.8,6.2,0
1933.0,88.7,11.2,0
1580.0,46.1,24.7,0
2209.0,56.6,18.5,0
1904.0,88.1,28.8,0
1327.0,73.0,0.0,0
2210.0,67.6,28.1,0
946.0,64.7,19.6,0
1667.0,39.2,0.0,1
2437.0,84.1,0.0,0
1888.0,69.4,28.6,0
3366.0,66.4,33.1,0
1324.0,64.7,0.0,0
3891.0,56.6,0.0,1
3225.0,49.0,0.0,1
3883.0,76.5,31.2,0
3417.0,63.0,35.9,0
912.0,36.9,0.0,1
2295.0,57.0,9.1,1
1012.0,86.1,0.0,0
3346.0,55.6,0.0,1
2503.0,57.7,0.0,1
1348.0,69.3,28.9,0
3747.0,79.1,21.9,0
815.0,71.8,0.0,0
2430.0,81.8,28.9,0
2996.0,41.3,28.1,1
612.0,85.9,25.4,0
2552.0,84.7,23.5,0
3337.0,63.6,29.7,0
643.0,69.4,0.0,0
2244.0,46.7,0.0,1
1331.0,59.6,23.8,0
2787.0,46.1,30.3,1
827.0,36.2,15.5,1
3773.0,88.9,9.9,0
3621.0,49.3,36.9,0
1070.0,67.6,35.2,0
1564.0,51.5,26.6,0
2515.0,55.4,0.0,1
2985.0,56.9,38.9,0
1994.0,53.4,24.9,0
963.0,70.1,0.0,0
775.0,87.9,0.0,0
3999.0,58.6,37.0,0
2039.0,88.5,29.2,0
3541.0,71.7,0.0,0
2137.0,68.4,0.0,0
3720.0,48.0,0.0,1
716.0,38.5,0.0,1
810.0,81.9,39.6,0
3747.0,66.6,30.3,0
3811.0,57.8,33.9,0
1533.0,79.7,0.0,0
1679.0,52.1,0.0,1
2029.0,78.1,0.0,0
1898.0,53.0,18.5,0
1084.0,85.6,35.4,0
3634.0,49.7,0.0,1
1312.0,42.6,34.0,0
2939.0,73.4,0.0,0
642.0,44.0,0.0,1
540.0,87.2,15.4,0
2753.0,71.1,0.0,0
1620.0,47.7,9.0,1
2760.0,46.5,0.0,1
738.0,85.8,27.6,0
3819.0,68.4,0.0,0
3095.0,84.2,0.0,0
3555.0,41.1,0.0,1
891.0,85.9,20.9,0
1553.0,63.6,39.8,0
1726.0,71.8,35.2,0
2334.0,55.5,0.0,1
1469.0,38.3,0.0,1
618.0,87.7,0.0,0
1728.0,89.7,8.5,0
1316.0,55.1,0.0,1
1789.0,86.9,0.0,0
1109.0,44.2,6.9,1
1343.0,43.5,12.0,1
2657.0,39.0,0.0,1
1797.0,56.5,0.0,1
1643.0,37.9,0.0,1
2322.0,56.7,21.9,0
3179.0,42.6,0.0,1
1764.0,75.2,16.0,0
2515.0,80.8,0.0,0
3878.0,72.8,5.3,0
2279.0,46.0,9.3,1
3675.0,77.2,0.0,0
3257.0,48.7,0.0,1
611.0,76.8,0.0,0
1945.0,66.2,37.7,0
2914.0,55.2,32.6,0
3952.0,39.6,9.0,1
2050.0,80.5,0.0,0
734.0,86.7,0.0,0
2423.0,71.6,29.2,0
856.0,88.0,38.1,0
3105.0,86.4,7.7,0
2228.0,45.7,32.1,0
3004.0,75.2,7.7,0
3530.0,54.2,16.8,1
2664.0,61.8,31.3,0
2605.0,43.6,29.9,1
3116.0,88.6,5.1,0
3433.0,74.9,12.1,0
3529.0,49.7,0.0,1
531.0,55.4,9.4,0
2402.0,58.2,16.4,0
1179.0,76.1,0.0,0
3497.0,85.9,8.9,0
2734.0,52.7,0.0,1
1913.0,61.0,0.0,0
1077.0,67.6,0.0,0
1620.0,56.6,29.2,0
2934.0,62.7,7.0,0
1136.0,40.8,27.2,1
737.0,44.2,0.0,1
3597.0,57.1,34.2,0
3151.0,85.3,0.0,0
1119.0,54.2,0.0,1
1452.0,48.7,0.0,1
3899.0,75.9,33.8,0
2949.0,87.2,0.0,0
2598.0,60.3,18.3,0
1507.0,35.5,7.8,1
1477.0,72.8,0.0,0
542.0,57.8,13.8,0
3023.0,72.1,0.0,0
555.0,50.3,0.0,1
417.0,35.1,0.0,1
3026.0,53.9,10.0,1
3816.0,73.8,38.0,0
3123.0,56.6,29.7,0
2098.0,47.1,22.5,1
2150.0,60.5,0.0,1
1970.0,76.4,30.0,0
1569.0,41.6,0.0,1
2278.0,73.0,0.0,0
1952.0,71.7,13.6,0
2553.0,55.4,0.0,1
3633.0,88.4,0.0,0
3982.0,84.2,0.0,0
683.0,52.4,0.0,1
1785.0,36.7,21.8,1
1051.0,52.0,0.0,1
1668.0,46.3,37.8,0
1435.0,65.1,0.0,0
1028.0,85.5,36.1,0
3151.0,82.9,25.8,0
2187.0,51.8,23.3,0
3709.0,58.6,10.6,1
517.0,37.0,14.5,1
641.0,64.9,35.4,0
1852.0,38.5,32.3,1
689.0,86.6,0.0,0
1346.0,82.7,0.0,0
3950.0,46.8,33.7,1
1152.0,73.5,0.0,0
1113.0,66.2,0.0,0
2465.0,79.1,33.0,0
2193.0,61.2,0.0,1
2490.0,45.5,0.0,1
1756.0,70.2,12.9,0
3376.0,39.4,0.0,1
899.0,67.2,0.0,0
1942.0,46.7,0.0,1
2883.0,72.7,0.0,0
3526.0,80.5,0.0,0
1730.0,41.0,10.4,1
2444.0,57.0,0.0,1
649.0,75.3,0.0,0
1013.0,44.0,18.4,0
649.0,66.2,0.0,0
3020.0,72.0,0.0,0
1437.0,54.5,0.0,1
3005.0,80.8,0.0,0
639.0,63.1,0.0,0
3505.0,69.5,0.0,0
3408.0,42.7,39.4,1
720.0,36.3,13.6,1
486.0,37.8,7.4,1
603.0,84.7,0.0,0
3473.0,83.5,22.2,0
1245.0,79.4,17.1,0
2374.0,46.0,0.0,1
1934.0,63.9,7.3,0
3264.0,78.8,8.2,0
2160.0,72.1,0.0,0
2202.0,41.4,39.0,0
3961.0,84.3,0.0,0
940.0,43.8,0.0,1
3391.0,44.4,0.0,1
586.0,84.6,0.0,0
2120.0,61.7,36.7,0
3591.0,55.5,11.5,1
2795.0,65.5,0.0,0
2867.0,89.0,33.9,0
1348.0,41.6,9.2,1
1907.0,76.6,6.9,0
1720.0,53.4,38.8,0
2277.0,41.4,19.2,1
2064.0,58.2,28.0,0
1577.0,65.2,0.0,1
1500.0,46.3,12.7,1
1303.0,57.3,0.0,0
1714.0,70.0,0.0,0
940.0,66.7,0.0,0
3540.0,74.8,0.0,0
2568.0,81.0,32.3,0
882.0,57.5,24.3,0
2898.0,58.3,0.0,1
3452.0,62.3,26.7,0
1255.0,66.1,0.0,0
942.0,41.0,9.7,1
431.0,52.2,0.0,0
570.0,44.5,0.0,1
3144.0,56.2,37.7,0
3954.0,88.5,38.4,0
562.0,67.1,0.0,0
3093.0,58.6,0.0,1
659.0,66.1,0.0,0
2532.0,71.8,23.9,0
3122.0,58.9,0.0,1
1693.0,59.6,0.0,0
439.0,73.6,26.8,0
2543.0,38.3,38.0,1
3968.0,64.7,0.0,1
1327.0,65.1,5.4,0
1082.0,76.6,0.0,0
846.0,89.0,0.0,0
2399.0,78.8,23.8,0
2547.0,62.7,0.0,1
3252.0,44.3,0.0,1
3111.0,67.4,6.3,0
3613.0,80.9,13.3,0
3301.0,86.3,15.5,0
1290.0,80.4,37.0,0
2401.0,45.4,0.0,1
1471.0,74.2,29.8,0
1587.0,83.4,0.0,0
3755.0,72.5,18.7,0
2855.0,72.7,0.0,0
3909.0,62.5,0.0,1
1901.0,70.0,0.0,0
2335.0,51.2,37.9,0
2154.0,39.9,0.0,1
786.0,80.5,29.4,0
1252.0,86.9,33.9,0
2299.0,82.1,36.7,0
643.0,53.4,0.0,0
3753.0,40.1,0.0,1
846.0,50.4,26.3,0
1113.0,81.4,22.8,0
3155.0,71.1,0.0,0
749.0,88.2,13.4,0
3641.0,53.8,0.0,1
3013.0,65.3,0.0,1
647.0,78.5,0.0,0
2891.0,47.9,0.0,1
2674.0,88.0,0.0,0
3126.0,67.6,6.3,0
3382.0,35.4,0.0,1
2986.0,36.4,35.7,1
2510.0,83.5,26.9,0
1561.0,70.5,36.2,0
2910.0,77.0,0.0,0
3845.0,78.1,22.7,0
2515.0,58.1,0.0,1
2792.0,78.9,31.7,0
1974.0,86.6,0.0,0
3122.0,44.5,5.8,1
3992.0,77.0,0.0,0
977.0,51.9,32.5,0
1129.0,52.7,0.0,1
2342.0,57.7,0.0,1
2133.0,82.5,12.2,0
2458.0,36.2,0.0,1
577.0,58.9,10.7,0
1855.0,72.4,12.4,0
2499.0,41.1,34.6,1
2507.0,78.6,17.7,0
2766.0,86.8,33.5,0
2993.0,40.0,21.6,1
2710.0,43.4,0.0,1
3245.0,88.6,17.7,0
2649.0,45.9,10.5,1
2335.0,39.3,0.0,1
2582.0,87.4,0.0,0
764.0,84.1,0.0,0
1383.0,71.1,32.2,0
2299.0,65.3,0.0,0
3543.0,85.6,32.2,0
2845.0,71.1,24.9,0
725.0,71.2,30.0,0
2532.0,81.4,0.0,0
1198.0,70.9,7.5,0
3042.0,62.7,29.7,0
3379.0,56.4,0.0,1
2536.0,62.7,0.0,1
2529.0,63.7,0.0,1
1619.0,54.8,6.8,1
2007.0,59.6,0.0,1
3511.0,79.1,0.0,0
3004.0,57.9,0.0,1
2271.0,36.4,0.0,1
1726.0,50.6,0.0,1
581.0,47.7,31.0,0
915.0,78.6,0.0,0
1095.0,59.7,27.9,0
1744.0,50.4,0.0,1
3799.0,79.6,0.0,0
2219.0,36.1,19.4,1
1245.0,44.6,16.4,1
781.0,80.5,7.9,0
1618.0,65.3,0.0,0
3337.0,77.6,33.1,0
1780.0,81.1,38.1,0
3181.0,86.8,0.0,0
3290.0,38.5,12.2,1
799.0,79.0,0.0,0
2591.0,74.0,0.0,0
3853.0,46.4,11.2,1
1848.0,86.2,25.4,0
583.0,57.2,17.7,0
3724.0,83.8,38.0,0
3581.0,68.3,0.0,0
2280.0,64.0,34.2,0
2388.0,43.8,36.4,0
1162.0,85.3,0.0,0
3350.0,65.6,0.0,1
2195.0,35.3,14.1,1
522.0,36.0,0.0,1
2859.0,77.8,7.7,0
3822.0,43.9,0.0,1
3385.0,67.9,39.2,0
1398.0,72.5,32.2,0
592.0,50.4,31.1,0
3785.0,66.3,10.6,0
3773.0,48.2,0.0,1
2317.0,87.0,34.4,0
2712.0,82.3,16.5,0
2065.0,50.8,11.7,1
1911.0,64.1,5.4,0
830.0,62.5,26.8,0
748.0,87.8,15.3,0
1238.0,56.7,35.2,0
3412.0,65.9,14.9,0
925.0,86.1,10.3,0
1216.0,44.0,0.0,1
2375.0,65.3,0.0,0
1174.0,40.8,29.0,0
988.0,69.0,0.0,0
2428.0,55.1,0.0,1
1725.0,88.2,0.0,0
2654.0,57.8,12.1,0
3684.0,42.5,21.8,1
944.0,80.9,32.7,0
3688.0,80.1,34.6,0
3649.0,73.2,5.1,0
3385.0,76.2,0.0,0
2673.0,49.6,0.0,1
2633.0,70.3,0.0,0
2701.0,37.1,0.0,1
2886.0,45.8,18.6,1
459.0,86.3,0.0,0
3849.0,75.7,20.7,0
2508.0,47.7,20.6,1
3213.0,41.1,0.0,1
1758.0,87.2,21.3,0
445.0,41.2,23.1,0
2235.0,49.1,6.0,1
2226.0,45.0,6.9,1
1973.0,35.4,18.0,1
1623.0,52.3,36.0,0
1299.0,88.6,32.7,0
2299.0,53.8,0.0,1
1751.0,62.7,22.3,0
3892.0,76.0,26.2,0
1023.0,65.3,0.0,0
1551.0,75.9,0.0,0
1458.0,71.4,0.0,0
2356.0,68.5,0.0,0
2197.0,70.7,0.0,0
2717.0,79.0,0.0,0
3820.0,74.1,24.7,0
1427.0,78.5,10.8,0
2894.0,43.0,27.3,1
490.0,72.3,0.0,0
1345.0,75.5,30.9,0
2069.0,51.5,0.0,1
512.0,83.1,0.0,0
2624.0,51.8,39.6,0
2842.0,48.4,34.0,0
3088.0,82.7,23.9,0
2260.0,48.6,39.7,0
2574.0,57.9,34.1,0
1826.0,55.2,9.8,1
549.0,84.4,25.7,0
760.0,60.0,0.0,0
2758.0,73.2,0.0,0
3984.0,78.7,37.9,0
457.0,69.5,22.2,0
2407.0,86.9,0.0,0
3104.0,79.1,0.0,0
3376.0,57.0,0.0,1
2363.0,87.3,0.0,0
2632.0,63.9,0.0,0
2908.0,36.2,15.6,1
3492.0,49.3,0.0,1
840.0,69.2,0.0,0
3734.0,43.6,0.0,1
494.0,67.1,9.7,0
3410.0,54.9,0.0,1
676.0,64.4,0.0,0
1101.0,35.1,8.8,1
414.0,81.7,29.4,0
2003.0,54.9,0.0,1
1604.0,42.7,10.4,1
998.0,59.1,0.0,0
2024.0,61.7,6.5,0
1849.0,70.1,0.0,0
3164.0,63.9,20.1,0
3615.0,37.4,17.8,1
2749.0,82.9,24.1,0
848.0,60.1,39.8,0
1463.0,39.2,0.0,1
3688.0,77.5,25.2,0
719.0,71.3,0.0,0
1865.0,70.7,0.0,0
3793.0,58.5,32.3,0
3822.0,57.6,24.2,0
1880.0,64.5,27.3,0
2803.0,37.8,37.6,1
2044.0,51.4,5.0,1
3112.0,89.3,36.5,0
514.0,71.4,22.4,0
919.0,58.0,26.2,0
2611.0,47.2,0.0,1
1237.0,76.0,14.1,0
2798.0,49.3,7.3,1
1664.0,43.9,38.1,0
3592.0,43.5,0.0,1
3349.0,75.1,0.0,0
2174.0,70.4,0.0,0
3182.0,38.8,0.0,1
1376.0,41.3,16.8,1
2179.0,69.9,0.0,0
1111.0,66.4,0.0,0
3499.0,72.7,37.8,0
3363.0,44.8,0.0,1
3648.0,75.0,0.0,0
3559.0,86.5,17.2,0
3855.0,68.1,26.4,0
1222.0,45.8,26.4,0
3755.0,72.4,28.9,0
2456.0,53.9,23.7,0
1921.0,37.7,0.0,1
2417.0,51.6,7.7,1
1633.0,84.8,39.1,0
1439.0,57.6,31.1,0
1269.0,82.6,0.0,0
697.0,63.0,0.0,0
2188.0,63.4,0.0,1
3596.0,35.3,16.3,1
2669.0,70.0,36.8,0
2276.0,40.9,0.0,1
1943.0,61.3,29.3,0
2072.0,49.3,11.1,1
1153.0,56.6,8.7,0
3363.0,64.5,0.0,1
1114.0,35.8,23.5,1
2980.0,50.7,34.6,0
3136.0,89.4,40.0,0
2470.0,38.2,26.8,1
3507.0,52.6,23.7,1
1448.0,52.7,0.0,1
3574.0,55.9,7.2,1
3026.0,72.7,0.0,0
3275.0,48.6,31.5,0
2792.0,60.3,23.5,0
3447.0,70.5,5.8,0
3975.0,52.7,12.1,1
1913.0,87.2,0.0,0
3330.0,88.9,0.0,0
3080.0,41.6,27.3,1
2030.0,53.9,0.0,1
3737.0,46.4,0.0,1
1820.0,45.3,32.3,0
2436.0,62.0,0.0,0
781.0,66.0,0.0,0
1213.0,58.4,0.0,0
3427.0,50.0,16.5,1
1828.0,50.3,0.0,1
1819.0,89.6,20.9,0
1286.0,85.8,13.5,0
2170.0,39.2,0.0,1
3301.0,71.1,0.0,0
3623.0,60.1,0.0,1
652.0,72.9,38.8,0
2469.0,67.8,0.0,0
2082.0,83.9,0.0,0
2611.0,38.7,0.0,1
2010.0,54.2,0.0,1
1835.0,89.2,39.8,0
2099.0,45.0,0.0,1
2495.0,42.0,23.6,1
2204.0,75.1,0.0,0
2100.0,77.8,37.0,0
3344.0,72.0,27.5,0
3084.0,77.7,0.0,0
1629.0,73.2,15.5,0
3282.0,42.5,25.7,1
3473.0,68.5,31.2,0
953.0,77.7,23.0,0
2498.0,82.6,32.3,0
1427.0,48.5,0.0,1
3061.0,42.0,16.7,1
1260.0,78.0,0.0,0
2817.0,49.1,16.3,1
1318.0,36.8,26.8,1
2240.0,80.4,23.2,0
3815.0,62.8,37.8,0
1773.0,53.0,0.0,1
3553.0,35.6,15.5,1
3953.0,36.9,0.0,1
3549.0,78.6,28.3,0
997.0,61.9,24.0,0
3351.0,43.2,0.0,1
516.0,54.7,19.4,0
1816.0,44.1,0.0,1
3535.0,41.2,28.5,1
2880.0,50.2,37.5,0
2318.0,65.2,39.0,0
1796.0,46.6,24.1,0
3324.0,53.9,0.0,1
2954.0,61.3,0.0,1
2086.0,58.1,0.0,0
3613.0,42.1,0.0,1
1228.0,37.1,0.0,1
1013.0,37.0,38.0,0
2714.0,54.3,28.1,0
3899.0,74.5,0.0,0
1290.0,42.2,19.9,1
1299.0,78.3,21.6,0
902.0,74.4,0.0,0
3498.0,35.2,32.2,1
1215.0,36.5,0.0,1
2211.0,45.7,19.3,1
3967.0,38.1,31.9,1
444.0,64.2,0.0,0
2403.0,37.2,0.0,1
2244.0,79.1,14.3,0
3307.0,62.1,0.0,1
1679.0,75.0,12.8,0
1877.0,76.3,5.9,0
1005.0,62.9,0.0,0
3067.0,85.9,27.7,0
3225.0,89.5,19.6,0
892.0,54.8,0.0,1
1816.0,41.9,39.5,0
3614.0,55.0,0.0,1
410.0,47.3,32.9,0
1476.0,64.2,0.0,0
2398.0,55.8,0.0,1
1603.0,61.4,33.8,0
1379.0,77.0,14.4,0
2056.0,50.1,0.0,1
1053.0,64.6,28.9,0
2307.0,53.4,20.5,0
2944.0,78.2,0.0,0
2471.0,70.2,15.7,0
735.0,35.5,21.9,1
3440.0,71.3,39.7,0
1030.0,44.4,11.3,1
3153.0,74.8,10.2,0
1698.0,66.2,10.0,0
3218.0,57.1,39.9,0
1143.0,73.2,0.0,0
1072.0,82.1,0.0,0
2189.0,77.8,29.3,0
519.0,65.0,31.6,0
1211.0,74.7,0.0,0
3006.0,57.8,0.0,1
3415.0,78.4,0.0,0
691.0,80.6,26.7,0
3575.0,42.6,26.2,1
3271.0,48.1,16.2,1
3531.0,49.8,0.0,1
2914.0,44.1,24.4,1
2827.0,56.6,0.0,1
2290.0,45.6,0.0,1
2750.0,67.8,0.0,0
3709.0,40.6,36.4,1
762.0,49.8,13.8,0
1537.0,71.6,0.0,0
661.0,56.9,0.0,0
3801.0,58.2,39.4,0
2003.0,78.9,0.0,0
2831.0,89.1,0.0,0
3428.0,66.1,0.0,1
3968.0,39.3,0.0,1
982.0,40.7,0.0,1
3278.0,88.3,14.2,0
3595.0,72.4,0.0,0
576.0,76.4,0.0,0
3115.0,72.2,31.9,0
1677.0,44.9,0.0,1
2735.0,59.7,24.6,0
2251.0,78.9,0.0,0
1335.0,82.6,17.0,0
887.0,48.1,0.0,1
821.0,67.8,28.8,0
772.0,43.6,25.1,0
2696.0,87.7,39.7,0
1665.0,48.9,21.4,0
1180.0,75.0,0.0,0
2891.0,47.7,0.0,1
2873.0,68.9,14.1,0
2341.0,71.3,16.6,0
3766.0,53.1,0.0,1
1787.0,80.0,18.7,0
3409.0,83.7,28.8,0
671.0,82.0,24.8,0
3063.0,53.2,36.1,0
3958.0,75.9,31.5,0
3448.0,65.8,0.0,1
2487.0,67.6,17.4,0
2656.0,61.3,0.0,1
1672.0,68.0,0.0,0
2846.0,42.5,22.6,1
3173.0,57.5,16.1,0
3994.0,44.8,0.0,1
2173.0,50.4,39.9,0
621.0,42.0,0.0,1
2545.0,46.7,0.0,1
828.0,78.0,12.0,0
1281.0,65.2,39.6,0
1584.0,36.3,27.1,1
3032.0,78.4,0.0,0
1062.0,85.0,6.5,0
997.0,83.4,0.0,0
562.0,80.3,28.7,0
3544.0,89.6,0.0,0
2897.0,67.3,11.2,0
544.0,87.9,0.0,0
502.0,87.2,0.0,0
2411.0,52.2,0.0,1
1417.0,82.5,33.0,0
2548.0,78.6,37.3,0
1965.0,77.7,28.6,0
3724.0,84.3,0.0,0
1436.0,56.1,0.0,1
2845.0,57.0,9.3,1
595.0,70.2,0.0,0
