x_km,y_km,thickness_ft,fault_density,lateral_ft,proppant_lbft,eur_mboe
11.68,8.6,45.5,0.626,7280.0,1123.0,145.7
14.7,3.44,41.8,0.451,7104.0,1955.0,332.9
5.92,9.09,54.3,0.208,8663.0,1882.0,340.6
7.43,7.56,58.8,0.233,6688.0,1917.0,321.9
8.1,9.45,51.2,0.25,5848.0,1758.0,196.9
15.2,3.01,41.3,0.4,10769.0,2188.0,398.7
15.45,7.57,41.0,0.983,9857.0,2588.0,753.8
4.14,1.84,56.0,0.2,10751.0,1441.0,340.3
18.83,4.37,40.1,0.37,6307.0,1518.0,294.2
2.41,8.69,50.3,0.2,5107.0,1517.0,219.5
17.92,7.58,40.2,0.693,7624.0,2221.0,238.8
2.01,2.25,51.4,0.2,10602.0,1557.0,408.8
5.29,10.3,49.6,0.203,5830.0,2083.0,270.3
16.93,0.64,40.2,0.232,5703.0,1713.0,272.8
3.59,7.14,57.7,0.201,5414.0,1972.0,297.9
8.27,11.81,44.5,0.229,9590.0,2326.0,386.8
9.0,6.38,57.4,0.293,9716.0,1822.0,371.6
4.91,9.61,51.8,0.202,9172.0,1760.0,417.7
14.2,7.14,42.3,0.941,5320.0,1427.0,97.3
17.03,9.4,40.2,0.771,9340.0,1825.0,269.4
17.49,7.87,40.2,0.766,7692.0,1420.0,661.2
6.79,8.29,57.1,0.219,5947.0,2350.0,182.9
10.62,2.73,50.4,0.259,6771.0,1622.0,273.4
4.97,8.9,54.5,0.203,8007.0,1207.0,308.8
4.9,2.85,60.6,0.201,6978.0,1384.0,292.4
3.23,11.77,44.2,0.2,10818.0,1855.0,337.3
18.8,2.73,40.1,0.277,7848.0,2466.0,274.5
17.76,2.84,40.2,0.319,7233.0,1481.0,197.5
15.55,10.3,40.5,0.786,9039.0,1423.0,253.2
10.35,2.92,51.5,0.257,8903.0,1650.0,299.4
9.81,4.33,55.2,0.285,5015.0,2548.0,414.5
10.59,8.58,48.1,0.467,8711.0,2352.0,310.3
10.73,1.9,48.6,0.237,6463.0,1239.0,248.8
8.69,1.91,54.3,0.211,7251.0,1982.0,279.7
2.64,5.84,56.7,0.2,9238.0,2267.0,511.6
2.51,2.92,54.4,0.2,8344.0,2229.0,432.5
19.04,2.83,40.1,0.273,7212.0,1782.0,246.4
9.64,0.11,47.2,0.205,6004.0,2171.0,201.8
19.06,4.45,40.1,0.358,8033.0,1934.0,204.8
3.27,3.82,58.6,0.2,6916.0,1322.0,402.4
11.09,0.37,45.2,0.214,10478.0,1090.0,248.4
4.15,7.45,58.3,0.201,8206.0,1591.0,398.6
5.06,7.52,59.6,0.203,10196.0,1099.0,312.0
0.6,0.85,45.3,0.2,7341.0,1632.0,307.6
2.38,3.8,55.4,0.2,9965.0,2326.0,389.8
18.34,10.47,40.1,0.507,5339.0,2351.0,138.5
6.43,6.99,61.8,0.213,6789.0,1055.0,239.9
12.16,4.94,47.0,0.504,5469.0,1111.0,145.1
9.3,5.58,57.2,0.295,5190.0,2072.0,283.9
8.01,2.5,57.7,0.21,10513.0,1800.0,449.0
10.64,9.74,45.8,0.435,9301.0,1239.0,197.2
3.74,10.97,46.4,0.2,8751.0,2289.0,333.1
19.77,10.93,40.0,0.34,8195.0,1346.0,167.3
16.37,2.69,40.6,0.35,8417.0,1125.0,254.4
14.83,3.73,41.8,0.49,8832.0,2199.0,368.2
9.38,1.93,52.5,0.218,9959.0,1973.0,395.6
3.06,3.69,57.7,0.2,8581.0,1631.0,383.8
18.41,3.99,40.1,0.372,9491.0,2108.0,462.0
6.83,7.6,59.5,0.219,6686.0,2458.0,342.7
1.0,2.28,48.5,0.2,10861.0,1055.0,263.5
6.85,11.03,47.3,0.212,5191.0,2004.0,240.3
15.89,1.24,40.6,0.26,7319.0,1349.0,163.1
12.45,0.08,42.8,0.217,10292.0,1759.0,306.3
15.02,10.26,40.7,0.802,6083.0,1678.0,138.3
15.87,8.45,40.7,0.958,5848.0,1624.0,118.4
4.24,4.26,62.1,0.201,7193.0,1305.0,299.6
18.48,7.15,40.1,0.593,7569.0,2284.0,330.0
8.76,2.68,56.2,0.219,10600.0,1607.0,521.5
12.78,2.02,44.0,0.283,10017.0,2420.0,439.7
0.05,5.65,47.6,0.2,7785.0,1567.0,292.3
19.87,4.24,40.0,0.298,10838.0,2344.0,320.5
5.62,7.38,60.6,0.206,8854.0,1871.0,257.4
1.24,2.62,49.7,0.2,10242.0,1617.0,387.2
9.17,7.96,53.4,0.321,6476.0,2126.0,166.8
2.58,9.2,49.4,0.2,7934.0,2259.0,224.9
3.05,2.0,53.8,0.2,5178.0,1772.0,226.1
12.65,0.53,42.9,0.226,5053.0,1681.0,188.5
7.86,5.28,62.2,0.231,9233.0,1924.0,399.5
18.44,9.29,40.1,0.578,5710.0,1936.0,307.4
6.38,7.81,59.1,0.213,8287.0,1681.0,401.3
14.52,8.42,41.5,0.982,9176.0,2212.0,238.9
9.22,4.83,57.7,0.272,5193.0,1640.0,328.6
13.2,2.82,43.8,0.35,7692.0,1725.0,374.6
11.99,6.38,47.1,0.619,9105.0,1969.0,373.1
9.46,2.45,53.5,0.226,10338.0,2579.0,390.5
19.0,8.71,40.1,0.52,6795.0,1417.0,159.3
6.85,2.36,59.4,0.203,10845.0,1371.0,319.2
3.54,3.5,59.0,0.2,10067.0,1283.0,385.3
13.56,6.08,43.6,0.781,8904.0,2103.0,181.8
16.92,5.84,40.5,0.703,7352.0,1719.0,186.5
0.81,7.21,48.6,0.2,9267.0,1622.0,342.7
8.99,5.25,58.5,0.271,9897.0,1327.0,244.6
17.85,11.03,40.1,0.506,6820.0,2426.0,155.2
14.99,10.08,40.7,0.829,10957.0,1709.0,229.8
19.84,10.55,40.0,0.352,10452.0,1972.0,304.3
10.63,7.55,49.8,0.474,7913.0,1180.0,217.3
13.2,7.62,43.5,0.863,9337.0,1173.0,208.1
6.05,7.31,60.9,0.209,8144.0,1108.0,279.2
18.95,5.22,40.1,0.419,9566.0,1588.0,176.2
7.33,3.87,62.6,0.212,9962.0,1757.0,409.3
14.77,7.1,41.7,0.963,5139.0,1391.0,131.2
8.06,0.31,50.4,0.202,5475.0,1559.0,205.5
11.24,0.09,44.5,0.211,7019.0,1010.0,206.2
14.4,10.22,41.0,0.796,10506.0,1562.0,324.2
10.18,0.56,47.2,0.21,7390.0,1191.0,270.9
18.14,6.3,40.2,0.594,10325.0,1205.0,199.4
8.39,7.38,57.1,0.269,7775.0,1007.0,196.1
12.94,2.38,44.0,0.309,6733.0,2114.0,332.8
6.85,10.75,48.1,0.213,10404.0,2490.0,442.7
8.16,2.28,56.7,0.21,8364.0,1994.0,310.3
8.8,10.61,46.7,0.265,7163.0,1154.0,237.9
2.52,9.16,49.4,0.2,5266.0,2583.0,305.2
1.83,2.89,52.1,0.2,5666.0,2561.0,387.3
13.35,1.81,42.9,0.282,5836.0,1749.0,213.1
13.11,3.79,44.4,0.446,7189.0,1173.0,283.2
13.26,4.78,44.3,0.579,8644.0,2153.0,193.3
0.4,2.95,47.6,0.2,6846.0,2538.0,290.7
6.53,11.99,44.9,0.206,5393.0,2246.0,204.1
3.96,2.76,58.4,0.2,6589.0,1999.0,342.3
15.56,9.97,40.5,0.834,7452.0,1977.0,445.3
17.21,1.91,40.3,0.278,10954.0,2565.0,378.2
4.93,11.76,45.2,0.201,7358.0,1117.0,183.8
13.36,2.71,43.5,0.345,5535.0,1239.0,124.8
2.59,5.06,57.0,0.2,8487.0,2329.0,557.0
5.5,6.7,62.5,0.205,10518.0,1232.0,465.3
2.77,1.44,51.6,0.2,9720.0,1613.0,391.0
5.67,9.8,51.5,0.205,10017.0,1450.0,329.7
13.49,3.3,43.5,0.406,10569.0,1390.0,319.2
18.21,6.59,40.2,0.605,8819.0,1041.0,146.9
4.05,6.6,60.2,0.201,10970.0,1906.0,526.8
10.84,7.23,49.7,0.496,5200.0,1642.0,139.7
14.03,0.67,41.6,0.238,10009.0,1883.0,287.3
19.06,2.02,40.1,0.244,10142.0,1487.0,242.3
12.2,1.93,45.1,0.267,10500.0,2506.0,186.8
5.1,3.62,62.8,0.201,7869.0,1946.0,367.5
12.51,1.74,44.3,0.264,9727.0,2538.0,292.6
6.41,11.06,47.3,0.208,6170.0,1560.0,216.1
19.52,6.16,40.1,0.413,8619.0,1004.0,207.0
7.99,7.48,57.8,0.252,7152.0,2250.0,512.5
13.71,4.29,43.4,0.539,8577.0,2324.0,324.0
0.46,3.31,48.2,0.2,9053.0,1094.0,294.5
8.0,6.04,61.1,0.243,7082.0,2001.0,391.8
17.5,3.53,40.3,0.386,6297.0,2058.0,263.7
12.2,4.12,46.8,0.425,6930.0,1233.0,247.2
8.88,5.43,58.8,0.269,8984.0,1884.0,426.5
18.72,6.07,40.1,0.502,9061.0,1389.0,297.0
17.08,11.81,40.1,0.481,9448.0,1026.0,106.6
6.44,2.68,60.8,0.203,5759.0,2387.0,480.2
10.89,5.86,51.0,0.443,9911.0,1787.0,567.0
9.8,1.79,51.0,0.221,9129.0,2251.0,394.0
12.64,4.2,45.6,0.463,5183.0,2157.0,133.8
6.68,8.61,56.0,0.217,7014.0,2590.0,449.9
4.88,2.09,58.1,0.2,7800.0,1701.0,300.7
18.25,6.98,40.1,0.619,7164.0,1684.0,250.6
18.48,5.0,40.1,0.448,5705.0,1451.0,116.2
16.87,0.62,40.3,0.232,6244.0,2000.0,334.5
19.56,11.2,40.0,0.343,5147.0,1778.0,117.8
14.9,4.96,41.8,0.679,5558.0,2166.0,195.4
15.29,9.41,40.7,0.913,6598.0,1570.0,67.9
15.25,5.0,41.4,0.683,9920.0,1209.0,240.8
9.61,11.25,44.4,0.289,8160.0,2380.0,274.7
9.13,3.49,56.7,0.238,7547.0,2325.0,461.5
4.8,4.95,63.8,0.201,8973.0,1562.0,377.9
12.9,9.11,42.9,0.785,8249.0,2105.0,419.9
5.79,4.12,64.3,0.203,5789.0,1788.0,249.8
5.16,4.37,64.1,0.202,6336.0,2218.0,334.0
11.72,11.94,41.7,0.386,6335.0,1624.0,186.6
8.2,6.67,59.4,0.256,8600.0,1857.0,433.6
4.38,8.27,56.0,0.202,7770.0,1093.0,304.9
16.32,7.72,40.6,0.923,7326.0,1280.0,258.4
17.21,9.94,40.2,0.695,8340.0,2251.0,283.6
3.35,10.34,47.6,0.2,10821.0,1611.0,410.1
0.15,6.76,47.2,0.2,6885.0,1056.0,179.8
6.72,3.53,62.9,0.206,8121.0,1268.0,375.0
15.95,0.27,40.4,0.228,7882.0,1659.0,332.7
16.78,7.37,40.4,0.856,9300.0,2149.0,127.4
2.77,9.91,47.9,0.2,9382.0,1582.0,353.4
15.49,5.41,41.2,0.743,9374.0,2192.0,372.4
2.31,1.98,51.7,0.2,6209.0,2373.0,382.4
7.8,3.46,60.7,0.214,7695.0,1546.0,397.9
19.97,6.12,40.0,0.366,9867.0,2281.0,317.5
3.85,10.04,49.2,0.201,7289.0,1203.0,266.3
3.08,2.06,54.1,0.2,10906.0,1664.0,360.5
8.46,7.35,57.0,0.272,7189.0,1156.0,250.9
12.39,9.04,43.7,0.716,7986.0,1084.0,122.9
18.66,11.23,40.0,0.413,7847.0,1103.0,299.3
19.62,1.4,40.0,0.222,7602.0,1168.0,222.8
1.39,11.12,43.5,0.2,10074.0,2337.0,295.9
2.76,7.22,55.0,0.2,5932.0,1870.0,285.4
15.81,9.2,40.6,0.912,8406.0,2516.0,447.6
5.41,0.65,53.1,0.2,8712.0,1861.0,431.6
17.7,6.07,40.3,0.635,10107.0,2006.0,207.6
13.27,7.47,43.5,0.867,8655.0,1295.0,55.9
2.24,3.68,54.7,0.2,10760.0,1865.0,468.4
16.65,5.18,40.6,0.642,10233.0,1616.0,198.1
3.53,6.65,58.6,0.2,7092.0,2490.0,415.9
8.47,6.63,58.7,0.267,10159.0,2494.0,600.4
11.04,0.5,45.5,0.215,10751.0,1318.0,398.0
10.02,5.27,54.6,0.333,6543.0,1992.0,447.5
13.72,2.57,42.8,0.342,8661.0,2021.0,390.6
13.05,11.0,41.4,0.593,6691.0,1900.0,388.3
19.84,11.72,40.0,0.301,8897.0,1199.0,317.2
19.99,3.6,40.0,0.268,5562.0,2046.0,264.8
10.33,2.1,50.1,0.234,9405.0,2279.0,377.1
1.9,2.63,51.9,0.2,7519.0,1552.0,224.6
14.56,5.73,42.1,0.795,8524.0,1823.0,711.5
19.53,10.49,40.0,0.381,5155.0,1186.0,148.5
6.37,6.0,64.1,0.21,9173.0,2489.0,630.8
9.22,0.66,49.4,0.206,7976.0,1175.0,234.9
8.5,0.48,50.3,0.203,8752.0,1333.0,362.9
1.03,2.73,49.2,0.2,6894.0,1478.0,155.9
13.45,10.11,41.6,0.746,5875.0,2321.0,170.3
7.07,7.46,59.7,0.224,7613.0,2121.0,366.1
15.75,6.76,40.9,0.912,10664.0,1011.0,287.1
16.64,3.83,40.5,0.462,6367.0,1294.0,244.6
16.42,11.15,40.2,0.611,9055.0,2200.0,187.1
8.33,3.97,60.1,0.228,5299.0,1646.0,295.3
6.43,10.02,50.7,0.211,9309.0,1042.0,372.5
14.98,10.75,40.6,0.725,6431.0,2542.0,551.5
16.03,5.8,40.9,0.777,7709.0,1242.0,262.6
9.83,10.73,45.1,0.319,7207.0,1817.0,225.9
17.86,3.32,40.2,0.351,5677.0,1397.0,122.2
2.88,7.9,53.6,0.2,7073.0,2180.0,459.3
17.58,1.06,40.2,0.238,7101.0,2243.0,282.6
1.92,5.69,54.1,0.2,8133.0,1636.0,326.0
3.07,2.61,55.5,0.2,10834.0,2054.0,333.0
10.68,0.75,46.6,0.215,7820.0,2455.0,260.3
1.35,0.04,45.4,0.2,10487.0,2304.0,429.0
1.06,3.9,50.6,0.2,7769.0,1664.0,318.3
0.01,7.07,46.6,0.2,5645.0,1706.0,145.7
8.73,5.46,59.4,0.263,6381.0,2419.0,386.0
15.49,3.62,41.2,0.472,7445.0,1055.0,119.2
0.7,11.89,42.0,0.2,6952.0,1036.0,249.1
13.05,11.27,41.3,0.557,10195.0,1329.0,281.7
16.46,1.51,40.4,0.268,9072.0,2324.0,269.4
3.36,4.98,59.8,0.2,8470.0,1245.0,412.5
2.94,7.79,54.1,0.2,7947.0,1456.0,330.7
17.22,8.8,40.2,0.788,7384.0,2007.0,383.4
16.46,4.4,40.6,0.545,8673.0,1295.0,231.8
10.78,8.96,46.9,0.483,5748.0,1485.0,207.4
16.38,1.49,40.5,0.268,5975.0,1747.0,181.7
1.86,3.98,53.6,0.2,6819.0,1365.0,278.4
7.89,8.6,54.4,0.247,6027.0,2588.0,434.1
14.76,7.51,41.6,0.987,9063.0,1262.0,171.5
5.15,10.05,50.4,0.203,5149.0,2360.0,273.3
15.05,0.56,40.8,0.237,5961.0,1752.0,163.1
10.08,2.09,50.8,0.23,10416.0,1207.0,218.4
15.01,0.58,40.9,0.238,10985.0,1190.0,292.1
9.29,2.31,53.7,0.222,7926.0,1800.0,353.5
7.36,0.05,50.4,0.201,7972.0,1566.0,289.1
4.38,6.05,62.1,0.201,9640.0,1375.0,301.8
4.17,6.34,61.1,0.201,5217.0,2534.0,320.3
15.03,7.89,41.2,0.999,7562.0,1741.0,240.9
2.38,4.62,56.1,0.2,5599.0,2486.0,244.7
1.72,0.04,46.0,0.2,7406.0,1262.0,180.7
3.53,8.09,54.8,0.201,10903.0,1294.0,367.6
3.51,0.65,50.8,0.2,9522.0,1954.0,421.7
16.46,10.39,40.2,0.717,10910.0,1432.0,318.5
7.97,0.27,50.4,0.202,9476.0,1296.0,267.1
19.81,6.37,40.0,0.391,8649.0,1151.0,226.5
2.74,10.74,45.9,0.2,9525.0,1122.0,328.2
13.07,6.87,44.2,0.806,8955.0,2205.0,176.2
8.97,7.3,55.6,0.304,7784.0,1451.0,311.0
7.86,8.18,55.9,0.247,6755.0,2565.0,451.1
17.5,1.47,40.2,0.253,8121.0,1293.0,168.4
19.51,8.1,40.0,0.458,6551.0,1567.0,270.6
17.46,10.56,40.1,0.597,7920.0,1600.0,387.9
3.85,11.69,44.8,0.2,5877.0,1800.0,206.9
4.42,5.32,62.9,0.201,8392.0,2393.0,416.7
13.12,4.13,44.5,0.487,6472.0,2336.0,332.6
5.78,9.04,54.5,0.207,6762.0,1016.0,231.7
14.69,6.51,41.9,0.904,7994.0,1655.0,75.1
11.33,3.09,48.6,0.299,5975.0,2325.0,249.9
11.02,2.07,48.1,0.247,10774.0,1000.0,336.8
16.57,2.04,40.5,0.297,7682.0,1854.0,285.8
14.21,5.51,42.6,0.748,7114.0,1415.0,141.2
0.53,2.04,46.9,0.2,5175.0,1660.0,188.4
0.99,0.24,45.1,0.2,10060.0,1672.0,394.5
12.03,0.63,43.9,0.224,8755.0,1627.0,276.8
9.72,11.16,44.4,0.298,7498.0,2427.0,199.4
5.2,0.88,53.9,0.2,6473.0,1858.0,361.9
8.37,0.88,51.8,0.204,9471.0,2446.0,390.0
15.16,5.41,41.5,0.751,10673.0,2163.0,490.0
16.53,2.94,40.5,0.369,7285.0,1562.0,149.6
11.22,11.55,42.4,0.38,5809.0,1790.0,190.4
7.71,10.93,47.0,0.226,5655.0,1624.0,234.6
5.41,4.86,64.7,0.203,5038.0,2326.0,296.5
10.44,5.38,52.9,0.372,9464.0,1300.0,238.1
6.29,4.5,64.7,0.206,10888.0,2498.0,356.9
11.28,0.45,45.0,0.216,10957.0,1929.0,496.1
13.53,3.51,43.5,0.432,9705.0,1979.0,335.2
1.32,1.47,48.0,0.2,5973.0,1827.0,296.1
0.02,1.23,44.7,0.2,10866.0,1887.0,430.2
4.25,6.73,60.4,0.201,6967.0,2068.0,394.1
17.89,1.19,40.1,0.238,7002.0,2048.0,216.5
12.93,1.24,43.2,0.25,9124.0,1343.0,294.4
3.44,5.77,59.7,0.2,5294.0,1932.0,359.6
17.81,5.31,40.2,0.545,9955.0,1567.0,274.2
9.4,1.65,51.7,0.215,10984.0,2019.0,626.9
9.52,0.05,47.3,0.205,9650.0,1877.0,255.8
18.71,2.32,40.1,0.262,9690.0,1287.0,178.6
1.19,2.83,49.9,0.2,7342.0,2176.0,372.8
4.3,9.6,51.2,0.201,5396.0,1731.0,193.7
11.72,10.99,42.5,0.468,9756.0,1882.0,550.8
3.91,4.87,61.6,0.201,8583.0,2076.0,549.7
13.59,4.86,43.7,0.614,10456.0,2045.0,572.6
4.28,8.55,54.9,0.201,5696.0,2198.0,329.4
1.98,7.52,51.8,0.2,6831.0,1331.0,211.6
4.14,2.21,57.2,0.2,7164.0,1177.0,201.1
8.45,1.29,52.9,0.206,9100.0,2071.0,511.2
3.52,5.25,60.3,0.2,9726.0,1378.0,295.5
2.69,6.78,55.6,0.2,10766.0,1183.0,513.0
17.21,1.66,40.3,0.266,6772.0,1210.0,217.2
6.41,3.52,63.1,0.204,7962.0,1500.0,358.4
7.22,3.67,62.4,0.21,5174.0,2587.0,336.8
1.11,3.14,50.0,0.2,6518.0,1252.0,252.8
7.15,5.53,63.7,0.219,7244.0,1478.0,324.4
5.3,7.84,58.8,0.204,8563.0,2473.0,567.4
12.21,6.11,46.6,0.626,7825.0,2541.0,490.4
4.11,2.42,57.8,0.2,7187.0,1366.0,306.4
17.77,1.24,40.2,0.241,8744.0,2409.0,257.9
18.59,9.86,40.1,0.522,9972.0,1222.0,370.9
2.0,5.75,54.4,0.2,6450.0,2218.0,204.5
2.15,0.75,48.3,0.2,7057.0,1021.0,241.4
2.31,3.1,54.1,0.2,9230.0,1651.0,419.6
12.39,9.65,43.1,0.671,9668.0,1396.0,192.5
2.44,9.02,49.6,0.2,9952.0,2126.0,467.4
17.05,10.51,40.2,0.647,6256.0,1026.0,154.2
15.09,7.23,41.4,0.973,8236.0,1744.0,174.1
16.4,5.07,40.7,0.646,10400.0,2115.0,433.9
10.52,5.12,52.6,0.366,7352.0,1075.0,186.5
19.93,2.33,40.0,0.235,7579.0,2436.0,313.8
0.88,7.81,48.0,0.2,10909.0,1578.0,246.0
8.03,7.02,59.0,0.251,5678.0,1264.0,258.3
6.48,1.86,57.9,0.202,9234.0,1361.0,366.2
18.97,10.63,40.0,0.427,10101.0,1542.0,233.8
11.54,4.42,48.9,0.402,5905.0,1317.0,228.7
16.12,0.6,40.4,0.236,9287.0,1817.0,275.9
3.41,3.93,59.2,0.2,7818.0,2013.0,459.1
19.57,10.44,40.0,0.38,10117.0,1693.0,328.9
9.97,11.0,44.4,0.319,10445.0,1683.0,363.2
9.87,5.88,54.8,0.345,10235.0,2251.0,468.4
19.42,11.48,40.0,0.338,5386.0,1482.0,146.3
7.61,10.5,48.4,0.227,9541.0,1996.0,333.4
7.95,9.9,49.9,0.241,10529.0,2429.0,446.1
11.7,10.32,43.3,0.524,8728.0,1354.0,233.2
2.56,4.58,56.8,0.2,8605.0,1992.0,478.5
6.42,9.08,54.3,0.213,5270.0,2517.0,274.4
3.86,6.93,59.0,0.201,10136.0,1848.0,477.9
2.07,8.64,49.6,0.2,5278.0,2563.0,188.7
17.32,2.13,40.3,0.288,6881.0,1496.0,252.9
11.79,8.78,45.1,0.636,10555.0,1903.0,267.7
7.17,11.49,45.9,0.214,10698.0,1498.0,271.0
8.17,3.63,60.1,0.221,10951.0,1006.0,542.2
8.63,11.83,44.2,0.237,7858.0,2596.0,351.8
12.66,4.54,45.7,0.504,6065.0,1384.0,266.1
18.54,2.4,40.1,0.27,7928.0,2557.0,304.2
18.66,1.35,40.1,0.233,5614.0,2045.0,190.1
7.83,9.42,51.7,0.241,10235.0,2446.0,405.0
6.59,6.66,62.6,0.214,8363.0,2548.0,527.4
9.02,3.69,57.4,0.239,7427.0,1909.0,430.1
11.36,7.3,48.0,0.573,5477.0,2600.0,229.4
9.24,3.99,57.0,0.252,7431.0,2228.0,554.7
13.18,5.38,44.5,0.654,10197.0,1838.0,290.3
11.09,10.35,44.1,0.451,9220.0,2048.0,204.1
6.41,8.02,58.3,0.213,5495.0,1311.0,168.5
6.91,9.15,53.7,0.22,5959.0,1018.0,151.7
7.57,7.0,60.1,0.235,7354.0,1411.0,290.7
1.89,11.9,42.9,0.2,5608.0,1696.0,186.6
3.32,2.9,57.0,0.2,10604.0,1365.0,457.3
14.46,3.15,42.0,0.413,8914.0,1822.0,272.7
7.78,1.11,53.6,0.203,5569.0,2053.0,305.9
4.29,6.65,60.7,0.201,9728.0,2049.0,462.6
11.25,7.36,48.3,0.559,7210.0,2430.0,289.0
15.11,8.71,41.0,0.977,6469.0,2546.0,159.7
5.15,4.03,63.6,0.202,8420.0,2425.0,600.7
16.54,0.15,40.3,0.223,5080.0,1992.0,130.5
18.55,7.59,40.1,0.593,7792.0,1329.0,227.2
11.95,11.98,41.5,0.397,10063.0,2510.0,319.2
13.38,3.53,43.8,0.428,10568.0,1280.0,360.7
1.05,2.21,48.5,0.2,7055.0,1242.0,236.9
18.91,3.38,40.1,0.305,8855.0,1508.0,248.7
7.85,5.1,62.3,0.229,6361.0,1918.0,308.3
18.48,3.01,40.1,0.302,8361.0,2090.0,369.1
11.58,4.16,48.7,0.384,6524.0,1021.0,203.4
0.09,7.66,46.2,0.2,8428.0,2245.0,472.3
0.77,4.14,49.8,0.2,6030.0,1280.0,229.6
13.61,4.75,43.6,0.6,10647.0,1474.0,298.4
11.25,0.48,45.0,0.216,10322.0,1515.0,310.9
0.53,11.02,42.8,0.2,7022.0,1532.0,251.0
14.87,4.88,41.8,0.666,9660.0,2217.0,240.5
17.04,3.94,40.4,0.454,5573.0,1066.0,155.9
9.93,1.04,48.9,0.213,9442.0,1314.0,308.3
9.32,7.61,53.8,0.332,6695.0,1036.0,251.9
0.11,10.37,43.0,0.2,5814.0,2245.0,238.0
15.73,0.49,40.5,0.234,9069.0,2574.0,339.2
6.61,1.74,57.3,0.202,7819.0,2055.0,370.8
17.58,1.76,40.2,0.263,8181.0,1944.0,363.0
7.46,7.23,59.7,0.233,8123.0,2453.0,452.0
11.3,11.05,42.9,0.423,5357.0,1408.0,353.6
5.41,5.25,64.7,0.203,5308.0,1106.0,244.7
3.21,4.13,58.8,0.2,8607.0,1816.0,465.9
15.5,9.19,40.7,0.929,8743.0,1417.0,156.0
9.93,8.91,49.0,0.383,5283.0,1722.0,301.0
10.73,2.96,50.3,0.271,7271.0,1730.0,239.9
19.31,1.93,40.0,0.237,8677.0,1510.0,271.5
19.27,4.29,40.1,0.335,8940.0,1778.0,246.8
17.11,9.31,40.2,0.768,9970.0,1608.0,312.7
3.75,8.34,54.6,0.201,7524.0,1181.0,264.2
11.89,7.99,45.8,0.667,8290.0,2387.0,222.1
17.56,9.95,40.1,0.649,8471.0,2122.0,231.4
7.49,3.33,61.1,0.21,6872.0,1066.0,378.1
2.02,4.08,54.3,0.2,5323.0,1185.0,229.2
16.22,0.51,40.4,0.233,5025.0,1154.0,111.9
9.64,10.42,46.0,0.317,10017.0,1099.0,365.6
11.29,6.99,48.6,0.552,6201.0,1094.0,145.0
19.64,3.58,40.0,0.281,8782.0,1251.0,274.1
12.14,0.83,44.0,0.229,8462.0,2357.0,348.3
8.5,8.68,52.9,0.275,7398.0,2325.0,380.9
7.4,8.98,53.8,0.231,10001.0,2253.0,628.0
8.35,7.99,55.4,0.269,9190.0,1984.0,325.5
2.37,2.45,53.0,0.2,5136.0,2158.0,275.4
15.9,10.96,40.3,0.671,9660.0,2182.0,459.9
16.75,9.04,40.3,0.835,8042.0,2423.0,188.7
5.69,7.89,58.9,0.206,7082.0,2172.0,303.2
6.08,7.81,59.2,0.21,9361.0,2178.0,417.7
17.49,10.85,40.1,0.561,9116.0,2287.0,314.3
0.48,11.14,42.6,0.2,6864.0,1890.0,179.4
10.41,7.15,51.2,0.438,10898.0,1341.0,411.9
9.27,5.0,57.5,0.278,8892.0,1135.0,236.2
13.8,4.36,43.2,0.555,8635.0,1670.0,400.7
3.27,9.83,49.0,0.2,5419.0,1147.0,209.0
13.37,7.74,43.2,0.887,6676.0,1271.0,437.6
7.53,0.93,53.3,0.202,7682.0,1038.0,299.5
12.37,1.71,44.5,0.26,8784.0,1480.0,256.1
0.8,10.8,43.3,0.2,8077.0,2552.0,260.3
9.23,10.61,46.2,0.286,9578.0,1606.0,329.6
10.45,11.42,43.3,0.332,6575.0,1385.0,202.6
4.29,5.13,62.7,0.201,9213.0,1646.0,529.6
2.79,9.41,49.3,0.2,9900.0,1482.0,280.9
3.77,9.94,49.4,0.201,9590.0,2078.0,551.0
6.88,3.79,63.2,0.208,9625.0,2015.0,605.6
1.94,1.74,50.1,0.2,10331.0,1044.0,301.4
18.95,11.96,40.0,0.341,5505.0,1818.0,281.6
8.1,0.36,50.5,0.202,9183.0,1058.0,247.8
16.18,7.17,40.7,0.913,10812.0,2084.0,329.4
19.49,7.8,40.0,0.461,8442.0,2497.0,190.6
1.61,8.18,49.4,0.2,6304.0,2452.0,403.3
13.03,3.07,44.2,0.367,10993.0,1329.0,201.2
17.43,8.66,40.2,0.763,6048.0,2188.0,107.5
12.68,2.6,44.6,0.317,7013.0,2269.0,226.7
8.58,9.95,48.9,0.266,6032.0,2383.0,351.9
8.62,2.63,56.5,0.217,7787.0,1415.0,379.6
0.72,8.36,46.8,0.2,7513.0,1721.0,276.8
10.69,9.4,46.3,0.456,7947.0,1354.0,333.2
19.87,2.27,40.0,0.234,10568.0,1039.0,247.3
19.17,2.86,40.1,0.27,7870.0,2054.0,277.8
0.81,9.35,45.4,0.2,8088.0,1690.0,382.4
14.12,1.03,41.6,0.252,10320.0,1397.0,271.3
6.04,2.29,59.6,0.202,9907.0,2355.0,412.2
18.06,5.47,40.2,0.533,6438.0,1793.0,229.9
0.9,11.16,43.0,0.2,5078.0,2591.0,242.1
18.72,6.74,40.1,0.54,8777.0,2269.0,283.9
16.75,4.65,40.5,0.562,10069.0,2391.0,438.2
2.35,11.74,43.5,0.2,8317.0,2237.0,287.5
