well,depth_ft,gr,rhob,nphi,dtc,cali,bad
W-3,5140.0,81.4,2.353,0.245,92.4,8.52,0
W-3,5140.5,77.5,2.37,0.259,91.2,8.55,0
W-3,5141.0,76.9,2.359,0.236,93.4,8.44,0
W-3,5141.5,79.9,2.405,0.231,86.7,8.58,0
W-3,5142.0,78.8,2.36,0.242,90.5,8.53,0
W-3,5142.5,79.4,2.373,0.223,88.0,8.48,0
W-3,5143.0,76.2,2.394,0.231,90.7,8.48,0
W-3,5143.5,80.6,2.413,0.215,88.6,8.59,0
W-3,5144.0,85.3,2.38,0.219,88.6,8.55,0
W-3,5144.5,77.8,2.384,0.241,90.4,8.56,0
W-3,5145.0,83.0,2.343,0.262,92.1,8.49,0
W-3,5145.5,69.9,2.38,0.242,89.9,8.53,0
W-3,5146.0,78.4,2.366,0.257,91.5,8.52,0
W-3,5146.5,74.9,2.391,0.235,86.6,8.49,0
W-3,5147.0,84.1,2.36,0.249,90.4,8.51,0
W-3,5147.5,83.9,2.341,0.299,95.7,8.56,0
W-3,5148.0,78.8,2.359,0.265,93.9,8.58,0
W-3,5148.5,82.4,2.383,0.256,91.3,8.49,0
W-3,5149.0,85.7,2.391,0.231,90.0,8.43,0
W-3,5149.5,85.7,2.385,0.247,91.4,8.58,0
W-3,5150.0,80.3,2.396,0.221,89.0,8.58,0
W-3,5150.5,74.7,2.333,0.269,94.5,8.52,0
W-3,5151.0,78.6,2.383,0.23,90.7,8.59,0
W-3,5151.5,83.9,2.377,0.278,92.3,8.52,0
W-3,5152.0,87.9,2.399,0.227,90.3,8.45,0
W-3,5152.5,81.7,2.38,0.242,89.4,8.43,0
W-3,5153.0,79.9,2.363,0.241,93.4,8.43,0
W-3,5153.5,89.1,2.367,0.25,89.3,8.5,0
W-3,5154.0,83.1,2.373,0.229,89.4,8.48,0
W-3,5154.5,77.7,2.392,0.241,90.8,8.47,0
W-3,5155.0,81.2,2.341,0.235,90.7,8.49,0
W-3,5155.5,84.6,2.364,0.239,93.3,8.54,0
W-3,5156.0,81.1,2.382,0.218,90.8,8.47,0
W-3,5156.5,83.5,2.423,0.209,85.3,8.46,0
W-3,5157.0,76.1,2.378,0.238,90.2,8.48,0
W-3,5157.5,76.5,2.384,0.231,88.6,8.55,0
W-3,5158.0,79.4,2.396,0.214,86.1,8.5,0
W-3,5158.5,81.6,2.353,0.265,92.1,8.51,0
W-3,5159.0,82.3,2.381,0.262,88.8,8.58,0
W-3,5159.5,83.4,2.337,0.269,92.4,8.64,0
W-3,5160.0,89.3,2.333,0.249,92.5,8.53,0
W-3,5160.5,79.6,2.38,0.234,86.9,8.53,0
W-3,5161.0,81.2,2.345,0.254,90.8,8.44,0
W-3,5161.5,80.7,2.358,0.271,91.2,8.52,0
W-3,5162.0,85.5,2.391,0.239,91.7,8.5,0
W-3,5162.5,85.7,2.408,0.21,88.9,8.54,0
W-3,5163.0,81.8,2.421,0.229,87.0,8.48,0
W-3,5163.5,88.8,2.371,0.258,90.9,8.51,0
W-3,5164.0,80.5,2.402,0.248,89.1,8.53,0
W-3,5164.5,85.5,2.368,0.24,92.7,8.59,0
W-3,5165.0,87.2,2.384,0.238,89.7,8.58,0
W-3,5165.5,79.2,2.381,0.218,91.1,8.56,0
W-3,5166.0,85.1,2.386,0.234,88.9,8.54,0
W-3,5166.5,75.2,2.415,0.23,88.5,8.48,0
W-3,5167.0,85.2,2.402,0.227,90.1,8.54,0
W-3,5167.5,80.0,2.387,0.236,87.3,8.46,0
W-3,5168.0,84.8,2.363,0.243,90.1,8.49,0
W-3,5168.5,85.3,2.387,0.237,87.5,8.59,0
W-3,5169.0,86.8,2.125,0.332,87.8,12.19,1
W-3,5169.5,86.2,2.068,0.339,91.6,12.17,1
W-3,5170.0,84.1,2.077,0.328,89.1,12.18,1
W-3,5170.5,83.1,2.066,0.328,92.1,12.16,1
W-3,5171.0,84.1,2.096,0.337,91.1,12.05,1
W-3,5171.5,81.1,2.093,0.323,88.7,12.1,1
W-3,5172.0,83.3,2.121,0.334,91.8,12.19,1
W-3,5172.5,83.0,2.084,0.32,92.0,12.12,1
W-3,5173.0,82.0,2.105,0.333,88.8,12.16,1
W-3,5173.5,78.7,2.112,0.312,92.5,12.1,1
W-3,5174.0,79.8,2.073,0.355,94.5,12.13,1
W-3,5174.5,73.9,2.116,0.318,89.2,12.16,1
W-3,5175.0,82.5,2.09,0.341,89.7,12.21,1
W-3,5175.5,85.0,2.1,0.328,94.4,12.22,1
W-3,5176.0,76.1,2.102,0.322,91.7,12.13,1
W-3,5176.5,84.0,2.101,0.318,87.4,12.18,1
W-3,5177.0,83.2,2.108,0.326,89.6,12.09,1
W-3,5177.5,79.8,2.108,0.328,88.6,12.17,1
W-3,5178.0,82.3,2.113,0.325,88.9,12.21,1
W-3,5178.5,86.7,2.138,0.307,86.7,12.16,1
W-3,5179.0,80.2,2.11,0.349,89.9,12.23,1
W-3,5179.5,83.4,2.116,0.323,87.4,12.2,1
W-3,5180.0,84.0,2.105,0.326,90.4,12.17,1
W-3,5180.5,80.6,2.103,0.334,90.8,12.15,1
W-3,5181.0,85.8,2.081,0.334,89.7,12.14,1
W-3,5181.5,83.5,2.121,0.324,89.2,12.09,1
W-3,5182.0,81.8,2.097,0.326,91.5,12.1,1
W-3,5182.5,90.1,2.084,0.337,88.3,12.21,1
W-3,5183.0,86.3,2.071,0.359,90.5,12.24,1
W-3,5183.5,77.9,2.122,0.299,87.4,12.11,1
W-3,5184.0,81.5,2.077,0.348,89.6,12.17,1
W-3,5184.5,89.8,2.139,0.314,87.9,12.08,1
W-3,5185.0,79.8,2.088,0.34,92.4,12.11,1
W-3,5185.5,82.6,2.118,0.338,87.9,12.18,1
W-3,5186.0,86.5,2.116,0.286,89.3,12.14,1
W-3,5186.5,85.0,2.13,0.325,88.1,12.07,1
W-3,5187.0,85.9,2.131,0.329,85.7,12.25,1
W-3,5187.5,86.2,2.114,0.314,89.3,12.16,1
W-3,5188.0,84.3,2.065,0.329,94.5,12.11,1
W-3,5188.5,81.2,2.12,0.34,86.0,12.17,1
W-3,5189.0,85.2,2.13,0.28,88.9,12.16,1
W-3,5189.5,82.7,2.384,0.25,89.7,8.52,0
W-3,5190.0,82.3,2.406,0.24,85.4,8.48,0
W-3,5190.5,88.8,2.372,0.255,91.6,8.52,0
W-3,5191.0,83.1,2.366,0.242,90.4,8.55,0
W-3,5191.5,89.2,2.377,0.234,89.0,8.43,0
W-3,5192.0,85.3,2.356,0.26,92.6,8.47,0
W-3,5192.5,83.8,2.378,0.239,94.2,8.54,0
W-3,5193.0,78.6,2.398,0.219,87.9,8.47,0
W-3,5193.5,90.0,2.429,0.228,92.4,8.5,0
W-3,5194.0,83.3,2.413,0.201,88.6,8.48,0
W-3,5194.5,76.2,2.318,0.279,95.0,8.48,0
W-3,5195.0,86.2,2.395,0.201,88.9,8.48,0
W-3,5195.5,82.7,2.346,0.26,91.8,8.44,0
W-3,5196.0,79.3,2.375,0.241,89.6,8.52,0
W-3,5196.5,85.0,2.408,0.219,89.0,8.55,0
W-3,5197.0,74.3,2.381,0.227,89.7,8.49,0
W-3,5197.5,79.8,2.388,0.233,87.6,8.55,0
W-3,5198.0,81.6,2.375,0.259,93.6,8.48,0
W-3,5198.5,85.1,2.366,0.256,93.1,8.47,0
W-3,5199.0,89.8,2.381,0.221,33.7,8.52,1
W-3,5199.5,82.3,2.415,0.225,34.5,8.52,1
W-3,5200.0,84.9,2.393,0.23,36.1,8.49,1
W-3,5200.5,91.5,2.421,0.216,87.2,8.53,0
W-3,5201.0,83.3,2.385,0.226,88.5,8.44,0
W-3,5201.5,84.3,2.378,0.243,91.5,8.48,0
W-3,5202.0,78.9,2.383,0.239,88.0,8.55,0
W-3,5202.5,88.4,2.393,0.233,88.4,8.55,0
W-3,5203.0,79.8,2.376,0.247,88.8,8.54,0
W-3,5203.5,82.8,2.383,0.254,82.7,8.55,0
W-3,5204.0,82.6,2.391,0.242,88.7,8.48,0
W-3,5204.5,82.3,2.396,0.227,90.3,8.41,0
W-3,5205.0,80.2,2.358,0.235,90.5,8.49,0
W-3,5205.5,82.5,2.387,0.237,90.2,8.53,0
W-3,5206.0,87.7,2.403,0.219,90.9,8.54,0
W-3,5206.5,89.9,2.415,0.215,86.1,8.47,0
W-3,5207.0,83.3,2.379,0.246,89.2,8.45,0
W-3,5207.5,82.5,2.389,0.256,86.9,8.46,0
W-3,5208.0,81.3,2.382,0.22,87.3,8.47,0
W-3,5208.5,92.0,2.357,0.265,91.5,8.41,0
W-3,5209.0,84.2,2.373,0.242,91.1,8.47,0
W-3,5209.5,86.4,2.378,0.24,89.3,8.5,0
W-3,5210.0,85.5,2.379,0.249,90.2,8.5,0
W-3,5210.5,90.0,2.34,0.266,93.0,8.48,0
W-3,5211.0,82.0,2.375,0.261,89.4,8.47,0
W-3,5211.5,79.2,2.403,0.23,87.4,8.47,0
W-3,5212.0,88.0,2.365,0.273,91.1,8.47,0
W-3,5212.5,85.2,2.404,0.231,90.0,8.54,0
W-3,5213.0,83.8,2.408,0.214,83.3,8.5,0
W-3,5213.5,87.6,2.353,0.25,94.0,8.66,0
W-3,5214.0,84.0,2.351,0.253,92.2,8.48,0
W-3,5214.5,87.1,2.393,0.239,88.1,8.52,0
W-3,5215.0,82.8,2.408,0.242,90.6,8.48,0
W-3,5215.5,85.3,2.371,0.252,89.9,8.48,0
W-3,5216.0,83.9,2.392,0.223,89.3,8.58,0
W-3,5216.5,81.2,2.377,0.232,88.4,8.55,0
W-3,5217.0,82.0,2.393,0.256,88.9,8.41,0
W-3,5217.5,82.0,2.396,0.226,86.9,8.45,0
W-3,5218.0,84.6,2.395,0.241,87.3,8.49,0
W-3,5218.5,81.7,2.372,0.256,92.2,8.47,0
W-3,5219.0,84.6,2.357,0.247,93.9,8.42,0
W-3,5219.5,84.6,2.388,0.226,88.6,8.51,0
W-3,5220.0,84.0,2.405,0.232,89.2,8.41,0
W-3,5220.5,84.1,2.363,0.254,90.2,8.51,0
W-3,5221.0,82.2,2.37,0.23,89.6,8.54,0
W-3,5221.5,83.5,2.352,0.28,91.7,8.54,0
W-3,5222.0,79.7,2.415,0.222,84.2,8.49,0
W-3,5222.5,84.5,2.377,0.259,89.9,8.58,0
W-3,5223.0,82.8,2.385,0.246,89.4,8.52,0
W-3,5223.5,85.9,2.402,0.246,87.4,8.54,0
W-3,5224.0,82.8,2.326,0.262,94.8,8.46,0
W-3,5224.5,78.7,2.324,0.27,95.5,8.58,0
W-3,5225.0,91.6,2.385,0.221,88.8,8.5,0
W-3,5225.5,84.7,2.377,0.246,88.2,8.58,0
W-3,5226.0,89.5,2.416,0.248,89.5,8.57,0
W-3,5226.5,83.8,2.376,0.239,89.2,8.51,0
W-3,5227.0,89.8,2.411,0.254,87.3,8.52,0
W-3,5227.5,81.7,2.405,0.231,89.2,8.49,0
W-3,5228.0,85.7,2.352,0.255,93.9,8.46,0
W-3,5228.5,81.8,2.382,0.245,89.9,8.53,0
W-3,5229.0,93.8,2.399,0.222,90.0,8.53,0
W-3,5229.5,85.7,2.417,0.22,89.4,8.42,0
W-3,5230.0,88.5,2.384,0.227,89.0,8.5,0
W-3,5230.5,87.3,2.433,0.222,85.5,8.54,0
W-3,5231.0,87.0,2.416,0.229,87.7,8.57,0
W-3,5231.5,89.4,2.433,0.238,85.4,8.54,0
W-3,5232.0,92.3,2.371,0.252,91.7,8.42,0
W-3,5232.5,89.5,2.436,0.207,86.5,8.45,0
W-3,5233.0,88.5,2.412,0.243,87.1,8.48,0
W-3,5233.5,89.3,2.427,0.178,85.1,8.57,0
W-3,5234.0,94.0,2.436,0.228,90.2,8.47,0
W-3,5234.5,86.7,2.394,0.235,89.9,8.55,0
W-3,5235.0,82.6,2.373,0.249,91.0,8.47,0
W-3,5235.5,84.6,2.381,0.241,89.1,8.53,0
W-3,5236.0,84.7,2.395,0.235,90.7,8.45,0
W-3,5236.5,85.4,2.38,0.248,89.0,8.49,0
W-3,5237.0,85.0,2.396,0.226,87.2,8.44,0
W-3,5237.5,88.4,2.353,0.249,94.1,8.57,0
W-3,5238.0,88.8,2.413,0.23,88.9,8.47,0
W-3,5238.5,88.3,2.376,0.231,90.9,8.42,0
W-3,5239.0,85.7,2.371,0.239,92.2,8.42,0
W-3,5239.5,91.4,2.42,0.244,87.1,8.5,0
W-3,5240.0,89.9,2.411,0.259,87.5,8.48,0
W-3,5240.5,92.6,2.418,0.246,87.6,8.53,0
W-3,5241.0,90.0,2.372,0.253,90.8,8.49,0
W-3,5241.5,86.0,2.403,0.241,88.3,8.56,0
W-3,5242.0,91.1,2.414,0.249,86.3,8.48,0
W-3,5242.5,87.9,2.399,0.229,87.6,8.55,0
W-3,5243.0,89.7,2.368,0.284,92.1,8.45,0
W-3,5243.5,89.6,2.385,0.234,87.9,8.42,0
W-3,5244.0,87.4,2.423,0.227,86.6,8.46,0
W-3,5244.5,87.9,2.404,0.218,88.1,8.44,0
W-3,5245.0,86.9,2.429,0.228,89.1,8.44,0
W-3,5245.5,84.8,2.39,0.227,91.0,8.52,0
W-3,5246.0,80.9,2.405,0.224,90.3,8.49,0
W-3,5246.5,85.4,2.379,0.223,89.4,8.51,0
W-3,5247.0,87.8,2.403,0.231,87.0,8.53,0
W-3,5247.5,90.7,2.401,0.239,88.1,8.42,0
W-3,5248.0,89.3,2.393,0.278,92.6,8.53,0
W-3,5248.5,85.9,2.344,0.25,92.6,8.44,0
W-3,5249.0,85.2,2.371,0.258,88.8,8.47,0
W-3,5249.5,86.2,2.407,0.222,84.8,8.41,0
W-3,5250.0,84.3,2.383,0.245,87.3,8.53,0
W-3,5250.5,80.3,2.396,0.244,91.6,8.42,0
W-3,5251.0,81.4,2.398,0.244,85.7,8.44,0
W-3,5251.5,89.5,2.397,0.207,87.8,8.44,0
W-3,5252.0,91.0,2.411,0.195,87.9,8.49,0
W-3,5252.5,88.0,2.379,0.263,92.7,8.49,0
W-3,5253.0,86.1,2.396,0.203,86.7,8.54,0
W-3,5253.5,82.6,2.396,0.255,91.4,8.49,0
W-3,5254.0,86.6,2.412,0.23,89.4,8.55,0
W-3,5254.5,88.6,2.394,0.225,87.1,8.52,0
W-3,5255.0,88.9,2.416,0.268,87.2,8.45,0
W-3,5255.5,88.8,2.369,0.248,88.6,8.47,0
W-3,5256.0,90.9,2.407,0.236,91.3,8.58,0
W-3,5256.5,92.7,2.417,0.24,90.5,8.56,0
W-3,5257.0,86.2,2.393,0.249,91.2,8.54,0
W-3,5257.5,95.1,2.402,0.237,87.0,8.55,0
W-3,5258.0,80.7,2.372,0.229,88.3,8.52,0
W-3,5258.5,84.4,2.382,0.237,86.7,8.52,0
W-3,5259.0,87.3,2.41,0.228,86.9,8.5,0
W-3,5259.5,88.3,2.386,0.234,90.4,8.58,0
W-3,5260.0,85.8,2.399,0.235,90.9,8.48,0
W-3,5260.5,85.0,2.397,0.213,91.0,8.51,0
W-3,5261.0,93.2,2.382,0.264,91.0,8.41,0
W-3,5261.5,85.3,2.415,0.224,84.4,8.43,0
W-3,5262.0,84.5,2.379,0.239,88.6,8.59,0
W-3,5262.5,92.7,2.377,0.248,93.0,8.53,0
W-3,5263.0,89.8,2.391,0.25,92.0,8.49,0
W-3,5263.5,90.1,2.355,0.279,93.1,8.5,0
W-3,5264.0,88.1,2.403,0.217,87.6,8.43,0
W-3,5264.5,84.0,2.413,0.223,86.6,8.48,0
W-3,5265.0,88.8,2.386,0.245,89.0,8.43,0
W-3,5265.5,84.0,2.375,0.236,94.2,8.49,0
W-3,5266.0,89.6,2.409,0.23,90.4,8.53,0
W-3,5266.5,91.4,2.391,0.234,88.8,8.52,0
W-3,5267.0,92.4,2.361,0.253,91.6,8.58,0
W-3,5267.5,88.9,2.406,0.245,89.7,8.51,0
W-3,5268.0,90.9,2.376,0.267,90.8,8.38,0
W-3,5268.5,85.9,2.376,0.257,93.2,8.6,0
W-3,5269.0,92.2,2.351,0.266,95.1,8.46,0
W-3,5269.5,91.7,2.4,0.238,87.8,8.51,0
W-3,5270.0,87.4,2.379,0.246,93.4,8.51,0
W-3,5270.5,90.3,2.393,0.242,87.3,8.51,0
W-3,5271.0,91.7,2.366,0.239,90.3,8.5,0
W-3,5271.5,88.7,2.409,0.206,22.3,8.5,1
W-3,5272.0,85.9,2.426,0.23,21.5,8.43,1
W-3,5272.5,88.9,2.413,0.23,17.0,8.63,1
W-3,5273.0,90.1,2.381,0.25,25.5,8.53,1
W-3,5273.5,85.8,2.397,0.21,23.2,8.5,1
W-3,5274.0,85.2,2.421,0.225,21.8,8.59,1
W-3,5274.5,89.8,2.373,0.267,28.4,8.45,1
W-3,5275.0,90.4,2.422,0.229,20.4,8.54,1
W-3,5275.5,95.1,2.384,0.243,22.6,8.47,1
W-3,5276.0,90.5,2.413,0.243,22.2,8.52,1
W-3,5276.5,83.9,2.398,0.241,23.2,8.52,1
W-3,5277.0,94.4,2.378,0.263,89.4,8.38,0
W-3,5277.5,91.1,2.381,0.249,90.9,8.43,0
W-3,5278.0,82.3,2.391,0.247,90.9,8.58,0
W-3,5278.5,84.9,2.377,0.256,91.1,8.49,0
W-3,5279.0,86.8,2.433,0.218,85.7,8.6,0
W-3,5279.5,90.7,2.38,0.238,90.0,8.57,0
W-3,5280.0,81.5,2.419,0.225,87.1,8.49,0
W-3,5280.5,88.2,2.415,0.243,88.7,8.48,0
W-3,5281.0,90.6,2.391,0.245,88.3,8.58,0
W-3,5281.5,79.9,2.386,0.253,88.9,8.61,0
W-3,5282.0,90.5,2.399,0.231,88.9,8.49,0
W-3,5282.5,90.1,2.401,0.234,87.7,8.58,0
W-3,5283.0,84.7,2.373,0.251,92.3,8.55,0
W-3,5283.5,84.9,2.413,0.225,86.4,8.56,0
W-3,5284.0,85.0,2.428,0.219,89.4,8.51,0
W-3,5284.5,79.7,2.41,0.225,89.1,8.47,0
W-3,5285.0,86.7,2.385,0.281,88.7,8.45,0
W-3,5285.5,89.0,2.412,0.211,84.4,8.43,0
W-3,5286.0,84.3,2.395,0.24,88.6,8.6,0
W-3,5286.5,90.9,2.414,0.227,85.2,8.5,0
W-3,5287.0,88.6,2.382,0.259,87.2,8.44,0
W-3,5287.5,89.0,2.386,0.227,92.1,8.55,0
W-3,5288.0,86.7,2.375,0.246,90.5,8.48,0
W-3,5288.5,90.1,2.368,0.242,91.9,8.47,0
W-3,5289.0,91.6,2.434,0.206,86.7,8.6,0
W-3,5289.5,86.4,2.419,0.242,88.9,8.43,0
W-3,5290.0,90.3,2.372,0.248,89.1,8.51,0
W-3,5290.5,90.5,2.439,0.205,87.3,8.47,0
W-3,5291.0,89.6,2.41,0.211,86.5,8.46,0
W-3,5291.5,93.5,2.414,0.221,87.7,8.43,0
W-3,5292.0,86.7,2.409,0.204,87.2,8.5,0
W-3,5292.5,88.2,2.416,0.242,90.7,8.46,0
W-3,5293.0,87.0,2.395,0.253,90.4,8.53,0
W-3,5293.5,91.8,2.396,0.242,89.0,8.5,0
W-3,5294.0,88.3,2.361,0.259,93.1,8.48,0
W-3,5294.5,86.1,2.395,0.239,90.0,8.46,0
W-3,5295.0,93.9,2.381,0.242,89.3,8.57,0
W-3,5295.5,94.2,2.389,0.221,89.1,8.54,0
W-3,5296.0,87.9,2.402,0.247,88.2,8.47,0
W-3,5296.5,84.3,2.393,0.228,90.2,8.43,0
W-3,5297.0,93.5,2.378,0.257,89.3,8.41,0
W-3,5297.5,89.0,2.389,0.237,90.8,8.56,0
W-3,5298.0,89.1,2.372,0.229,89.4,8.55,0
W-3,5298.5,88.0,2.372,0.256,93.7,8.55,0
W-3,5299.0,85.1,2.209,0.348,91.8,12.4,1
W-3,5299.5,86.0,2.247,0.343,86.6,12.44,1
W-3,5300.0,89.7,2.236,0.332,88.6,12.45,1
W-3,5300.5,86.7,2.234,0.349,88.7,12.4,1
W-3,5301.0,89.1,2.236,0.339,88.1,12.39,1
W-3,5301.5,88.2,2.257,0.355,88.4,12.35,1
W-3,5302.0,84.9,2.265,0.337,86.7,12.42,1
W-3,5302.5,92.7,2.22,0.345,90.2,12.43,1
W-3,5303.0,89.6,2.227,0.337,89.7,12.38,1
W-3,5303.5,89.1,2.255,0.309,88.4,12.39,1
W-3,5304.0,89.4,2.222,0.345,87.0,12.39,1
W-3,5304.5,82.6,2.194,0.38,93.2,12.44,1
W-3,5305.0,87.5,2.204,0.345,91.2,12.33,1
W-3,5305.5,84.5,2.23,0.356,90.7,12.35,1
W-3,5306.0,89.4,2.25,0.338,87.5,12.35,1
W-3,5306.5,90.0,2.223,0.36,91.8,12.4,1
W-3,5307.0,89.7,2.229,0.358,86.0,12.42,1
W-3,5307.5,92.1,2.25,0.311,86.2,12.35,1
W-3,5308.0,84.8,2.239,0.354,89.3,12.45,1
W-3,5308.5,87.3,2.233,0.345,86.9,12.48,1
W-3,5309.0,90.6,2.241,0.323,85.0,12.42,1
W-3,5309.5,90.2,2.263,0.325,86.0,12.46,1
W-3,5310.0,85.2,2.234,0.346,87.7,12.36,1
W-3,5310.5,92.9,2.271,0.331,88.6,12.36,1
W-3,5311.0,94.0,2.232,0.333,90.0,12.43,1
W-3,5311.5,90.7,2.262,0.32,86.3,12.4,1
W-3,5312.0,84.5,2.213,0.345,92.3,12.36,1
W-3,5312.5,89.3,2.19,0.389,91.0,12.47,1
W-3,5313.0,90.3,2.197,0.36,91.2,12.42,1
W-3,5313.5,88.2,2.203,0.388,93.3,12.44,1
W-3,5314.0,92.0,2.218,0.36,92.0,12.37,1
W-3,5314.5,87.6,2.214,0.359,92.0,12.49,1
W-3,5315.0,95.2,2.232,0.336,88.5,12.4,1
W-3,5315.5,91.6,2.246,0.334,88.9,12.45,1
W-3,5316.0,89.8,2.216,0.357,89.9,12.37,1
W-3,5316.5,91.8,2.225,0.348,91.3,12.41,1
W-3,5317.0,93.9,2.234,0.336,90.3,12.43,1
W-3,5317.5,91.3,2.199,0.359,89.1,12.5,1
W-3,5318.0,88.0,2.234,0.345,85.3,12.38,1
W-3,5318.5,86.4,2.228,0.324,90.9,12.41,1
W-3,5319.0,85.7,2.189,0.36,91.4,12.43,1
W-3,5319.5,81.5,2.216,0.36,89.9,12.33,1
W-3,5320.0,90.0,2.234,0.337,88.5,12.29,1
W-3,5320.5,88.0,2.243,0.335,85.4,12.35,1
W-3,5321.0,86.8,2.207,0.356,90.0,12.45,1
W-3,5321.5,91.2,2.26,0.295,85.1,12.49,1
W-3,5322.0,88.0,2.25,0.339,88.0,12.36,1
W-3,5322.5,94.3,2.244,0.352,87.0,12.34,1
W-3,5323.0,87.2,2.231,0.317,84.2,12.48,1
W-3,5323.5,86.1,2.22,0.371,92.0,12.38,1
W-3,5324.0,85.1,2.197,0.36,90.4,12.39,1
W-3,5324.5,91.0,2.238,0.324,88.8,12.48,1
W-3,5325.0,92.1,2.423,0.235,87.7,8.56,0
W-3,5325.5,86.7,2.409,0.241,88.0,8.55,0
W-3,5326.0,84.5,2.369,0.248,93.4,8.41,0
W-3,5326.5,91.8,2.398,0.231,90.0,8.44,0
W-3,5327.0,82.8,2.407,0.241,90.6,8.56,0
W-3,5327.5,89.3,2.438,0.226,86.1,8.52,0
W-3,5328.0,83.7,2.429,0.219,90.3,8.46,0
W-3,5328.5,86.5,2.391,0.239,88.6,8.48,0
W-3,5329.0,88.5,2.383,0.226,88.3,8.56,0
W-3,5329.5,86.5,2.377,0.242,92.6,8.58,0
W-3,5330.0,83.3,2.391,0.255,89.9,8.5,0
W-3,5330.5,89.0,2.383,0.249,92.3,8.47,0
W-3,5331.0,85.1,2.417,0.214,86.6,8.49,0
W-3,5331.5,94.9,2.422,0.227,87.6,8.57,0
W-3,5332.0,78.2,2.379,0.23,91.3,8.57,0
W-3,5332.5,78.7,2.4,0.221,89.5,8.51,0
W-3,5333.0,87.0,2.393,0.251,87.1,8.47,0
W-3,5333.5,83.8,2.367,0.262,90.4,8.55,0
W-3,5334.0,86.0,2.395,0.21,87.1,8.58,0
W-3,5334.5,80.4,2.402,0.25,92.2,8.43,0
W-3,5335.0,83.4,2.36,0.258,93.7,8.49,0
W-3,5335.5,84.7,2.386,0.227,93.0,8.56,0
W-3,5336.0,81.5,2.354,0.244,91.9,8.5,0
W-3,5336.5,84.0,2.414,0.208,85.3,8.48,0
W-3,5337.0,79.5,2.379,0.257,89.4,8.51,0
W-3,5337.5,84.5,2.372,0.272,90.3,8.52,0
W-3,5338.0,86.8,2.386,0.22,92.1,8.44,0
W-3,5338.5,78.7,2.41,0.212,90.1,8.5,0
W-3,5339.0,77.9,2.373,0.25,90.5,8.52,0
W-3,5339.5,85.4,2.377,0.248,91.7,8.48,0
W-3,5340.0,77.8,2.39,0.251,88.5,8.46,0
W-3,5340.5,84.0,2.322,0.252,92.1,8.47,0
W-3,5341.0,81.1,2.369,0.255,87.6,8.45,0
W-3,5341.5,80.2,2.396,0.223,88.8,8.54,0
W-3,5342.0,85.6,2.414,0.233,87.3,8.45,0
W-3,5342.5,85.0,2.359,0.246,91.7,8.51,0
W-3,5343.0,83.1,2.387,0.254,88.5,8.48,0
W-3,5343.5,75.9,2.341,0.273,94.9,8.46,0
W-3,5344.0,84.5,2.383,0.243,92.2,8.57,0
W-3,5344.5,79.3,2.361,0.25,89.0,8.49,0
W-3,5345.0,82.3,2.362,0.243,91.9,8.47,0
W-3,5345.5,83.4,2.355,0.241,91.5,8.46,0
W-3,5346.0,88.4,2.416,0.236,86.5,8.52,0
W-3,5346.5,82.3,2.407,0.246,89.4,8.54,0
W-3,5347.0,79.0,2.349,0.251,93.5,8.56,0
W-3,5347.5,87.7,2.36,0.268,93.0,8.49,0
W-3,5348.0,86.1,2.409,0.251,87.9,8.49,0
W-3,5348.5,86.9,2.431,0.233,87.8,8.51,0
W-3,5349.0,89.5,2.359,0.238,87.9,8.51,0
W-3,5349.5,90.0,2.358,0.245,89.3,8.46,0
W-3,5350.0,81.6,2.394,0.222,89.8,8.57,0
W-3,5350.5,80.4,2.379,0.249,87.7,8.5,0
W-3,5351.0,87.7,2.409,0.233,85.9,8.53,0
W-3,5351.5,83.6,2.389,0.251,88.7,8.52,0
W-3,5352.0,84.3,2.392,0.246,89.5,8.52,0
W-3,5352.5,81.3,2.394,0.238,88.7,8.45,0
W-3,5353.0,85.7,2.425,0.206,88.0,8.5,0
W-3,5353.5,85.3,2.375,0.251,91.9,8.61,0
W-3,5354.0,84.0,2.37,0.243,91.4,8.58,0
W-3,5354.5,80.2,2.413,0.237,87.9,8.51,0
W-3,5355.0,87.6,2.386,0.229,89.5,8.48,0
W-3,5355.5,85.4,2.394,0.241,88.9,8.39,0
W-3,5356.0,87.7,2.402,0.25,92.8,8.48,0
W-3,5356.5,78.5,2.381,0.251,88.6,8.5,0
W-3,5357.0,84.4,2.364,0.251,89.5,8.48,0
W-3,5357.5,82.2,2.362,0.264,90.3,8.49,0
W-3,5358.0,84.7,2.368,0.274,92.2,8.53,0
W-3,5358.5,87.7,2.383,0.237,89.8,8.45,0
W-3,5359.0,86.6,2.326,0.28,94.2,8.51,0
W-3,5359.5,85.2,2.342,0.277,94.0,8.49,0
W-3,5360.0,85.4,2.371,0.24,89.1,8.46,0
W-3,5360.5,80.2,2.379,0.218,91.5,8.58,0
W-3,5361.0,81.6,2.424,0.208,88.0,8.54,0
W-3,5361.5,87.4,2.371,0.25,86.8,8.46,0
W-3,5362.0,82.7,2.364,0.256,94.1,8.53,0
W-3,5362.5,88.3,2.32,0.291,93.1,8.43,0
W-3,5363.0,88.1,2.4,0.26,89.9,8.47,0
W-3,5363.5,88.1,2.385,0.237,90.2,8.57,0
W-3,5364.0,86.6,2.398,0.234,90.8,8.52,0
W-3,5364.5,84.7,2.355,0.259,91.5,8.51,0
