hour,speed,flow,p_suct,p_disc,t_suct,t_disc,vib,power
785,7546.52,66.68,351.26,972.39,90.96,222.96,2.18,98.19
786,7562.59,68.04,348.38,948.5,87.4,219.38,2.48,98.96
787,7525.74,66.06,351.85,961.6,88.81,219.87,2.24,96.4
788,7526.54,65.84,355.59,965.36,92.08,220.99,2.42,93.63
789,7644.38,72.16,351.42,962.09,96.23,229.51,2.42,104.9
790,7620.66,73.19,351.7,968.91,91.79,224.15,2.42,104.83
791,7742.33,76.19,352.02,974.71,91.56,224.14,2.32,111.12
792,7894.86,85.39,345.62,974.95,90.79,230.13,2.2,127.67
793,7918.32,90.9,351.38,996.02,88.73,228.82,2.19,136.45
794,7910.72,91.25,346.95,990.17,91.49,232.94,2.16,137.9
795,8104.27,97.35,348.23,999.81,88.35,220.93,1.88,150.77
796,8265.83,103.2,356.49,1032.9,88.18,231.46,2.32,164.96
797,8293.68,103.63,349.24,1017.7,88.09,232.19,2.26,165.32
798,8306.82,103.4,347.78,1021.28,91.46,236.77,2.35,169.47
799,8297.78,102.47,353.46,1028.72,89.91,234.5,2.2,163.49
800,8119.78,97.83,347.16,1002.05,90.15,232.19,2.31,148.0
801,8085.94,92.03,348.66,993.77,89.98,230.11,2.0,139.94
802,8090.26,93.4,353.75,1009.35,88.31,226.78,2.03,144.15
803,7971.11,89.55,350.13,990.9,88.99,229.25,1.83,135.6
804,7943.35,86.47,345.32,985.92,89.07,229.77,2.18,133.62
805,7789.2,84.41,351.63,991.07,87.89,225.4,2.09,120.79
806,7728.74,75.67,348.81,963.55,89.24,222.54,2.09,113.08
807,7534.19,70.68,354.62,969.94,88.38,221.09,2.3,107.14
808,7603.87,68.46,348.18,950.0,90.87,222.82,2.19,97.94
809,7533.09,67.76,353.15,962.57,90.99,220.48,2.04,98.24
810,7533.12,64.7,355.33,972.54,88.06,220.65,2.64,92.6
811,7496.77,65.94,347.45,946.96,89.56,219.65,2.25,92.41
812,7578.71,69.84,349.42,971.0,92.78,230.28,2.08,103.47
813,7586.28,68.93,351.17,973.68,88.53,223.89,2.14,102.09
814,7681.39,73.73,347.43,969.85,90.64,223.9,2.2,109.24
815,7827.48,80.78,350.81,987.84,90.16,231.06,2.18,121.87
816,7858.64,84.96,349.33,983.59,91.64,223.63,2.4,128.33
817,8010.76,91.39,349.26,999.61,90.44,231.37,2.19,140.9
818,8091.23,94.39,350.15,1005.38,89.35,228.33,2.48,141.1
819,8188.8,96.45,350.21,1016.33,90.1,236.54,2.14,152.28
820,8212.98,100.08,350.49,1019.06,90.12,233.76,2.28,161.62
821,8398.93,102.62,348.2,1023.16,89.86,233.84,2.38,161.58
822,8233.09,100.74,348.33,1013.37,88.02,230.76,2.39,160.76
823,8189.94,100.36,349.64,1020.47,91.86,234.38,2.4,154.24
824,8121.61,95.22,349.87,1003.49,91.6,231.14,2.17,145.02
825,8186.7,99.77,348.68,1019.69,88.43,232.16,2.21,154.2
826,8132.86,98.45,350.97,1010.0,89.55,228.9,1.83,155.4
827,8080.35,90.43,344.56,977.66,89.66,228.01,2.17,138.38
828,8013.13,90.31,347.81,988.03,88.27,227.1,2.36,134.48
829,7760.83,74.57,349.16,963.33,87.2,217.24,2.35,110.36
830,7805.85,82.2,347.43,975.66,88.99,221.36,2.2,125.38
831,7820.44,78.91,354.89,986.79,89.47,223.7,2.47,116.2
832,7580.24,70.01,350.06,963.39,87.84,220.54,2.18,100.66
833,7658.14,72.18,350.53,969.89,90.27,224.48,2.13,106.59
834,7544.98,69.85,348.55,953.16,91.74,223.2,2.18,96.11
835,7546.83,68.04,349.95,959.89,91.26,225.38,2.08,97.25
836,7604.0,71.76,346.35,950.69,89.81,222.84,2.32,107.66
837,7862.14,80.77,349.49,976.68,87.24,227.25,2.25,116.63
838,7919.61,84.03,347.19,993.61,91.07,236.93,2.29,129.19
839,7871.45,81.13,349.17,989.09,90.22,224.18,2.14,122.61
840,8132.72,94.49,342.32,982.11,90.64,226.43,2.19,140.44
841,8124.14,92.75,346.62,993.41,92.9,232.86,1.88,140.51
842,8343.51,106.08,354.39,1034.0,88.76,233.72,2.28,173.45
843,8228.06,103.44,352.49,1028.47,85.69,229.48,2.23,164.78
844,8341.98,105.44,353.96,1036.41,88.42,234.61,2.06,170.07
845,8389.86,108.33,354.16,1046.33,90.73,237.01,2.22,179.88
846,8502.55,114.13,352.02,1045.95,90.04,236.98,2.24,184.34
847,8468.95,109.33,348.64,1025.41,88.18,232.96,2.51,169.68
848,8318.13,107.18,346.89,1017.64,87.87,232.65,2.07,173.07
849,8377.09,110.38,353.44,1031.57,89.47,235.24,2.28,175.12
850,8285.87,101.41,350.19,1019.77,88.13,230.63,2.05,161.04
851,8111.96,95.74,357.48,1029.27,90.78,231.17,2.12,147.67
852,8087.03,94.14,348.9,993.58,89.38,229.12,2.24,142.64
853,7966.47,86.78,355.92,1011.75,89.06,226.86,2.17,129.38
854,7918.55,87.76,349.53,978.42,88.86,226.06,2.2,128.86
855,7785.04,80.21,354.01,995.57,90.39,224.53,2.26,118.06
856,7743.56,81.77,355.09,990.52,90.06,222.08,2.14,118.56
857,7764.97,79.29,346.93,975.8,90.3,226.96,2.35,115.4
858,7617.45,68.48,348.55,965.76,90.27,224.1,2.19,91.8
859,7691.3,77.13,346.9,962.77,89.89,221.4,2.2,107.31
860,7674.4,75.13,346.31,952.87,88.45,222.61,2.27,108.67
861,7796.15,77.93,352.0,978.4,88.9,226.3,2.25,114.91
862,7913.27,85.17,349.41,981.43,89.41,223.83,2.3,122.26
863,7979.02,94.59,350.16,1007.24,93.1,236.81,2.25,146.51
864,8057.94,91.41,351.67,1007.53,87.98,223.09,2.27,137.12
865,8239.58,101.82,344.43,1006.06,89.37,235.68,2.16,159.3
866,8245.74,101.66,353.86,1026.07,90.15,230.98,2.05,159.03
867,8309.91,106.83,348.95,1022.98,89.55,236.55,2.02,167.08
868,8378.54,109.55,351.6,1035.96,91.61,235.92,1.99,174.77
869,8478.6,111.01,351.86,1048.06,89.54,238.13,2.52,188.24
870,8498.57,114.23,354.11,1053.4,89.65,236.52,1.93,184.41
871,8443.55,111.23,349.69,1027.1,91.22,236.36,2.42,176.65
872,8440.45,113.4,343.63,1026.82,92.72,245.84,2.13,183.36
873,8397.01,109.4,350.17,1028.99,92.11,237.51,2.41,170.48
874,8245.1,102.31,350.6,1014.81,89.8,236.17,1.88,153.7
875,8134.47,97.16,346.9,984.49,89.93,227.02,2.17,142.62
876,8125.42,95.93,350.44,1012.13,90.07,234.69,2.42,150.26
877,8011.84,88.95,348.92,996.15,90.22,226.09,2.31,133.17
878,7905.89,85.78,345.97,980.78,88.73,225.78,2.15,126.25
879,7855.49,82.84,352.01,989.2,91.4,226.12,1.91,125.8
880,7848.96,81.31,348.31,974.02,90.31,228.17,2.01,116.22
881,7806.5,80.17,348.78,976.28,89.93,225.29,2.42,117.04
882,7667.75,73.93,348.61,970.3,88.09,217.79,2.17,102.7
883,7689.32,74.01,353.71,986.14,90.09,221.69,2.21,110.17
884,7751.25,75.29,349.88,974.6,87.16,219.14,2.26,110.41
885,7862.29,83.58,350.24,992.29,89.13,228.51,2.01,127.49
886,8012.91,87.72,348.68,993.2,89.16,229.4,2.26,128.35
887,8019.88,88.7,351.39,999.29,90.43,228.12,2.14,133.39
888,8023.45,89.25,354.05,1009.76,92.82,230.62,2.24,132.59
889,8175.31,94.36,351.94,1007.44,90.86,232.0,2.12,143.47
890,8295.17,103.3,352.06,1026.95,92.17,233.79,1.98,167.08
891,8327.24,108.16,351.82,1024.97,90.97,235.57,2.17,168.98
892,8393.59,109.37,345.86,1015.48,91.69,237.9,2.34,166.93
893,8476.45,112.32,347.37,1019.83,92.79,237.77,2.31,174.44
894,8458.5,113.46,349.39,1034.45,88.9,237.09,2.26,176.77
895,8491.05,114.14,347.82,1043.18,88.8,239.37,2.4,181.64
896,8385.96,107.99,346.81,1021.04,91.0,238.05,2.21,172.01
897,8313.65,107.53,344.38,1011.81,89.99,232.84,2.23,163.14
898,8294.57,106.43,345.96,1023.88,90.33,238.67,2.15,169.3
899,8111.38,96.7,349.23,1007.46,89.63,233.06,2.35,148.47
900,8152.57,97.01,349.79,1002.92,89.11,229.81,2.25,146.13
901,8008.79,87.17,347.62,987.82,92.43,231.76,2.12,130.76
902,7970.91,87.08,350.24,989.5,88.35,225.04,1.98,126.95
903,7907.75,85.91,348.7,982.48,91.03,229.14,2.37,129.46
904,7720.45,78.52,353.27,981.07,90.79,224.3,2.11,112.89
905,7822.45,82.05,349.52,986.14,87.63,221.99,2.22,120.64
906,7699.36,75.27,352.09,982.53,88.75,224.82,2.58,109.21
907,7661.21,72.7,350.61,961.4,89.01,216.56,2.35,105.7
908,7811.45,78.51,345.79,960.6,90.85,224.85,2.46,114.22
909,7722.17,77.41,349.73,973.21,89.45,222.48,2.13,104.72
910,7863.18,83.5,346.29,976.42,89.87,225.48,2.37,123.44
911,7987.44,86.72,349.68,1000.71,87.81,227.8,2.2,126.37
912,8034.88,93.12,347.76,1011.48,93.49,235.22,2.26,143.06
913,8139.06,98.63,351.15,1008.21,90.11,231.49,2.51,150.76
914,8320.57,102.62,345.97,1007.4,90.75,234.36,2.18,157.3
915,8338.61,107.13,350.04,1031.18,89.19,234.09,2.23,171.83
916,8433.15,109.48,351.72,1035.57,89.02,237.8,2.11,177.02
917,8369.28,110.71,352.72,1040.2,92.87,239.72,2.38,175.42
918,8433.22,111.5,347.71,1028.19,87.12,235.5,2.17,174.84
919,8322.86,103.71,350.05,1009.03,90.42,234.56,2.37,159.34
920,8313.5,106.99,350.55,1027.24,88.18,235.92,1.98,164.32
921,8202.55,100.27,354.64,1029.89,89.39,233.44,2.3,156.49
922,8209.69,100.92,345.56,1008.01,89.04,232.28,2.11,159.94
923,8057.49,94.74,347.27,995.83,88.52,225.74,2.31,138.73
924,7977.57,91.18,358.41,1014.49,90.05,227.75,2.2,138.43
925,8014.56,89.84,349.18,993.24,86.15,226.67,2.12,133.11
926,7759.82,85.01,344.33,953.91,89.53,223.07,2.15,126.86
927,7714.37,79.18,348.25,964.86,89.86,215.86,2.09,112.26
928,7649.62,73.45,341.69,947.89,87.96,222.93,2.36,102.48
929,7647.41,70.37,350.72,966.2,92.27,225.95,2.08,98.01
930,7634.63,70.53,352.43,974.99,89.11,221.21,2.2,102.56
931,7607.89,74.28,347.27,948.85,89.64,221.73,2.29,105.12
932,7724.78,78.0,348.59,966.89,89.11,223.52,2.46,109.87
933,7752.4,81.46,352.77,984.05,89.88,222.79,2.21,122.9
934,7837.1,80.73,344.75,969.3,91.96,230.44,2.17,118.4
935,7848.42,82.47,346.04,979.8,93.71,228.56,2.24,124.41
936,7928.08,85.37,349.32,989.39,91.12,228.45,1.89,126.4
937,8014.56,89.78,347.74,1001.63,91.63,232.35,2.02,137.58
938,8232.41,96.03,349.12,1007.56,92.57,232.42,2.15,146.79
939,8259.7,101.97,346.21,1013.47,90.37,235.62,2.11,163.08
940,8234.44,103.5,350.64,1016.41,92.36,237.48,1.98,161.09
941,8316.65,107.31,349.55,1018.7,91.19,237.42,2.36,167.59
942,8345.04,106.18,351.65,1033.1,90.22,237.16,2.26,167.47
943,8372.28,107.15,350.6,1020.36,90.53,230.58,2.25,165.94
944,8252.08,100.72,350.62,1023.52,87.27,228.63,2.11,158.81
945,8160.33,97.47,345.66,998.83,90.44,232.53,2.22,150.91
946,8135.41,93.15,351.48,1016.57,87.68,229.56,2.28,142.37
947,7859.73,80.07,349.01,982.29,87.56,222.69,2.17,118.61
948,7882.61,87.34,349.5,989.76,90.29,231.5,2.27,130.91
949,7595.56,70.63,353.14,976.8,88.33,221.19,2.12,103.9
950,7630.1,73.22,347.84,956.57,89.99,222.52,2.25,98.92
951,7688.05,74.94,354.05,975.92,90.21,224.08,2.4,105.99
952,7639.34,69.43,354.33,977.43,90.27,222.5,2.42,96.92
953,7492.53,65.4,352.26,958.91,88.64,223.36,2.47,92.86
954,7485.39,63.89,347.06,943.5,91.35,218.72,2.31,86.38
955,7614.2,67.63,343.44,944.74,89.87,220.19,2.24,93.47
956,7514.68,67.85,353.24,975.25,90.66,221.14,2.18,95.01
957,7724.4,76.29,350.33,973.45,88.21,224.83,1.95,109.68
958,7668.23,74.6,347.76,963.14,89.73,224.18,2.02,103.74
959,7765.14,83.49,353.52,982.25,91.65,224.0,2.18,124.68
960,7968.98,85.74,347.42,986.5,91.46,227.7,2.18,129.17
961,7986.35,89.65,348.73,995.55,88.8,230.68,2.41,135.62
962,8034.41,89.17,351.57,1007.33,89.18,229.8,2.4,135.4
963,8151.85,97.86,346.66,999.79,88.52,232.67,2.1,142.91
964,8205.61,99.97,349.67,1017.99,89.02,232.3,2.33,154.42
965,8185.77,98.68,353.27,1024.8,87.9,231.54,2.14,152.24
966,8235.93,99.97,350.63,1024.83,89.79,234.69,2.32,157.94
967,8212.59,98.46,353.74,1030.08,90.95,233.16,2.33,157.15
968,8224.54,103.21,353.4,1035.93,88.82,233.47,2.4,165.29
969,8153.77,99.5,350.02,1008.7,89.86,228.66,2.13,156.6
970,8069.81,93.11,342.99,974.98,89.67,228.86,2.35,135.46
971,7948.84,87.16,346.68,988.78,91.58,232.02,1.92,128.63
972,7890.85,85.19,352.29,998.57,89.08,228.67,2.4,131.47
973,7794.33,84.67,345.35,976.6,89.14,227.61,2.2,125.13
974,7627.27,73.02,349.02,971.21,88.73,222.35,2.23,105.3
975,7531.02,71.3,351.02,973.46,88.29,224.65,1.94,109.19
976,7652.09,70.37,354.41,980.34,90.79,225.24,2.18,104.56
977,7534.56,66.06,348.27,952.15,89.8,222.95,2.46,92.66
978,7457.66,64.12,348.07,938.42,90.08,220.6,2.21,86.47
979,7608.62,68.97,349.84,960.76,91.91,222.9,2.36,102.4
980,7584.48,69.18,351.05,963.21,92.0,223.78,2.25,99.5
981,7643.41,67.3,349.54,959.69,87.53,220.27,2.41,96.0
982,7713.87,78.08,353.15,983.07,90.97,222.56,2.25,116.76
983,7846.8,84.07,347.6,979.61,90.34,224.48,2.07,126.52
984,7909.06,88.48,350.36,991.4,89.31,223.94,2.21,133.86
985,8045.08,94.33,351.34,1008.84,90.49,230.64,2.44,147.23
986,8050.72,91.43,348.8,982.61,87.41,223.03,2.27,136.44
987,8189.91,98.81,352.52,1021.99,92.19,231.81,2.19,155.92
988,8277.91,102.81,350.45,1023.68,90.77,235.23,2.55,159.22
989,8263.72,103.38,352.37,1035.29,88.7,233.97,2.39,170.12
990,8348.71,104.87,350.58,1031.48,89.12,237.32,2.35,162.95
991,8334.69,105.82,351.13,1039.65,87.45,238.73,2.28,171.0
992,8356.62,107.25,348.1,1021.68,89.53,235.74,2.34,164.59
993,8260.38,102.43,348.11,1014.21,89.28,231.5,2.33,158.85
994,8101.27,95.7,353.67,1020.76,88.01,230.79,1.88,147.11
995,8032.99,94.31,351.91,1007.67,91.17,230.95,2.26,144.57
996,8064.26,90.38,346.93,983.52,91.92,229.05,2.18,135.13
997,7851.11,85.23,350.54,984.61,89.96,223.92,2.13,123.12
998,7729.66,76.22,342.88,952.99,89.54,222.14,2.18,108.37
999,7713.79,77.65,348.28,973.06,90.65,224.94,1.98,117.35
1000,7633.88,73.54,352.88,974.9,89.97,223.96,1.96,102.84
1001,7585.36,67.02,349.62,958.46,88.38,220.25,2.43,92.73
1002,7593.11,68.69,350.35,960.06,89.02,223.43,2.31,100.38
1003,7666.53,71.76,340.95,945.29,89.56,224.01,1.87,101.45
1004,7637.41,73.56,348.82,969.31,90.37,224.79,2.14,106.97
1005,7748.06,79.86,351.01,972.66,90.01,222.32,2.35,118.87
1006,7810.38,85.19,351.4,981.26,90.32,222.71,2.16,122.74
1007,7860.94,83.0,352.89,1000.3,87.71,224.19,2.39,123.71
1008,8010.28,92.6,349.37,992.0,91.0,227.55,2.36,136.79
1009,8085.02,96.63,349.5,1008.94,90.01,226.41,2.0,147.51
1010,8167.03,97.07,346.0,1005.41,93.83,234.77,2.18,153.25
1011,8371.93,107.46,349.39,1033.3,89.42,239.62,2.16,166.43
1012,8347.65,105.74,346.22,1016.86,90.49,236.65,2.02,161.88
1013,8303.89,107.06,344.46,1010.27,94.24,238.6,2.0,162.22
1014,8373.87,108.48,346.74,1028.65,90.29,238.77,2.11,176.86
1015,8290.68,104.9,354.53,1027.96,89.9,228.63,2.13,163.02
1016,8390.11,108.68,349.19,1023.39,88.52,234.09,2.27,170.04
1017,8298.07,105.39,350.66,1028.26,92.29,239.9,2.38,161.77
1018,8235.14,100.86,348.46,1009.51,88.26,230.37,2.29,154.7
1019,8189.43,100.24,344.63,1003.11,90.64,230.45,2.32,156.52
1020,8041.62,93.7,352.81,1011.34,89.29,228.46,2.16,144.6
1021,7932.21,89.2,343.48,977.7,89.72,230.76,2.29,131.55
1022,7874.13,85.17,348.34,982.65,87.86,224.97,2.18,121.24
1023,7849.09,78.92,349.84,980.33,92.01,224.39,2.14,115.03
1024,7660.96,72.61,350.69,966.46,89.58,226.18,2.52,104.8
1025,7652.75,74.3,347.82,967.08,88.18,219.33,1.87,104.38
1026,7564.49,68.73,344.49,944.34,91.88,222.21,1.96,98.23
1027,7699.42,78.76,347.6,972.15,89.24,222.04,2.28,117.42
1028,7749.31,79.24,347.75,974.34,90.5,223.64,2.17,114.21
1029,7834.64,83.98,347.68,986.0,91.26,228.07,1.99,127.15
1030,7920.85,87.4,352.91,997.06,90.71,228.88,2.04,130.91
1031,7983.17,90.82,346.36,979.28,86.71,226.34,2.06,137.43
1032,8075.3,94.98,350.9,1006.18,91.04,230.33,2.34,151.18
1033,8186.47,99.41,350.47,1032.01,89.85,233.75,2.39,154.73
1034,8260.91,102.68,352.88,1034.43,89.51,235.42,2.46,165.56
1035,8402.69,109.11,349.6,1024.71,89.84,235.89,1.99,175.86
1036,8443.27,110.25,352.37,1047.18,87.58,236.3,2.05,176.07
1037,8438.65,111.27,349.48,1036.98,90.29,238.68,2.03,176.95
1038,8558.65,114.7,351.3,1038.88,87.95,234.94,2.46,182.6
1039,8498.11,114.31,345.49,1033.84,89.57,239.6,2.33,183.51
1040,8376.17,108.13,342.09,1006.4,90.23,235.75,2.25,166.64
1041,8466.75,110.94,351.13,1036.67,91.61,240.46,2.28,177.02
1042,8332.69,109.3,351.29,1030.13,88.77,238.33,2.22,175.67
1043,8256.03,100.21,351.43,1026.09,92.18,236.59,2.04,151.99
1044,8096.62,94.46,348.43,996.24,91.42,230.86,2.28,139.72
1045,7972.52,92.17,354.47,1000.24,89.36,226.5,2.17,140.75
1046,7923.61,84.82,348.62,987.59,88.34,224.5,2.02,128.0
1047,7895.79,87.26,351.26,981.28,87.83,223.9,2.29,124.99
1048,7782.74,78.11,351.78,980.15,90.41,225.34,2.15,116.16
1049,7768.12,82.33,355.16,999.77,88.89,224.24,2.25,127.75
1050,7689.15,76.15,349.05,971.54,91.8,227.49,2.2,110.45
1051,7750.64,78.58,348.04,976.45,88.98,224.52,2.35,112.15
1052,7826.5,80.56,345.51,971.65,88.65,222.68,2.24,120.25
1053,7950.55,88.17,354.66,1021.23,90.35,232.02,2.07,142.16
1054,7897.75,83.74,351.26,986.97,88.97,225.2,2.25,121.45
1055,8113.35,96.12,351.36,1011.74,90.01,232.91,2.26,148.09
1056,8089.85,96.19,359.35,1033.11,91.48,233.79,2.28,154.37
1057,8274.6,100.97,350.98,1025.14,90.18,234.1,2.37,159.11
1058,8379.89,104.64,346.09,1012.04,90.18,233.7,2.13,157.36
1059,8435.44,110.95,349.41,1038.41,90.31,238.45,2.34,179.82
1060,8476.24,112.64,347.08,1022.62,87.46,234.45,1.99,174.78
1061,8552.06,115.38,348.81,1047.15,90.59,242.18,2.25,184.58
1062,8414.95,111.31,348.79,1035.93,90.24,238.92,2.21,173.5
1063,8474.02,115.98,348.24,1036.56,91.34,239.83,2.48,190.19
1064,8408.45,111.53,345.82,1021.56,90.91,239.7,2.22,173.46
1065,8350.23,109.38,354.78,1043.76,89.7,234.2,2.32,176.91
1066,8209.74,99.51,350.9,1021.81,91.55,239.99,1.95,157.45
1067,8218.5,100.18,349.32,1013.01,89.56,233.65,2.16,155.55
1068,8188.45,96.76,352.27,1014.84,90.37,229.22,2.08,150.38
1069,7950.24,89.3,351.41,999.33,89.53,228.19,2.57,136.02
1070,7880.82,87.33,350.83,982.54,90.69,227.3,2.1,129.03
1071,7812.79,76.71,352.05,987.92,89.44,224.27,2.22,111.48
1072,7716.54,75.51,350.4,971.34,92.47,222.47,2.23,106.82
1073,7665.77,71.46,352.01,971.7,93.03,223.16,1.99,103.05
1074,7642.75,73.98,352.26,978.21,91.31,225.83,2.15,107.7
1075,7739.72,77.65,350.49,979.82,92.31,223.58,2.28,115.29
1076,7844.53,81.61,349.34,970.95,87.69,218.29,2.22,121.6
1077,7964.04,88.97,354.59,1005.17,87.87,226.55,1.86,135.96
1078,7872.95,79.95,348.57,982.8,89.52,225.57,2.12,115.79
1079,7998.57,93.37,351.17,1003.9,90.06,228.07,2.35,135.52
1080,8099.83,92.72,351.24,1013.36,89.7,230.1,2.29,140.8
1081,8113.9,97.79,348.17,999.83,87.54,225.0,2.39,144.55
1082,8262.58,100.25,347.58,1001.6,91.73,233.92,2.07,150.74
1083,8317.29,104.87,348.94,1024.45,93.23,236.95,2.42,166.01
1084,8381.68,107.98,348.52,1021.31,91.92,235.83,2.23,169.82
1085,8384.27,109.69,345.63,1007.28,91.63,236.11,2.47,175.0
1086,8307.6,103.6,348.05,1018.95,90.34,234.56,2.23,163.65
1087,8267.78,104.84,350.8,1031.88,88.74,233.08,1.92,172.34
1088,8402.22,106.42,353.8,1033.94,90.11,230.52,2.36,171.11
1089,8270.9,103.49,351.66,1036.31,93.16,240.02,2.15,168.54
1090,8201.52,99.18,342.2,984.8,89.47,230.51,2.15,147.53
1091,8100.81,96.83,351.92,1012.05,89.32,228.98,1.98,145.8
1092,7997.59,91.11,348.33,989.95,91.66,227.74,2.44,134.92
1093,7936.27,86.94,351.36,993.76,91.76,228.92,2.12,130.16
1094,7759.24,81.02,349.96,977.42,88.73,224.23,2.45,116.68
1095,7792.41,77.08,349.42,970.14,89.61,223.1,2.15,108.57
1096,7716.15,78.23,349.69,988.56,89.25,229.64,2.08,117.83
1097,7688.6,74.12,349.93,964.54,90.1,223.42,2.43,103.32
1098,7619.57,72.61,354.03,976.43,91.66,223.46,2.22,100.88
1099,7657.4,72.22,349.94,974.25,88.79,224.23,2.22,101.86
1100,7698.12,76.77,353.26,989.99,91.63,227.05,2.03,113.35
1101,7691.49,74.96,352.82,987.82,90.15,225.33,2.15,108.08
1102,7806.67,79.98,352.0,980.03,93.49,229.95,2.27,116.45
1103,7927.3,84.13,344.64,973.28,90.48,225.51,2.01,125.1
1104,7876.18,85.84,353.35,988.39,89.85,224.71,2.12,128.8
1105,8085.54,92.6,348.63,1004.26,90.86,234.3,2.14,139.54
1106,7974.73,91.72,352.15,1000.28,89.49,228.16,2.21,134.66
1107,8157.76,97.78,347.08,998.41,87.31,227.35,2.43,146.76
1108,8310.13,106.85,346.44,1013.92,89.64,230.88,2.18,168.38
1109,8305.45,109.27,355.93,1044.81,89.62,230.4,2.12,178.33
1110,8403.88,105.57,347.13,1018.96,87.61,237.12,2.65,166.62
1111,8257.32,103.29,353.44,1037.55,89.89,235.78,2.15,168.44
1112,8176.8,97.11,350.36,1017.44,86.9,228.58,2.18,156.25
1113,8153.44,99.44,348.74,1010.92,89.48,232.63,2.15,152.08
1114,8043.47,93.44,349.87,999.45,90.37,227.73,2.16,145.96
1115,7972.3,89.29,346.1,995.39,90.15,230.19,2.21,134.36
1116,7987.79,87.15,349.96,989.92,89.38,224.65,2.34,133.06
1117,7721.01,79.53,346.75,978.98,89.87,223.86,2.27,119.39
1118,7703.83,77.37,348.81,981.36,88.82,220.72,2.38,108.24
1119,7567.57,70.54,352.78,972.38,90.02,218.79,2.4,99.17
1120,7641.81,70.29,350.76,970.28,90.09,224.82,2.27,98.01
1121,7550.48,65.32,345.55,930.22,88.65,213.87,2.31,83.88
1122,7458.17,65.89,352.55,959.37,90.4,220.93,2.43,96.1
1123,7550.55,66.47,349.98,961.91,90.39,223.76,2.09,101.25
1124,7527.46,70.13,348.37,959.84,89.75,221.7,2.62,99.39
1125,7633.61,69.9,352.24,964.25,93.63,223.56,2.16,102.44
1126,7740.85,77.11,349.5,976.28,89.79,224.62,2.16,117.18
1127,7809.48,79.26,346.5,956.33,89.58,220.81,2.03,113.35
1128,7853.76,85.51,355.54,1003.92,89.37,228.57,2.03,129.18
1129,7838.51,83.97,349.95,976.96,88.54,226.7,2.35,122.01
1130,8012.67,90.62,349.76,1004.07,91.03,234.24,2.54,139.83
1131,8136.12,94.83,348.78,1010.65,88.97,227.01,2.12,148.95
1132,8150.97,100.6,353.54,1019.29,89.15,229.55,2.26,157.54
1133,8323.01,103.16,348.43,1021.24,89.19,234.17,2.26,163.23
1134,8224.26,100.52,345.37,1003.24,88.52,232.4,2.36,154.08
1135,8320.34,105.34,347.96,1018.1,87.37,228.5,2.55,159.92
1136,8216.46,96.97,353.98,1020.37,89.31,227.07,2.44,153.38
1137,8140.98,98.77,352.5,1019.81,91.31,235.94,2.17,149.81
1138,8046.21,93.79,349.23,992.1,90.3,227.24,2.28,142.41
1139,7978.97,90.12,354.12,997.92,92.34,225.72,2.29,137.51
1140,7980.58,89.11,352.24,1000.25,91.13,226.89,2.2,131.19
1141,7728.08,73.74,349.2,966.19,90.79,224.23,2.06,104.35
1142,7621.16,68.87,349.5,963.3,92.82,223.12,2.12,105.07
1143,7618.97,70.1,350.99,962.5,89.85,221.23,2.41,99.85
1144,7652.26,67.4,347.5,963.09,90.09,221.26,2.43,93.24
1145,7573.19,69.5,350.01,961.19,89.98,217.72,2.22,101.61
1146,7550.57,68.94,350.93,962.23,92.32,226.1,2.29,96.13
1147,7529.17,68.6,344.94,943.34,90.0,221.23,2.44,90.17
1148,7587.67,72.22,349.43,968.85,89.03,221.51,1.98,105.99
1149,7667.19,76.05,349.09,971.02,90.88,223.6,2.16,107.62
1150,7703.24,76.04,353.08,984.64,88.78,225.97,2.52,113.0
1151,7869.93,82.11,344.47,973.05,90.8,228.87,2.25,117.89
1152,7910.68,86.67,348.86,978.07,90.62,228.2,2.03,129.26
1153,7978.38,88.18,348.55,982.29,89.72,224.91,2.22,130.82
1154,8163.38,96.68,352.88,1016.4,90.85,232.0,2.36,141.79
1155,8208.2,97.16,349.87,1011.45,87.77,230.44,1.83,151.03
1156,8234.95,100.19,355.39,1036.21,90.24,232.91,2.24,158.22
1157,8334.23,107.96,351.99,1033.2,89.31,234.45,2.17,175.9
1158,8208.58,99.71,348.77,1011.51,94.29,235.69,1.96,155.27
1159,8240.33,98.94,350.72,1011.6,90.23,232.43,2.22,154.76
1160,8146.8,100.37,348.94,1010.75,89.11,228.77,2.19,152.76
1161,8171.1,97.86,352.58,1013.42,87.93,229.7,2.2,148.43
1162,8117.24,95.41,346.0,997.37,91.96,233.79,2.15,144.81
1163,7986.65,90.36,347.53,978.0,89.47,225.13,2.05,131.72
1164,7923.81,86.24,351.37,994.41,88.81,226.99,1.98,133.3
1165,7818.43,82.07,353.68,984.5,90.5,223.6,2.11,120.26
1166,7907.26,87.57,343.39,967.67,90.97,226.0,2.33,123.77
1167,7785.56,78.56,354.12,995.34,90.95,227.91,2.25,114.99
1168,7597.59,70.18,349.58,965.37,90.03,223.52,2.22,103.78
1169,7579.41,69.1,344.35,939.05,90.24,218.98,2.08,95.46
1170,7540.29,67.53,340.99,930.8,90.35,219.17,2.19,92.38
1171,7518.09,63.39,345.41,937.05,90.5,218.91,2.37,90.81
1172,7594.2,72.93,349.94,959.53,90.64,220.34,2.3,101.01
1173,7659.02,73.39,349.8,969.9,91.64,227.79,2.15,99.49
