kh_md_ft,kh_welltest,lateral_ft,depletion_idx,offset_wct,gor_scf,frac_efficiency_post,productivity_boed
2374.0,2084.0,6509.0,0.4,0.33,1939.0,0.3325,12.2
756.0,652.0,4065.0,0.56,0.17,825.0,0.18,6.9
650.0,759.0,6922.0,0.31,0.63,1586.0,0.279,11.5
392.0,313.0,4019.0,0.76,0.32,1193.0,0.0965,3.8
1059.0,1243.0,7955.0,0.41,0.39,1163.0,0.2629,10.6
974.0,950.0,8928.0,0.7,0.2,2165.0,0.2614,10.9
673.0,663.0,7935.0,0.53,0.34,1412.0,0.1377,5.6
354.0,274.0,8855.0,0.65,0.26,1487.0,0.1308,5.3
738.0,722.0,4000.0,0.37,0.26,2292.0,0.1191,5.0
629.0,690.0,4416.0,0.78,0.48,1617.0,0.1188,4.4
229.0,187.0,8889.0,0.71,0.66,2103.0,0.098,3.7
205.0,221.0,9620.0,0.81,0.17,2226.0,0.0673,2.6
1045.0,1059.0,9024.0,0.64,0.41,1890.0,0.2852,10.8
83.0,75.0,8641.0,0.19,0.44,788.0,0.1049,4.0
784.0,891.0,8952.0,0.58,0.43,739.0,0.2117,8.5
454.0,326.0,9177.0,0.25,0.14,1368.0,0.1923,6.8
1894.0,1995.0,9071.0,0.23,0.08,626.0,0.6268,25.2
448.0,571.0,9166.0,0.59,0.23,1101.0,0.2358,10.0
1127.0,1399.0,4518.0,0.37,0.47,917.0,0.1993,7.7
484.0,513.0,4443.0,0.25,0.63,577.0,0.1414,5.3
729.0,696.0,6528.0,0.1,0.08,1298.0,0.2537,10.0
1199.0,1090.0,7693.0,0.38,0.49,998.0,0.3393,12.4
459.0,439.0,9338.0,0.65,0.13,704.0,0.1881,7.2
1476.0,1602.0,6343.0,0.06,0.74,1961.0,0.3209,13.0
300.0,266.0,5926.0,0.16,0.25,2325.0,0.1639,6.5
842.0,943.0,9470.0,0.33,0.53,1742.0,0.2445,9.4
1391.0,1916.0,5745.0,0.5,0.24,2359.0,0.2132,8.2
1128.0,1117.0,9746.0,0.41,0.71,833.0,0.3231,11.8
3081.0,2519.0,5240.0,0.23,0.37,2036.0,0.4372,16.2
361.0,295.0,6516.0,0.19,0.26,1317.0,0.1223,5.1
221.0,248.0,6808.0,0.35,0.02,1479.0,0.1296,5.1
300.0,298.0,6097.0,0.57,0.3,1829.0,0.1126,4.6
1128.0,1287.0,4023.0,0.54,0.61,2067.0,0.1404,5.1
991.0,914.0,5649.0,0.66,0.19,620.0,0.2264,9.2
722.0,818.0,6364.0,0.68,0.47,1276.0,0.2139,8.2
271.0,265.0,6195.0,0.74,0.23,2030.0,0.108,4.3
1228.0,1101.0,9499.0,0.33,0.17,1570.0,0.4972,21.4
250.0,235.0,4332.0,0.38,0.09,1183.0,0.1223,5.0
1681.0,1405.0,6723.0,0.52,0.28,581.0,0.3042,11.9
6542.0,8816.0,4263.0,0.33,0.31,515.0,0.4272,16.1
892.0,879.0,10515.0,0.64,0.6,1350.0,0.2293,8.6
1060.0,1168.0,9531.0,0.67,0.16,1467.0,0.2978,12.3
448.0,414.0,10875.0,0.67,0.59,958.0,0.1614,6.1
156.0,133.0,10371.0,0.41,0.05,2099.0,0.1079,4.0
411.0,397.0,6211.0,0.75,0.08,1947.0,0.1261,4.8
277.0,327.0,8841.0,0.44,0.26,876.0,0.1832,7.2
209.0,193.0,6146.0,0.1,0.04,876.0,0.091,3.5
2638.0,2315.0,10217.0,0.58,0.16,2230.0,0.6928,26.6
827.0,847.0,6875.0,0.7,0.43,2338.0,0.222,8.0
901.0,971.0,6631.0,0.18,0.18,2469.0,0.2867,10.2
519.0,665.0,10398.0,0.15,0.51,1873.0,0.2761,10.4
579.0,611.0,9857.0,0.33,0.31,2358.0,0.2966,11.4
1439.0,1585.0,10765.0,0.43,0.33,797.0,0.4367,16.9
648.0,722.0,4465.0,0.32,0.18,811.0,0.2205,8.5
1017.0,855.0,5703.0,0.33,0.44,583.0,0.2593,9.9
569.0,492.0,6106.0,0.42,0.34,1577.0,0.1838,7.3
506.0,430.0,6970.0,0.15,0.41,943.0,0.1899,6.7
216.0,177.0,7312.0,0.21,0.09,1638.0,0.1402,5.7
137.0,154.0,6040.0,0.07,0.34,515.0,0.0801,2.9
540.0,564.0,9533.0,0.56,0.16,1558.0,0.2046,8.9
696.0,704.0,5563.0,0.27,0.49,2278.0,0.1846,7.2
238.0,161.0,8876.0,0.68,0.39,1952.0,0.1034,4.1
647.0,881.0,9962.0,0.61,0.36,1234.0,0.2465,9.4
694.0,607.0,8226.0,0.56,0.23,636.0,0.1709,6.7
119.0,161.0,6479.0,0.55,0.51,990.0,0.0818,3.0
320.0,257.0,5315.0,0.22,0.34,1507.0,0.1337,5.2
921.0,816.0,4940.0,0.52,0.66,1015.0,0.1416,5.8
907.0,651.0,9209.0,0.5,0.63,2053.0,0.2662,10.8
264.0,279.0,7284.0,0.09,0.41,2370.0,0.218,8.6
755.0,640.0,4324.0,0.32,0.35,852.0,0.2086,7.8
1507.0,1283.0,10887.0,0.14,0.5,511.0,0.679,25.1
1239.0,1008.0,8699.0,0.6,0.24,668.0,0.3723,15.3
616.0,693.0,9909.0,0.31,0.11,2106.0,0.3021,12.2
457.0,509.0,7067.0,0.27,0.59,607.0,0.1215,5.0
402.0,528.0,10688.0,0.73,0.39,1993.0,0.1513,5.9
967.0,873.0,5397.0,0.28,0.22,1310.0,0.193,7.1
777.0,803.0,5296.0,0.45,0.35,1352.0,0.3277,12.6
1101.0,907.0,10232.0,0.53,0.35,1962.0,0.2913,11.0
739.0,703.0,10242.0,0.26,0.3,1140.0,0.2369,8.8
1281.0,1185.0,7493.0,0.6,0.56,2121.0,0.1485,5.9
717.0,769.0,4881.0,0.48,0.26,689.0,0.14,5.8
1246.0,1451.0,6137.0,0.54,0.47,1937.0,0.2234,8.9
1335.0,1549.0,9279.0,0.39,0.03,2307.0,0.5177,19.2
349.0,308.0,9922.0,0.11,0.12,829.0,0.1955,7.3
157.0,182.0,6434.0,0.5,0.65,1610.0,0.1058,4.1
2287.0,2271.0,4429.0,0.39,0.6,1782.0,0.254,9.4
817.0,778.0,8660.0,0.36,0.15,766.0,0.2626,10.1
169.0,152.0,9176.0,0.08,0.22,1587.0,0.1547,6.1
376.0,345.0,6968.0,0.36,0.18,1005.0,0.2033,8.5
1233.0,1602.0,8082.0,0.31,0.39,2007.0,0.3586,13.1
532.0,557.0,10912.0,0.22,0.22,1636.0,0.2238,8.7
442.0,453.0,5715.0,0.3,0.14,1321.0,0.1858,7.4
2040.0,1961.0,8011.0,0.49,0.32,1985.0,0.4167,16.2
288.0,415.0,8277.0,0.53,0.19,1964.0,0.1515,5.5
351.0,427.0,7844.0,0.12,0.22,921.0,0.2512,9.3
788.0,707.0,10084.0,0.36,0.33,551.0,0.1866,7.4
909.0,872.0,8235.0,0.53,0.16,997.0,0.294,11.1
989.0,958.0,7555.0,0.78,0.41,2265.0,0.2489,9.1
1379.0,1409.0,4861.0,0.26,0.52,1294.0,0.1788,6.8
780.0,702.0,8922.0,0.42,0.23,903.0,0.2049,7.9
984.0,1051.0,4925.0,0.14,0.12,1238.0,0.2494,10.8
541.0,672.0,4186.0,0.5,0.45,1266.0,0.1776,6.5
699.0,574.0,7420.0,0.62,0.31,1408.0,0.2367,9.7
725.0,612.0,8007.0,0.61,0.5,1400.0,0.159,6.8
790.0,735.0,10993.0,0.58,0.83,1096.0,0.2119,9.0
1234.0,1156.0,8986.0,0.39,0.17,1099.0,0.3765,15.2
1037.0,1400.0,9940.0,0.37,0.65,2100.0,0.2465,9.3
689.0,801.0,6425.0,0.47,0.19,1826.0,0.2256,8.3
348.0,401.0,7562.0,0.57,0.34,1859.0,0.1497,5.7
702.0,675.0,10820.0,0.5,0.23,881.0,0.3285,11.7
650.0,623.0,6922.0,0.72,0.33,2484.0,0.1494,5.9
776.0,624.0,9651.0,0.62,0.64,674.0,0.265,10.4
3886.0,4370.0,7682.0,0.51,0.39,1865.0,0.4614,19.7
437.0,471.0,5568.0,0.63,0.23,1987.0,0.1803,7.2
932.0,1131.0,8063.0,0.17,0.22,1034.0,0.3384,14.6
1564.0,1515.0,5526.0,0.58,0.37,654.0,0.2253,9.3
719.0,704.0,4021.0,0.5,0.13,1975.0,0.1392,5.2
4317.0,4428.0,5651.0,0.7,0.08,1631.0,0.2793,11.8
492.0,562.0,5352.0,0.37,0.05,2431.0,0.2163,9.1
862.0,691.0,6596.0,0.31,0.49,1955.0,0.256,10.9
351.0,392.0,10220.0,0.65,0.66,2359.0,0.1429,5.3
502.0,501.0,6715.0,0.18,0.04,1769.0,0.2249,8.0
812.0,693.0,9916.0,0.29,0.23,1496.0,0.3207,12.5
1309.0,958.0,7889.0,0.59,0.2,2389.0,0.243,9.0
859.0,841.0,4053.0,0.37,0.53,2138.0,0.1543,6.3
1821.0,2263.0,5321.0,0.42,0.36,570.0,0.319,11.6
616.0,793.0,10519.0,0.73,0.37,1666.0,0.2184,8.8
510.0,538.0,8229.0,0.44,0.52,799.0,0.1817,6.8
5786.0,7766.0,10507.0,0.48,0.68,2396.0,0.9986,38.7
912.0,906.0,6171.0,0.31,0.15,1852.0,0.2651,11.3
374.0,432.0,9016.0,0.05,0.28,1403.0,0.1874,7.6
382.0,357.0,9404.0,0.04,0.21,2420.0,0.191,7.3
313.0,290.0,10830.0,0.61,0.48,1173.0,0.1545,6.6
1407.0,1271.0,4127.0,0.22,0.31,1388.0,0.2034,7.8
497.0,365.0,10666.0,0.09,0.07,1298.0,0.242,10.1
736.0,893.0,6741.0,0.35,0.32,764.0,0.2449,9.2
632.0,574.0,9866.0,0.6,0.14,800.0,0.2412,10.0
1194.0,1059.0,7813.0,0.33,0.63,1682.0,0.3491,13.2
338.0,283.0,7953.0,0.37,0.18,639.0,0.1814,6.7
281.0,273.0,6516.0,0.8,0.45,2362.0,0.0642,2.5
796.0,1037.0,9799.0,0.17,0.32,1155.0,0.3756,14.6
1076.0,1473.0,5848.0,0.13,0.54,1142.0,0.2343,8.4
868.0,676.0,7446.0,0.49,0.37,779.0,0.2394,9.6
348.0,330.0,7921.0,0.2,0.34,1202.0,0.1763,7.0
1144.0,979.0,9198.0,0.1,0.49,1882.0,0.6089,22.8
367.0,425.0,7301.0,0.57,0.22,2415.0,0.2217,8.4
438.0,457.0,8762.0,0.37,0.14,885.0,0.1893,7.4
313.0,284.0,7397.0,0.56,0.19,855.0,0.1043,4.3
1884.0,1904.0,8615.0,0.27,0.09,778.0,0.4029,14.9
1104.0,1028.0,8719.0,0.13,0.28,1648.0,0.3788,15.6
1079.0,1375.0,8966.0,0.16,0.4,734.0,0.3744,13.0
1804.0,1958.0,9763.0,0.64,0.59,676.0,0.2774,11.4
6311.0,6979.0,7785.0,0.48,0.62,1988.0,0.5297,21.7
169.0,114.0,5353.0,0.44,0.38,2086.0,0.1,3.8
368.0,365.0,8757.0,0.38,0.27,1129.0,0.1864,7.0
406.0,555.0,4540.0,0.17,0.54,1663.0,0.1264,5.1
337.0,411.0,5533.0,0.42,0.11,1985.0,0.1439,5.1
281.0,213.0,9545.0,0.87,0.22,598.0,0.1168,4.4
523.0,499.0,7045.0,0.23,0.16,1769.0,0.2266,8.9
251.0,210.0,7486.0,0.72,0.23,1072.0,0.1195,4.5
870.0,1124.0,10912.0,0.58,0.48,1318.0,0.2057,7.5
693.0,719.0,5646.0,0.68,0.14,1212.0,0.1901,6.8
977.0,871.0,4137.0,0.84,0.15,1937.0,0.1169,4.5
998.0,1004.0,4780.0,0.22,0.08,1438.0,0.1723,7.1
1078.0,729.0,5712.0,0.14,0.32,2020.0,0.2294,9.5
493.0,419.0,9081.0,0.53,0.23,1130.0,0.2273,9.5
3630.0,3650.0,9431.0,0.54,0.42,1583.0,0.6249,25.0
802.0,911.0,7958.0,0.19,0.16,2314.0,0.3031,11.7
150.0,112.0,5785.0,0.65,0.69,1376.0,0.0606,2.3
298.0,282.0,7652.0,0.5,0.43,1653.0,0.1136,4.2
165.0,192.0,4105.0,0.51,0.72,1841.0,0.0516,2.2
674.0,542.0,8773.0,0.15,0.61,2325.0,0.2578,10.0
603.0,624.0,8300.0,0.69,0.13,1772.0,0.1969,7.5
457.0,462.0,4153.0,0.84,0.55,1725.0,0.0714,3.2
3323.0,4298.0,9719.0,0.4,0.12,2167.0,0.7824,29.6
1032.0,997.0,9344.0,0.43,0.25,2484.0,0.4073,13.9
1189.0,1159.0,6158.0,0.37,0.18,2298.0,0.1716,6.4
316.0,359.0,8448.0,0.53,0.4,750.0,0.1516,5.8
299.0,245.0,8210.0,0.07,0.46,1853.0,0.2052,8.1
685.0,663.0,5002.0,0.38,0.14,1157.0,0.2061,7.9
764.0,713.0,5353.0,0.61,0.15,1329.0,0.2194,7.9
151.0,148.0,8782.0,0.24,0.49,1791.0,0.1126,4.4
576.0,654.0,10535.0,0.68,0.44,790.0,0.2053,7.5
673.0,731.0,8034.0,0.86,0.7,1885.0,0.1494,5.7
560.0,500.0,7975.0,0.69,0.22,1087.0,0.1978,7.1
347.0,354.0,8527.0,0.4,0.27,2138.0,0.1644,6.0
432.0,540.0,7084.0,0.53,0.24,1243.0,0.2012,7.7
577.0,510.0,4379.0,0.28,0.13,600.0,0.2332,9.0
715.0,731.0,6776.0,0.91,0.27,1698.0,0.1351,5.3
1079.0,1048.0,10302.0,0.14,0.23,2000.0,0.3767,13.9
1579.0,1564.0,9635.0,0.8,0.16,1733.0,0.2519,10.0
526.0,412.0,10492.0,0.66,0.38,2058.0,0.2078,8.0
462.0,571.0,5070.0,0.21,0.1,2108.0,0.1991,7.8
944.0,840.0,7542.0,0.6,0.23,585.0,0.2401,10.0
1084.0,1265.0,8093.0,0.4,0.38,504.0,0.3286,12.6
470.0,428.0,5469.0,0.37,0.8,949.0,0.118,4.9
1252.0,1140.0,5407.0,0.34,0.23,949.0,0.1676,6.6
1456.0,1747.0,9474.0,0.35,0.07,1626.0,0.4172,15.6
1869.0,2170.0,8703.0,0.5,0.48,958.0,0.516,19.8
2759.0,2847.0,8530.0,0.76,0.21,1230.0,0.427,16.4
333.0,373.0,5869.0,0.08,0.49,1407.0,0.1648,6.7
673.0,644.0,7547.0,0.15,0.61,1702.0,0.2949,10.8
671.0,670.0,4161.0,0.11,0.12,2493.0,0.1706,6.9
615.0,557.0,4910.0,0.64,0.25,1877.0,0.161,6.0
396.0,453.0,7628.0,0.43,0.64,1032.0,0.1808,6.6
203.0,183.0,6168.0,0.19,0.22,1202.0,0.1008,4.2
716.0,895.0,10760.0,0.37,0.38,587.0,0.29,11.5
360.0,343.0,7300.0,0.5,0.35,1339.0,0.1843,7.3
713.0,715.0,4585.0,0.19,0.0,1678.0,0.2089,8.0
352.0,395.0,4125.0,0.41,0.42,2399.0,0.0811,3.3
276.0,277.0,9077.0,0.47,0.36,1036.0,0.1449,6.0
802.0,767.0,5201.0,0.04,0.44,987.0,0.2132,8.3
750.0,747.0,5315.0,0.57,0.25,534.0,0.181,7.2
1057.0,1209.0,6967.0,0.72,0.32,1649.0,0.1802,7.0
3823.0,3461.0,5848.0,0.54,0.7,2492.0,0.3744,13.9
830.0,815.0,8316.0,0.34,0.03,1242.0,0.3359,14.1
981.0,982.0,7400.0,0.39,0.6,1496.0,0.246,9.6
281.0,320.0,4780.0,0.26,0.19,616.0,0.094,3.7
238.0,234.0,9493.0,0.53,0.21,1642.0,0.1517,5.9
2360.0,3095.0,6981.0,0.62,0.31,920.0,0.3307,13.2
318.0,310.0,8276.0,0.24,0.55,531.0,0.1626,6.7
289.0,278.0,4028.0,0.43,0.26,1868.0,0.13,4.9
645.0,628.0,8385.0,0.36,0.07,795.0,0.2619,8.9
619.0,508.0,5980.0,0.6,0.64,702.0,0.1445,5.6
323.0,277.0,7461.0,0.57,0.45,956.0,0.107,4.3
521.0,481.0,6084.0,0.44,0.39,775.0,0.1695,6.8
1778.0,2109.0,10974.0,0.2,0.18,1746.0,0.6349,23.5
349.0,347.0,5616.0,0.26,0.09,1034.0,0.1476,6.0
218.0,203.0,10390.0,0.38,0.54,1842.0,0.1735,6.3
1414.0,1699.0,10426.0,0.52,0.11,1592.0,0.3186,13.4
986.0,1245.0,6947.0,0.73,0.44,1207.0,0.202,7.7
405.0,489.0,6128.0,0.83,0.32,887.0,0.1317,4.9
188.0,165.0,6667.0,0.18,0.31,1845.0,0.1195,4.5
367.0,340.0,10925.0,0.72,0.21,1549.0,0.1329,5.0
637.0,836.0,8332.0,0.42,0.4,1942.0,0.1655,6.3
1690.0,1752.0,7813.0,0.86,0.23,1512.0,0.2924,10.7
290.0,279.0,4251.0,0.34,0.29,2104.0,0.1494,6.1
622.0,692.0,9935.0,0.52,0.32,1599.0,0.1983,7.9
1142.0,1328.0,4587.0,0.54,0.55,2127.0,0.1742,6.9
99.0,91.0,4329.0,0.49,0.44,1599.0,0.0414,1.5
1521.0,1572.0,5924.0,0.6,0.07,2423.0,0.2822,10.7
258.0,297.0,7331.0,0.08,0.6,2206.0,0.1294,4.8
867.0,729.0,10267.0,0.23,0.46,1008.0,0.292,11.4
810.0,812.0,9531.0,0.34,0.7,1956.0,0.2713,10.1
1584.0,1340.0,5383.0,0.27,0.16,764.0,0.2002,8.4
1034.0,892.0,6605.0,0.21,0.08,2322.0,0.5109,20.2
99.0,91.0,9462.0,0.17,0.21,1191.0,0.1009,3.9
355.0,381.0,7690.0,0.62,0.39,1455.0,0.1521,6.0
743.0,708.0,5221.0,0.48,0.08,541.0,0.2548,10.0
569.0,516.0,6772.0,0.09,0.17,2235.0,0.2626,9.9
975.0,982.0,8382.0,0.43,0.39,2396.0,0.2317,8.9
1251.0,1053.0,10813.0,0.29,0.02,1441.0,0.5202,19.0
1082.0,1154.0,8633.0,0.48,0.26,876.0,0.1985,8.6
560.0,664.0,4113.0,0.88,0.41,1888.0,0.1051,3.8
152.0,150.0,8935.0,0.18,0.32,1094.0,0.1723,6.9
462.0,448.0,5756.0,0.35,0.18,2420.0,0.1437,5.2
928.0,982.0,10035.0,0.27,0.41,1122.0,0.2996,11.8
278.0,205.0,6687.0,0.28,0.04,1651.0,0.2238,8.5
1102.0,1195.0,5397.0,0.13,0.71,599.0,0.2073,8.5
1376.0,2191.0,7276.0,0.44,0.17,2480.0,0.2527,10.4
736.0,723.0,5786.0,0.26,0.07,1652.0,0.2637,9.9
57.0,56.0,5651.0,0.38,0.4,2451.0,0.0448,2.0
239.0,267.0,8013.0,0.24,0.61,1101.0,0.0802,3.3
3008.0,3850.0,9371.0,0.86,0.49,1554.0,0.3153,11.8
430.0,497.0,9845.0,0.53,0.23,537.0,0.2727,10.8
136.0,98.0,6784.0,0.48,0.7,2042.0,0.0825,3.3
1787.0,1944.0,4468.0,0.56,0.27,833.0,0.2993,10.8
672.0,989.0,7388.0,0.4,0.68,1351.0,0.1817,6.4
1610.0,1767.0,7036.0,0.9,0.2,1840.0,0.2302,8.9
830.0,698.0,5379.0,0.49,0.73,664.0,0.1824,6.6
960.0,1001.0,10273.0,0.25,0.41,2067.0,0.3629,13.1
889.0,734.0,10819.0,0.33,0.81,2112.0,0.2907,11.3
1162.0,1398.0,4362.0,0.75,0.29,1563.0,0.1166,4.6
4113.0,3564.0,9570.0,0.19,0.35,1710.0,0.9529,36.7
1446.0,1463.0,8520.0,0.05,0.22,688.0,0.4621,19.3
188.0,165.0,5830.0,0.27,0.27,1398.0,0.1137,4.3
951.0,876.0,8446.0,0.69,0.03,2182.0,0.2606,10.3
1658.0,2072.0,4901.0,0.62,0.11,679.0,0.2113,8.2
1741.0,1768.0,4486.0,0.58,0.2,2477.0,0.1561,6.0
473.0,435.0,10954.0,0.14,0.23,1472.0,0.2163,8.7
1689.0,1423.0,8455.0,0.13,0.39,526.0,0.4347,16.9
1397.0,1055.0,5773.0,0.21,0.3,1180.0,0.2541,10.6
5208.0,4317.0,7150.0,0.54,0.05,1501.0,0.6424,25.5
365.0,371.0,10651.0,0.48,0.17,2418.0,0.203,8.3
443.0,513.0,7071.0,0.07,0.09,1910.0,0.1949,7.9
521.0,479.0,10303.0,0.46,0.28,1662.0,0.1672,7.3
449.0,569.0,10082.0,0.66,0.1,2433.0,0.2102,8.3
326.0,293.0,6409.0,0.86,0.08,1090.0,0.1158,4.4
73.0,70.0,8872.0,0.31,0.13,1259.0,0.0801,3.1
470.0,400.0,8623.0,0.15,0.44,2036.0,0.1918,7.0
894.0,1037.0,9398.0,0.29,0.54,1689.0,0.244,9.9
448.0,614.0,6562.0,0.36,0.31,938.0,0.1843,7.3
3128.0,2402.0,4366.0,0.85,0.67,2002.0,0.2803,10.4
672.0,638.0,5197.0,0.17,0.12,1034.0,0.2154,8.4
1868.0,2259.0,8316.0,0.73,0.68,1618.0,0.2534,9.7
820.0,660.0,9426.0,0.33,0.14,2212.0,0.4943,17.3
1288.0,1403.0,9292.0,0.46,0.16,1050.0,0.3445,13.5
832.0,999.0,8086.0,0.39,0.3,2022.0,0.2212,8.8
1988.0,2012.0,4593.0,0.98,0.32,2223.0,0.1425,5.8
696.0,755.0,4121.0,0.44,0.1,1134.0,0.1581,6.2
989.0,1288.0,9475.0,0.1,0.24,893.0,0.5301,19.5
892.0,1194.0,7846.0,0.46,0.4,2232.0,0.1885,7.1
528.0,523.0,9479.0,0.35,0.69,1433.0,0.2462,8.9
920.0,849.0,5140.0,0.28,0.54,1123.0,0.1946,7.4
3974.0,3462.0,6852.0,0.26,0.24,521.0,0.4489,19.6
536.0,620.0,10434.0,0.48,0.31,888.0,0.2178,8.2
930.0,757.0,5201.0,0.73,0.56,1525.0,0.1373,5.3
1819.0,1752.0,4431.0,0.21,0.4,2158.0,0.2623,10.2
1656.0,1682.0,8574.0,0.23,0.21,1505.0,0.4385,16.0
671.0,623.0,8162.0,0.58,0.29,1053.0,0.2029,8.0
99.0,103.0,10664.0,0.62,0.64,2358.0,0.0723,2.7
1006.0,1477.0,10345.0,0.65,0.17,1238.0,0.4418,18.1
113.0,111.0,9246.0,0.22,0.6,826.0,0.1156,4.8
2156.0,2020.0,4134.0,0.54,0.43,2391.0,0.2269,9.1
762.0,887.0,7363.0,0.57,0.13,1293.0,0.2014,7.9
1480.0,1534.0,10273.0,0.35,0.25,1465.0,0.5416,20.4
323.0,401.0,7036.0,0.69,0.54,2160.0,0.1156,4.7
192.0,197.0,10735.0,0.43,0.48,1075.0,0.1475,5.3
819.0,789.0,8567.0,0.18,0.35,1557.0,0.257,10.5
647.0,495.0,4766.0,0.8,0.26,2233.0,0.139,5.4
449.0,352.0,7565.0,0.13,0.43,1012.0,0.282,10.9
712.0,540.0,8869.0,0.47,0.05,2289.0,0.2643,10.1
6087.0,6444.0,4458.0,0.68,0.59,883.0,0.3221,12.2
1297.0,1057.0,6413.0,0.3,0.63,2209.0,0.2994,10.4
1540.0,1859.0,9020.0,0.2,0.28,1287.0,0.4404,17.6
1307.0,1312.0,5099.0,0.31,0.42,1596.0,0.2127,8.1
2172.0,2094.0,6438.0,0.77,0.14,1603.0,0.2471,9.6
571.0,503.0,8829.0,0.22,0.5,910.0,0.2856,10.5
129.0,141.0,9429.0,0.54,0.14,846.0,0.1331,5.0
572.0,507.0,7630.0,0.57,0.38,1923.0,0.2775,10.6
1273.0,1098.0,10698.0,0.31,0.16,2151.0,0.4621,19.3
306.0,366.0,10477.0,0.33,0.5,774.0,0.177,7.0
578.0,609.0,7314.0,0.77,0.57,2003.0,0.1647,6.7
382.0,369.0,5122.0,0.8,0.21,1154.0,0.0896,3.5
2212.0,2435.0,9411.0,0.47,0.48,1689.0,0.4835,19.5
1211.0,1213.0,5702.0,0.63,0.2,1569.0,0.247,9.8
1120.0,1186.0,9900.0,0.35,0.14,1987.0,0.4655,18.4
1094.0,968.0,8110.0,0.03,0.47,1584.0,0.4768,18.8
646.0,881.0,6759.0,0.21,0.41,687.0,0.2006,7.9
779.0,714.0,7895.0,0.04,0.24,1058.0,0.2697,10.9
258.0,325.0,7730.0,0.35,0.21,1296.0,0.1441,5.6
116.0,112.0,10473.0,0.04,0.15,1644.0,0.1097,4.4
750.0,847.0,5501.0,0.14,0.47,839.0,0.2403,9.6
862.0,962.0,10497.0,0.34,0.52,1175.0,0.3318,12.9
1750.0,2079.0,4219.0,0.81,0.35,626.0,0.1568,7.0
2338.0,2061.0,9384.0,0.53,0.22,1145.0,0.5514,19.0
2336.0,2744.0,10438.0,0.39,0.23,1524.0,0.7016,26.5
299.0,395.0,6758.0,0.55,0.2,2373.0,0.1488,5.7
502.0,483.0,4511.0,0.32,0.28,855.0,0.139,5.5
977.0,982.0,9633.0,0.64,0.44,555.0,0.162,6.2
5042.0,4661.0,9900.0,0.08,0.25,1254.0,0.8394,34.6
2173.0,2063.0,6354.0,0.48,0.29,1715.0,0.3463,13.1
1629.0,2105.0,7630.0,0.55,0.2,1715.0,0.3048,12.9
488.0,420.0,9666.0,0.33,0.04,1191.0,0.2198,9.1
328.0,285.0,5344.0,0.37,0.22,575.0,0.1209,4.9
1250.0,1592.0,8403.0,0.47,0.66,2338.0,0.2694,9.7
276.0,303.0,7014.0,0.1,0.13,1504.0,0.1358,5.6
550.0,755.0,5221.0,0.83,0.34,2053.0,0.1347,5.1
607.0,567.0,9820.0,0.18,0.18,1294.0,0.3123,13.5
2379.0,2424.0,6273.0,0.68,0.32,2163.0,0.239,9.2
501.0,454.0,10541.0,0.51,0.09,2069.0,0.2434,8.7
95.0,97.0,7983.0,0.09,0.33,691.0,0.122,4.6
996.0,763.0,7602.0,0.16,0.58,603.0,0.2555,11.0
380.0,421.0,6963.0,0.18,0.16,799.0,0.2192,8.5
688.0,722.0,6805.0,0.27,0.29,2146.0,0.2783,11.0
621.0,615.0,9726.0,0.28,0.35,1039.0,0.2971,10.8
534.0,504.0,8743.0,0.77,0.14,1292.0,0.1573,6.1
1252.0,1095.0,9416.0,0.29,0.13,1657.0,0.4906,20.5
195.0,218.0,6948.0,0.2,0.15,1804.0,0.1292,5.0
440.0,369.0,5830.0,0.16,0.3,1353.0,0.1694,6.8
1150.0,1241.0,4608.0,0.65,0.09,1398.0,0.1696,7.4
407.0,556.0,9437.0,0.12,0.65,1156.0,0.1965,7.7
184.0,229.0,6907.0,0.71,0.42,688.0,0.0845,3.3
1136.0,906.0,7565.0,0.75,0.57,797.0,0.2034,7.7
1633.0,1507.0,7285.0,0.27,0.51,2280.0,0.3543,13.0
642.0,683.0,7018.0,0.59,0.16,2450.0,0.1983,7.8
139.0,137.0,8787.0,0.4,0.43,2151.0,0.0693,2.9
1170.0,948.0,8261.0,0.13,0.32,1112.0,0.3516,14.2
176.0,187.0,10804.0,0.44,0.37,857.0,0.0961,3.7
852.0,850.0,4972.0,0.56,0.34,1518.0,0.1801,6.6
327.0,436.0,8015.0,0.55,0.45,689.0,0.1499,5.8
263.0,253.0,4443.0,0.41,0.69,2330.0,0.0902,3.5
467.0,557.0,9655.0,0.06,0.61,2036.0,0.2644,10.4
574.0,475.0,8314.0,0.07,0.1,2447.0,0.2962,11.5
397.0,341.0,6999.0,0.33,0.3,2212.0,0.1297,4.6
1065.0,1187.0,9616.0,0.57,0.49,1318.0,0.3669,14.3
466.0,548.0,7185.0,0.21,0.32,1128.0,0.2107,8.3
1457.0,1262.0,5595.0,0.44,0.17,2168.0,0.2345,9.1
833.0,836.0,7308.0,0.29,0.49,1676.0,0.2221,8.9
381.0,309.0,4496.0,0.25,0.51,2257.0,0.0856,3.6
333.0,324.0,10285.0,0.37,0.58,1150.0,0.1663,7.0
178.0,202.0,9117.0,0.55,0.27,1593.0,0.1258,5.1
839.0,786.0,9322.0,0.14,0.58,1425.0,0.282,10.3
501.0,482.0,10121.0,0.19,0.28,866.0,0.2306,8.4
100.0,84.0,9541.0,0.65,0.19,1582.0,0.0823,3.4
